id;bulletin_year;bulletin_nr;office;search_type;mailed_date;publn_auth;publn_nr;publn_kind;publn_date;publn_lg
17174029;0;0;"EP";"SUP";2017-10-23;"  ";"";"  ";9999-12-31;"  "
17174029;2017;49;"EP";"NAT";9999-12-31;"EP";"3252304";"A1";2017-12-06;"de"
10004567;2011;44;"EP";"NAT";9999-12-31;"EP";"2383480";"A1";2011-11-02;"de"
10014995;0;0;"EP";"SUP";2011-03-23;"  ";"";"  ";9999-12-31;"  "
92112713;0;0;"EP";"SUP";1993-03-31;"  ";"";"  ";9999-12-31;"  "
92112713;1993;20;"EP";"NAT";9999-12-31;"EP";"0524648";"A3";1993-05-19;"en"
93203521;1994;25;"EP";"NAT";9999-12-31;"EP";"0602743";"A1";1994-06-22;"en"
93300470;0;0;"EP";"SUP";1993-05-17;"  ";"";"  ";9999-12-31;"  "
13776499;2014;22;"EP";"ISR";9999-12-31;"WO";"2014079628";"A1";2014-05-30;"de"
13777299;2014;6;"EP";"ISR";9999-12-31;"WO";"2014020199";"A2";2014-02-06;"es"
14190216;2016;17;"EP";"NAT";9999-12-31;"EP";"3012057";"A1";2016-04-27;"en"
14197202;0;0;"EP";"SUP";2015-06-10;"  ";"";"  ";9999-12-31;"  "
962555;2001;17;"ES";"ISR";9999-12-31;"WO";"0129413";"A1";2001-04-26;"en"
9827928;0;0;"EP";"SUP";2011-12-01;"  ";"";"  ";9999-12-31;"  "
9764565;2010;23;"EP";"ISR";9999-12-31;"WO";"2010064041";"A2";2010-06-10;"en"
9765870;2009;52;"EP";"ISR";9999-12-31;"WO";"2009153290";"A1";2009-12-23;"de"
14191516;0;0;"EP";"SUP";2015-06-12;"  ";"";"  ";9999-12-31;"  "
14191516;2015;29;"EP";"NAT";9999-12-31;"EP";"2894451";"A1";2015-07-15;"en"
9782172;2010;9;"EP";"ISR";9999-12-31;"WO";"2010023206";"A1";2010-03-04;"en"
9785563;2010;12;"EP";"ISR";9999-12-31;"WO";"2010032026";"A2";2010-03-25;"en"
10007997;0;0;"EP";"SUP";2010-11-05;"  ";"";"  ";9999-12-31;"  "
10007997;2011;8;"EP";"NAT";9999-12-31;"EP";"2287811";"A1";2011-02-23;"de"
10009532;0;0;"EP";"SUP";2011-01-14;"  ";"";"  ";9999-12-31;"  "
10009532;2011;16;"EP";"NAT";9999-12-31;"EP";"2312090";"A1";2011-04-20;"en"
17189899;2018;11;"EP";"NAT";9999-12-31;"EP";"3293367";"A1";2018-03-14;"en"
92310045;0;0;"EP";"SUP";1993-02-22;"  ";"";"  ";9999-12-31;"  "
92100965;1992;34;"EP";"NAT";9999-12-31;"EP";"0499056";"A1";1992-08-19;"de"
92113318;0;0;"EP";"SUP";1992-12-21;"  ";"";"  ";9999-12-31;"  "
17153315;0;0;"EP";"SUP";2017-08-02;"  ";"";"  ";9999-12-31;"  "
17153315;2017;35;"EP";"NAT";9999-12-31;"EP";"3211217";"A1";2017-08-30;"de"
14159594;0;0;"EP";"SUP";2015-01-07;"  ";"";"  ";9999-12-31;"  "
14159594;2015;5;"EP";"NAT";9999-12-31;"EP";"2778401";"A3";2015-01-28;"en"
92306626;1993;7;"EP";"NAT";9999-12-31;"EP";"0527564";"A1";1993-02-17;"en"
901053;2000;30;"EP";"ISR";9999-12-31;"WO";"0043599";"A1";2000-07-27;"en"
10702403;2010;30;"EP";"ISR";9999-12-31;"WO";"2010083840";"A2";2010-07-29;"en"
10702604;2011;31;"EP";"ISR";9999-12-31;"WO";"2011091814";"A1";2011-08-04;"de"
17174529;0;0;"EP";"SUP";2017-08-09;"  ";"";"  ";9999-12-31;"  "
17174529;2017;50;"EP";"NAT";9999-12-31;"EP";"3254946";"A1";2017-12-13;"en"
10014995;2011;19;"EP";"NAT";9999-12-31;"EP";"2319576";"A1";2011-05-11;"en"
10015029;0;0;"EP";"SUP";2011-07-12;"  ";"";"  ";9999-12-31;"  "
17159468;2017;37;"EP";"NAT";9999-12-31;"EP";"3216854";"A1";2017-09-13;"de"
92101035;0;0;"EP";"SUP";1992-10-19;"  ";"";"  ";9999-12-31;"  "
9764098;2010;15;"EP";"ISR";9999-12-31;"WO";"2010041260";"A1";2010-04-15;"en"
9768910;2010;1;"EP";"ISR";9999-12-31;"WO";"2009156061";"A2";2009-12-30;"de"
9827928;2010;21;"US";"ISR";9999-12-31;"WO";"2010059293";"A1";2010-05-27;"en"
9837513;0;0;"EP";"SUP";2016-09-30;"  ";"";"  ";9999-12-31;"  "
10003685;0;0;"EP";"SUP";2012-05-21;"  ";"";"  ";9999-12-31;"  "
10003685;2012;25;"EP";"NAT";9999-12-31;"EP";"2239376";"A3";2012-06-20;"de"
93300470;1993;30;"EP";"NAT";9999-12-31;"EP";"0552976";"A1";1993-07-28;"en"
93310481;0;0;"EP";"SUP";1994-08-31;"  ";"";"  ";9999-12-31;"  "
9786167;2010;27;"EP";"ISR";9999-12-31;"WO";"2010076617";"A2";2010-07-08;"en"
13722172;2014;28;"EP";"ISR";9999-12-31;"WO";"2014107185";"A1";2014-07-10;"en"
14389502;0;0;"EP";"SUP";2015-03-31;"  ";"";"  ";9999-12-31;"  "
14389502;2015;20;"EP";"NAT";9999-12-31;"EP";"2871759";"A1";2015-05-13;"en"
9768913;2010;1;"EP";"ISR";9999-12-31;"WO";"2009156064";"A2";2009-12-30;"de"
9776966;2010;2;"EP";"ISR";9999-12-31;"WO";"2010003604";"A2";2010-01-14;"de"
10006318;0;0;"EP";"SUP";2018-02-26;"  ";"";"  ";9999-12-31;"  "
10006318;2018;13;"EP";"NAT";9999-12-31;"EP";"2282135";"A3";2018-03-28;"de"
10009632;0;0;"EP";"SUP";2010-10-29;"  ";"";"  ";9999-12-31;"  "
10009632;2010;48;"EP";"NAT";9999-12-31;"EP";"2257018";"A1";2010-12-01;"en"
10015392;0;0;"EP";"SUP";2013-07-15;"  ";"";"  ";9999-12-31;"  "
10015392;2013;33;"EP";"NAT";9999-12-31;"EP";"2333928";"A3";2013-08-14;"en"
92310045;1993;19;"EP";"NAT";9999-12-31;"EP";"0541325";"A1";1993-05-12;"en"
92904859;1992;22;"EP";"ISR";9999-12-31;"WO";"9214000";"A1";1992-08-20;"en"
14702626;2014;33;"EP";"ISR";9999-12-31;"WO";"2014122157";"A1";2014-08-14;"en"
14710489;2014;38;"EP";"ISR";9999-12-31;"WO";"2014139534";"A1";2014-09-18;"en"
9804389;2010;6;"AU";"ISR";9999-12-31;"WO";"2010015034";"A1";2010-02-11;"en"
9808908;0;0;"EP";"SUP";2017-02-09;"  ";"";"  ";9999-12-31;"  "
904865;2000;42;"EP";"ISR";9999-12-31;"WO";"0061942";"A1";2000-10-19;"en"
5793538;0;0;"EP";"SUP";2012-07-23;"  ";"";"  ";9999-12-31;"  "
93108604;0;0;"EP";"SUP";1993-12-03;"  ";"";"  ";9999-12-31;"  "
93108604;1994;7;"EP";"NAT";9999-12-31;"EP";"0582795";"A1";1994-02-16;"de"
10712013;2011;30;"EP";"ISR";9999-12-31;"WO";"2011088850";"A2";2011-07-28;"de"
10715572;2010;40;"EP";"ISR";9999-12-31;"WO";"2010112832";"A1";2010-10-07;"en"
10005654;2011;49;"EP";"NAT";9999-12-31;"EP";"2392819";"A1";2011-12-07;"de"
10009641;0;0;"EP";"SUP";2011-02-15;"  ";"";"  ";9999-12-31;"  "
92101035;1992;50;"EP";"NAT";9999-12-31;"EP";"0496388";"A3";1992-12-09;"en"
92107453;0;0;"EP";"SUP";1992-07-27;"  ";"";"  ";9999-12-31;"  "
10015029;2012;22;"EP";"NAT";9999-12-31;"EP";"2458323";"A1";2012-05-30;"de"
10015378;0;0;"EP";"SUP";2013-02-13;"  ";"";"  ";9999-12-31;"  "
93310481;1994;42;"EP";"NAT";9999-12-31;"EP";"0608629";"A3";1994-10-19;"en"
1119082;0;0;"EP";"SUP";2010-04-15;"  ";"";"  ";9999-12-31;"  "
9837513;2010;28;"JP";"ISR";9999-12-31;"WO";"2010079627";"A1";2010-07-15;"ja"
9838849;2010;30;"JP";"ISR";9999-12-31;"WO";"2010084659";"A1";2010-07-29;"ja"
10006200;0;0;"EP";"SUP";2014-02-05;"  ";"";"  ";9999-12-31;"  "
10006200;2014;10;"EP";"NAT";9999-12-31;"EP";"2264313";"A3";2014-03-05;"de"
9777520;2010;11;"EP";"ISR";9999-12-31;"WO";"2010028720";"A2";2010-03-18;"de"
9783450;2011;2;"EP";"ISR";9999-12-31;"WO";"2011003482";"A2";2011-01-13;"en"
90401269;0;0;"EP";"SUP";1990-09-18;"  ";"";"  ";9999-12-31;"  "
90401269;1990;48;"EP";"NAT";9999-12-31;"EP";"0399870";"A1";1990-11-28;"fr"
10007254;0;0;"EP";"SUP";2010-12-06;"  ";"";"  ";9999-12-31;"  "
10007254;2012;3;"EP";"NAT";9999-12-31;"EP";"2407292";"A1";2012-01-18;"en"
92108676;0;0;"EP";"SUP";1992-11-27;"  ";"";"  ";9999-12-31;"  "
92108676;1993;3;"EP";"NAT";9999-12-31;"EP";"0523353";"A1";1993-01-20;"en"
10013962;0;0;"EP";"SUP";2013-10-14;"  ";"";"  ";9999-12-31;"  "
10013962;2013;46;"EP";"NAT";9999-12-31;"EP";"2333324";"A3";2013-11-13;"de"
91914872;1992;5;"US";"ISR";9999-12-31;"WO";"9202731";"A1";1992-02-20;"en"
5700655;2005;34;"EP";"ISR";9999-12-31;"WO";"2005078122";"A2";2005-08-25;"en"
14197202;2015;28;"EP";"NAT";9999-12-31;"EP";"2886895";"A3";2015-07-08;"  "
14370001;0;0;"EP";"SUP";2014-09-08;"  ";"";"  ";9999-12-31;"  "
10152832;0;0;"EP";"SUP";2010-08-25;"  ";"";"  ";9999-12-31;"  "
10152832;2011;32;"EP";"NAT";9999-12-31;"EP";"2354106";"A1";2011-08-10;"en"
93307885;0;0;"EP";"SUP";1994-01-18;"  ";"";"  ";9999-12-31;"  "
93307885;1994;15;"EP";"NAT";9999-12-31;"EP";"0592179";"A1";1994-04-13;"en"
14194337;0;0;"EP";"SUP";2015-05-12;"  ";"";"  ";9999-12-31;"  "
14194337;2016;21;"EP";"NAT";9999-12-31;"EP";"3023586";"A1";2016-05-25;"de"
17171610;0;0;"EP";"SUP";2017-10-11;"  ";"";"  ";9999-12-31;"  "
17171610;2017;47;"EP";"NAT";9999-12-31;"EP";"3246576";"A1";2017-11-22;"fr"
5793538;2006;14;"ES";"ISR";9999-12-31;"WO";"2006035088";"A1";2006-04-06;"en"
5805472;0;0;"EP";"SUP";2010-10-27;"  ";"";"  ";9999-12-31;"  "
17153466;0;0;"EP";"SUP";2017-06-20;"  ";"";"  ";9999-12-31;"  "
17153466;2017;31;"EP";"NAT";9999-12-31;"EP";"3199838";"A1";2017-08-02;"en"
10009641;2011;12;"EP";"NAT";9999-12-31;"EP";"2299548";"A1";2011-03-23;"en"
10013435;0;0;"EP";"SUP";2010-12-20;"  ";"";"  ";9999-12-31;"  "
92113318;1993;10;"EP";"NAT";9999-12-31;"EP";"0530521";"A1";1993-03-10;"de"
5381045;0;0;"EP";"SUP";2005-11-22;"  ";"";"  ";9999-12-31;"  "
9826684;2010;20;"US";"ISR";9999-12-31;"WO";"2010056766";"A1";2010-05-20;"en"
9830249;2010;23;"JP";"ISR";9999-12-31;"WO";"2010064481";"A1";2010-06-10;"ja"
1119082;2010;20;"EP";"NAT";9999-12-31;"EP";"1184567";"A3";2010-05-19;"  "
6386014;0;0;"EP";"SUP";2006-10-24;"  ";"";"  ";9999-12-31;"  "
17175650;0;0;"EP";"SUP";2017-10-05;"  ";"";"  ";9999-12-31;"  "
17175650;2017;51;"EP";"NAT";9999-12-31;"EP";"3258187";"A1";2017-12-20;"fr"
13731455;2013;52;"EP";"ISR";9999-12-31;"WO";"2013190304";"A1";2013-12-27;"en"
13737136;2014;5;"EP";"ISR";9999-12-31;"WO";"2014015941";"A1";2014-01-30;"de"
90630029;0;0;"EP";"SUP";1990-05-30;"  ";"";"  ";9999-12-31;"  "
90630029;1990;36;"EP";"NAT";9999-12-31;"EP";"0385913";"A1";1990-09-05;"en"
5447209;0;0;"EP";"SUP";2006-02-22;"  ";"";"  ";9999-12-31;"  "
5447209;2007;12;"EP";"NAT";9999-12-31;"EP";"1764807";"A1";2007-03-21;"en"
10013942;0;0;"EP";"SUP";2011-04-21;"  ";"";"  ";9999-12-31;"  "
10013942;2012;17;"EP";"NAT";9999-12-31;"EP";"2444316";"A1";2012-04-25;"de"
10153797;0;0;"EP";"SUP";2011-12-05;"  ";"";"  ";9999-12-31;"  "
10153797;2012;1;"EP";"NAT";9999-12-31;"EP";"2236845";"A3";2012-01-04;"de"
17150946;2017;30;"EP";"NAT";9999-12-31;"EP";"3196473";"A1";2017-07-26;"en"
17151582;0;0;"EP";"SUP";2017-05-08;"  ";"";"  ";9999-12-31;"  "
14370001;2014;45;"EP";"NAT";9999-12-31;"EP";"2799645";"A1";2014-11-05;"fr"
14400013;0;0;"EP";"SUP";2014-08-20;"  ";"";"  ";9999-12-31;"  "
14307164;0;0;"EP";"SUP";2015-06-18;"  ";"";"  ";9999-12-31;"  "
14307164;2016;26;"EP";"NAT";9999-12-31;"EP";"3038101";"A1";2016-06-29;"fr"
17174018;0;0;"EP";"SUP";2017-11-10;"  ";"";"  ";9999-12-31;"  "
17174018;2017;50;"EP";"NAT";9999-12-31;"EP";"3255761";"A1";2017-12-13;"de"
1983474;2002;21;"EP";"ISR";9999-12-31;"WO";"0240862";"A1";2002-05-23;"de"
1998735;2002;23;"EP";"ISR";9999-12-31;"WO";"0244558";"A1";2002-06-06;"en"
13781795;0;0;"EP";"SUP";2015-12-23;"  ";"";"  ";9999-12-31;"  "
13781795;2013;44;"JP";"ISR";9999-12-31;"WO";"2013161566";"A1";2013-10-31;"ja"
9808908;2010;8;"US";"ISR";9999-12-31;"WO";"2010022389";"A1";2010-02-25;"en"
9817698;0;0;"EP";"SUP";2015-11-24;"  ";"";"  ";9999-12-31;"  "
10013435;2011;3;"EP";"NAT";9999-12-31;"EP";"2275377";"A1";2011-01-19;"en"
10150922;0;0;"EP";"SUP";2015-06-29;"  ";"";"  ";9999-12-31;"  "
92107453;1992;46;"EP";"NAT";9999-12-31;"EP";"0512437";"A1";1992-11-11;"de"
5292105;0;0;"EP";"SUP";2005-12-28;"  ";"";"  ";9999-12-31;"  "
10015378;2013;11;"EP";"NAT";9999-12-31;"EP";"2333310";"A3";2013-03-13;"de"
10016097;0;0;"EP";"SUP";2011-05-31;"  ";"";"  ";9999-12-31;"  "
13738139;0;0;"EP";"SUP";2016-04-26;"  ";"";"  ";9999-12-31;"  "
13738139;2013;30;"FI";"ISR";9999-12-31;"WO";"2013107934";"A1";2013-07-25;"en"
9848575;2011;8;"US";"ISR";9999-12-31;"WO";"2011022024";"A1";2011-02-24;"en"
13786708;2014;8;"EP";"ISR";9999-12-31;"WO";"2014027212";"A1";2014-02-20;"en"
966652;2001;19;"SE";"ISR";9999-12-31;"WO";"0133074";"A1";2001-05-10;"en"
5767590;2006;3;"EP";"ISR";9999-12-31;"WO";"2006005944";"A1";2006-01-19;"en"
17151582;2017;23;"EP";"NAT";9999-12-31;"EP";"3176426";"A1";2017-06-07;"en"
17152682;0;0;"EP";"SUP";2017-07-21;"  ";"";"  ";9999-12-31;"  "
9784671;2010;2;"EP";"ISR";9999-12-31;"WO";"2010004286";"A1";2010-01-14;"en"
9788148;2010;8;"EP";"ISR";9999-12-31;"WO";"2010021541";"A2";2010-02-25;"en"
10075111;0;0;"EP";"SUP";2010-11-22;"  ";"";"  ";9999-12-31;"  "
10075111;2011;39;"EP";"NAT";9999-12-31;"EP";"2369179";"A1";2011-09-28;"en"
10152054;0;0;"EP";"SUP";2010-11-11;"  ";"";"  ";9999-12-31;"  "
10152054;2010;50;"EP";"NAT";9999-12-31;"EP";"2216549";"A3";2010-12-15;"  "
13856918;0;0;"EP";"SUP";2016-06-14;"  ";"";"  ";9999-12-31;"  "
13856918;2014;22;"KR";"ISR";9999-12-31;"WO";"2014081690";"A1";2014-05-30;"en"
14400013;2015;36;"EP";"NAT";9999-12-31;"EP";"2913268";"A1";2015-09-02;"en"
14400047;0;0;"EP";"SUP";2015-03-23;"  ";"";"  ";9999-12-31;"  "
14382104;0;0;"EP";"SUP";2014-08-22;"  ";"";"  ";9999-12-31;"  "
14382104;2015;40;"EP";"NAT";9999-12-31;"EP";"2923988";"A1";2015-09-30;"en"
1115808;0;0;"EP";"SUP";2001-11-30;"  ";"";"  ";9999-12-31;"  "
1115808;2003;1;"EP";"NAT";9999-12-31;"EP";"1271716";"A1";2003-01-02;"de"
6791000;0;0;"EP";"SUP";2009-12-02;"  ";"";"  ";9999-12-31;"  "
6791000;2007;21;"CN";"ISR";9999-12-31;"WO";"2007056917";"A1";2007-05-24;"zh"
17161154;0;0;"EP";"SUP";2017-08-02;"  ";"";"  ";9999-12-31;"  "
17161154;2017;38;"EP";"NAT";9999-12-31;"EP";"3219879";"A1";2017-09-20;"de"
5292105;2006;15;"EP";"NAT";9999-12-31;"EP";"1645774";"A1";2006-04-12;"fr"
5705941;2005;32;"EP";"ISR";9999-12-31;"WO";"2005073188";"A1";2005-08-11;"en"
13781995;0;0;"EP";"SUP";2015-03-31;"  ";"";"  ";9999-12-31;"  "
13781995;2013;44;"KR";"ISR";9999-12-31;"WO";"2013163048";"A1";2013-10-31;"en"
5805472;2006;19;"JP";"ISR";9999-12-31;"WO";"2006049174";"A1";2006-05-11;"en"
5806765;2006;16;"EP";"ISR";9999-12-31;"WO";"2006039903";"A1";2006-04-20;"de"
13726567;2014;2;"EP";"ISR";9999-12-31;"WO";"2014005781";"A2";2014-01-09;"de"
13731060;2013;51;"EP";"ISR";9999-12-31;"WO";"2013186276";"A1";2013-12-19;"en"
10150922;2015;31;"EP";"NAT";9999-12-31;"EP";"2221936";"A3";2015-07-29;"en"
10152433;0;0;"EP";"SUP";2010-07-07;"  ";"";"  ";9999-12-31;"  "
9817698;2010;14;"JP";"ISR";9999-12-31;"WO";"2010038665";"A1";2010-04-08;"ja"
9819731;0;0;"EP";"SUP";2013-12-10;"  ";"";"  ";9999-12-31;"  "
6017046;0;0;"EP";"SUP";2007-03-30;"  ";"";"  ";9999-12-31;"  "
6017046;2008;9;"EP";"NAT";9999-12-31;"EP";"1892379";"A1";2008-02-27;"de"
10016097;2012;26;"EP";"NAT";9999-12-31;"EP";"2469007";"A1";2012-06-27;"en"
10150465;0;0;"EP";"SUP";2010-07-12;"  ";"";"  ";9999-12-31;"  "
10717729;2010;43;"EP";"ISR";9999-12-31;"WO";"2010122316";"A1";2010-10-28;"en"
10718579;2010;45;"EP";"ISR";9999-12-31;"WO";"2010128075";"A2";2010-11-11;"de"
17152682;2018;30;"EP";"NAT";9999-12-31;"EP";"3351791";"A1";2018-07-25;"de"
5700564;2005;31;"EP";"ISR";9999-12-31;"WO";"2005071262";"A1";2005-08-04;"en"
17186031;0;0;"EP";"SUP";2018-01-12;"  ";"";"  ";9999-12-31;"  "
17186031;2018;8;"EP";"NAT";9999-12-31;"EP";"3284948";"A1";2018-02-21;"en"
6386014;2006;51;"EP";"NAT";9999-12-31;"EP";"1734255";"A1";2006-12-20;"en"
6701029;2006;30;"EP";"ISR";9999-12-31;"WO";"2006076920";"A1";2006-07-27;"en"
6701141;2006;30;"EP";"ISR";9999-12-31;"WO";"2006077084";"A1";2006-07-27;"de"
6713752;0;0;"EP";"SUP";2012-02-29;"  ";"";"  ";9999-12-31;"  "
13840443;0;0;"EP";"SUP";2016-06-17;"  ";"";"  ";9999-12-31;"  "
13840443;2014;14;"US";"ISR";9999-12-31;"WO";"2014052953";"A2";2014-04-03;"en"
13860062;0;0;"EP";"SUP";2016-12-05;"  ";"";"  ";9999-12-31;"  "
13860062;2014;24;"XN";"ISR";9999-12-31;"WO";"2014087433";"A1";2014-06-12;"en"
14400047;2016;15;"EP";"NAT";9999-12-31;"EP";"3006190";"A1";2016-04-13;"en"
14704283;2014;34;"EP";"ISR";9999-12-31;"WO";"2014124737";"A1";2014-08-21;"de"
14382504;0;0;"EP";"SUP";2015-06-16;"  ";"";"  ";9999-12-31;"  "
14382504;2016;24;"EP";"NAT";9999-12-31;"EP";"3032095";"A1";2016-06-15;"en"
9769386;0;0;"EP";"SUP";2017-09-14;"  ";"";"  ";9999-12-31;"  "
9769386;2010;1;"ES";"ISR";9999-12-31;"WO";"2009156540";"A1";2009-12-30;"es"
5380264;0;0;"EP";"SUP";2006-04-06;"  ";"";"  ";9999-12-31;"  "
5380264;2007;23;"EP";"NAT";9999-12-31;"EP";"1793066";"A1";2007-06-06;"en"
5722194;2005;38;"SE";"ISR";9999-12-31;"WO";"2005088119";"A1";2005-09-22;"en"
9764638;2010;27;"EP";"ISR";9999-12-31;"WO";"2010077485";"A1";2010-07-08;"en"
10151095;0;0;"EP";"SUP";2010-07-07;"  ";"";"  ";9999-12-31;"  "
10151095;2011;29;"EP";"NAT";9999-12-31;"EP";"2345809";"A1";2011-07-20;"en"
17181906;0;0;"EP";"SUP";2018-02-13;"  ";"";"  ";9999-12-31;"  "
17181906;2018;15;"EP";"NAT";9999-12-31;"EP";"3305353";"A1";2018-04-11;"en"
6026555;0;0;"EP";"SUP";2008-03-13;"  ";"";"  ";9999-12-31;"  "
6026555;2008;16;"EP";"NAT";9999-12-31;"EP";"1801950";"A3";2008-04-16;"  "
10003576;0;0;"EP";"SUP";2010-08-23;"  ";"";"  ";9999-12-31;"  "
10003576;2011;40;"EP";"NAT";9999-12-31;"EP";"2372192";"A1";2011-10-05;"de"
10721624;2010;37;"EP";"ISR";9999-12-31;"WO";"2010102355";"A2";2010-09-16;"en"
10722723;2011;44;"EP";"ISR";9999-12-31;"WO";"2011135110";"A1";2011-11-03;"es"
5381045;2007;12;"EP";"NAT";9999-12-31;"EP";"1764307";"A1";2007-03-21;"en"
5405009;0;0;"EP";"SUP";2005-12-14;"  ";"";"  ";9999-12-31;"  "
13747431;2014;3;"EP";"ISR";9999-12-31;"WO";"2014009635";"A1";2014-01-16;"fr"
91111898;0;0;"EP";"SUP";1993-06-01;"  ";"";"  ";9999-12-31;"  "
17189456;0;0;"EP";"SUP";2018-03-15;"  ";"";"  ";9999-12-31;"  "
17189456;2018;16;"EP";"NAT";9999-12-31;"EP";"3309390";"A1";2018-04-18;"en"
6705607;0;0;"EP";"SUP";2014-10-29;"  ";"";"  ";9999-12-31;"  "
6705607;2007;26;"CN";"ISR";9999-12-31;"WO";"2007071124";"A1";2007-06-28;"zh"
6713752;2007;34;"JP";"ISR";9999-12-31;"WO";"2007094054";"A1";2007-08-23;"ja"
6725098;2006;38;"EP";"ISR";9999-12-31;"WO";"2006097505";"A1";2006-09-21;"de"
91919576;1993;12;"SE";"ISR";9999-12-31;"WO";"9309347";"A1";1993-05-13;"en"
5425857;0;0;"EP";"SUP";2006-05-16;"  ";"";"  ";9999-12-31;"  "
5774492;2006;4;"ES";"ISR";9999-12-31;"WO";"2006008327";"A1";2006-01-26;"en"
5779172;2006;12;"EP";"ISR";9999-12-31;"WO";"2006029955";"A1";2006-03-23;"de"
5716052;2005;39;"EP";"ISR";9999-12-31;"WO";"2005090780";"A1";2005-09-29;"de"
9773797;2010;1;"EP";"ISR";9999-12-31;"WO";"2010002264";"A2";2010-01-07;"en"
17161274;0;0;"EP";"SUP";2017-08-31;"  ";"";"  ";9999-12-31;"  "
17161274;2017;40;"EP";"NAT";9999-12-31;"EP";"3226399";"A1";2017-10-04;"en"
10154470;0;0;"EP";"SUP";2010-07-28;"  ";"";"  ";9999-12-31;"  "
10154470;2011;39;"EP";"NAT";9999-12-31;"EP";"2369176";"A1";2011-09-28;"en"
10152460;0;0;"EP";"SUP";2011-05-26;"  ";"";"  ";9999-12-31;"  "
10152460;2011;26;"EP";"NAT";9999-12-31;"EP";"2216885";"A3";2011-06-29;"  "
6791450;2007;15;"EP";"ISR";9999-12-31;"WO";"2007038931";"A1";2007-04-12;"en"
10779664;0;0;"EP";"SUP";2017-05-17;"  ";"";"  ";9999-12-31;"  "
5706002;0;0;"EP";"SUP";2009-05-26;"  ";"";"  ";9999-12-31;"  "
5706002;2005;32;"US";"ISR";9999-12-31;"WO";"2005072258";"A2";2005-08-11;"en"
10187242;0;0;"EP";"SUP";2012-02-22;"  ";"";"  ";9999-12-31;"  "
10187242;2012;12;"EP";"NAT";9999-12-31;"EP";"2312185";"A3";2012-03-21;"en"
13737178;2014;2;"EP";"ISR";9999-12-31;"WO";"2014006075";"A2";2014-01-09;"en"
13749061;0;0;"EP";"SUP";2015-12-01;"  ";"";"  ";9999-12-31;"  "
91111898;1993;29;"EP";"NAT";9999-12-31;"EP";"0473914";"A3";1993-07-21;"de"
91119000;0;0;"EP";"SUP";1992-04-13;"  ";"";"  ";9999-12-31;"  "
10723245;2010;38;"EP";"ISR";9999-12-31;"WO";"2010106337";"A2";2010-09-23;"en"
10724346;2011;36;"EP";"ISR";9999-12-31;"WO";"2011107166";"A1";2011-09-09;"en"
92402961;0;0;"EP";"SUP";1993-03-09;"  ";"";"  ";9999-12-31;"  "
92402961;1993;19;"EP";"NAT";9999-12-31;"EP";"0541429";"A1";1993-05-12;"fr"
10152433;2011;32;"EP";"NAT";9999-12-31;"EP";"2354454";"A1";2011-08-10;"en"
10153730;0;0;"EP";"SUP";2010-08-06;"  ";"";"  ";9999-12-31;"  "
13756822;2014;11;"EP";"ISR";9999-12-31;"WO";"2014037084";"A1";2014-03-13;"de"
13758343;0;0;"EP";"SUP";2016-02-03;"  ";"";"  ";9999-12-31;"  "
9843944;0;0;"EP";"SUP";2012-11-09;"  ";"";"  ";9999-12-31;"  "
9843944;2010;44;"AT";"ISR";9999-12-31;"WO";"2010125424";"A1";2010-11-04;"en"
10703827;2010;31;"EP";"ISR";9999-12-31;"WO";"2010086362";"A2";2010-08-05;"en"
10708968;2010;36;"EP";"ISR";9999-12-31;"WO";"2010100271";"A2";2010-09-10;"en"
10150465;2011;28;"EP";"NAT";9999-12-31;"EP";"2343454";"A1";2011-07-13;"en"
13843202;2014;15;"CN";"ISR";9999-12-31;"WO";"2014053924";"A1";2014-04-10;"en"
13792251;2014;8;"EP";"ISR";9999-12-31;"WO";"2014026738";"A2";2014-02-20;"de"
13798374;2014;22;"EP";"ISR";9999-12-31;"WO";"2014080178";"A2";2014-05-30;"en"
13845340;0;0;"EP";"SUP";2017-03-27;"  ";"";"  ";9999-12-31;"  "
13845340;2014;16;"KR";"ISR";9999-12-31;"WO";"2014059349";"A1";2014-04-17;"en"
13844584;2014;18;"EP";"ISR";9999-12-31;"WO";"2014066508";"A2";2014-05-01;"en"
13850736;0;0;"EP";"SUP";2016-08-12;"  ";"";"  ";9999-12-31;"  "
14711444;2014;52;"EP";"ISR";9999-12-31;"WO";"2014202164";"A1";2014-12-24;"de"
14711771;2014;39;"EP";"ISR";9999-12-31;"WO";"2014147246";"A1";2014-09-25;"en"
13843258;0;0;"EP";"SUP";2016-10-14;"  ";"";"  ";9999-12-31;"  "
13843258;2014;15;"US";"ISR";9999-12-31;"WO";"2014055862";"A1";2014-04-10;"en"
10779664;2012;10;"JP";"ISR";9999-12-31;"WO";"2012029134";"A1";2012-03-08;"ja"
10779813;2011;22;"EP";"ISR";9999-12-31;"WO";"2011064140";"A1";2011-06-03;"en"
9771647;2011;8;"JP";"ISR";9999-12-31;"WO";"2011021270";"A1";2011-02-24;"ja"
9781707;2010;8;"EP";"ISR";9999-12-31;"WO";"2010020563";"A2";2010-02-25;"de"
13749061;2013;34;"KR";"ISR";9999-12-31;"WO";"2013123120";"A1";2013-08-22;"en"
5816555;0;0;"EP";"SUP";2016-02-23;"  ";"";"  ";9999-12-31;"  "
5405009;2006;28;"EP";"NAT";9999-12-31;"EP";"1679492";"A1";2006-07-12;"en"
