id;bulletin_year;bulletin_nr;office;search_type;mailed_date;publn_auth;publn_nr;publn_kind;publn_date;publn_lg
3774927;0;0;"EP";"SUP";2006-06-12;"  ";"";"  ";9999-12-31;"  "
3774927;2004;19;"US";"ISR";9999-12-31;"WO";"2004038892";"A2";2004-05-06;"en"
7846866;2008;24;"EP";"ISR";9999-12-31;"WO";"2008067939";"A2";2008-06-12;"de"
7869887;2009;27;"US";"ISR";9999-12-31;"WO";"2009082407";"A1";2009-07-02;"en"
3790797;2004;11;"EP";"ISR";9999-12-31;"WO";"2004021059";"A1";2004-03-11;"de"
7849771;2008;25;"EP";"ISR";9999-12-31;"WO";"2008072269";"A1";2008-06-19;"en"
3790630;2004;11;"EP";"ISR";9999-12-31;"WO";"2004020745";"A1";2004-03-11;"de"
3799456;2004;27;"EP";"ISR";9999-12-31;"WO";"2004054809";"A1";2004-07-01;"de"
7852845;0;0;"EP";"SUP";2013-01-30;"  ";"";"  ";9999-12-31;"  "
7852845;2008;18;"US";"ISR";9999-12-31;"WO";"2008051455";"A2";2008-05-02;"en"
8000545;0;0;"EP";"SUP";2010-08-26;"  ";"";"  ";9999-12-31;"  "
8000545;2010;39;"EP";"NAT";9999-12-31;"EP";"1944236";"A3";2010-09-29;"  "
3782747;2004;23;"EP";"ISR";9999-12-31;"WO";"2004046582";"A2";2004-06-03;"en"
3793477;0;0;"EP";"SUP";2005-11-11;"  ";"";"  ";9999-12-31;"  "
7866363;0;0;"EP";"SUP";2012-11-12;"  ";"";"  ";9999-12-31;"  "
7866363;2008;26;"ES";"ISR";9999-12-31;"WO";"2008074906";"A1";2008-06-26;"es"
3784374;2004;8;"EP";"ISR";9999-12-31;"WO";"2004015680";"A1";2004-02-19;"en"
7851000;0;0;"EP";"SUP";2013-05-07;"  ";"";"  ";9999-12-31;"  "
7850615;0;0;"EP";"SUP";2015-10-20;"  ";"";"  ";9999-12-31;"  "
7850615;2009;26;"JP";"ISR";9999-12-31;"WO";"2009078073";"A1";2009-06-25;"ja"
3797713;0;0;"EP";"SUP";2006-05-11;"  ";"";"  ";9999-12-31;"  "
3797713;2004;14;"JP";"ISR";9999-12-31;"WO";"2004027259";"A1";2004-04-01;"en"
12165757;0;0;"EP";"SUP";2012-10-08;"  ";"";"  ";9999-12-31;"  "
12165757;2013;44;"EP";"NAT";9999-12-31;"EP";"2657520";"A1";2013-10-30;"en"
3784169;2004;8;"EP";"ISR";9999-12-31;"WO";"2004015265";"A1";2004-02-19;"de"
7873811;2008;36;"EP";"ISR";9999-12-31;"WO";"2008105806";"A2";2008-09-04;"en"
3773586;2005;22;"EP";"ISR";9999-12-31;"WO";"2005050008";"A1";2005-06-02;"en"
3799924;0;0;"EP";"SUP";2007-04-12;"  ";"";"  ";9999-12-31;"  "
3793477;2004;12;"AU";"ISR";9999-12-31;"WO";"2004022920";"A1";2004-03-18;"en"
3797187;2004;14;"EP";"ISR";9999-12-31;"WO";"2004027961";"A1";2004-04-01;"en"
7866399;2008;21;"EP";"ISR";9999-12-31;"WO";"2008059118";"A1";2008-05-22;"fr"
12169956;0;0;"EP";"SUP";2012-11-20;"  ";"";"  ";9999-12-31;"  "
7851000;2008;26;"JP";"ISR";9999-12-31;"WO";"2008075747";"A1";2008-06-26;"ja"
7851854;2008;21;"EP";"ISR";9999-12-31;"WO";"2008060147";"A2";2008-05-22;"en"
3789539;2004;27;"EP";"ISR";9999-12-31;"WO";"2004055365";"A1";2004-07-01;"en"
3789680;2005;28;"SE";"ISR";9999-12-31;"WO";"2005064094";"A1";2005-07-14;"en"
12167404;0;0;"EP";"SUP";2013-02-07;"  ";"";"  ";9999-12-31;"  "
12167404;2013;46;"EP";"NAT";9999-12-31;"EP";"2662963";"A1";2013-11-13;"en"
3798164;2004;15;"EP";"ISR";9999-12-31;"WO";"2004029449";"A1";2004-04-08;"de"
7852293;0;0;"EP";"SUP";2014-10-30;"  ";"";"  ";9999-12-31;"  "
8001893;0;0;"EP";"SUP";2009-10-21;"  ";"";"  ";9999-12-31;"  "
8001893;2009;47;"EP";"NAT";9999-12-31;"EP";"1959136";"A3";2009-11-18;"  "
7869978;0;0;"EP";"SUP";2012-07-31;"  ";"";"  ";9999-12-31;"  "
7869978;2008;28;"US";"ISR";9999-12-31;"WO";"2008083219";"A2";2008-07-10;"en"
12169956;2012;51;"EP";"NAT";9999-12-31;"EP";"2535568";"A1";2012-12-19;"de"
12173935;0;0;"EP";"SUP";2014-11-27;"  ";"";"  ";9999-12-31;"  "
3773816;2004;16;"EP";"ISR";9999-12-31;"WO";"2004031574";"A1";2004-04-15;"fr"
7847361;2008;23;"EP";"ISR";9999-12-31;"WO";"2008065088";"A2";2008-06-05;"en"
7866407;2008;17;"EP";"ISR";9999-12-31;"WO";"2008047011";"A2";2008-04-24;"fr"
7866841;2008;27;"EP";"ISR";9999-12-31;"WO";"2008078354";"A2";2008-07-03;"en"
3799924;2004;29;"US";"ISR";9999-12-31;"WO";"2004059265";"A2";2004-07-15;"en"
7869969;2009;28;"EP";"ISR";9999-12-31;"WO";"2009085041";"A1";2009-07-09;"en"
7856198;2008;22;"EP";"ISR";9999-12-31;"WO";"2008061698";"A2";2008-05-29;"de"
7859049;2008;25;"EP";"ISR";9999-12-31;"WO";"2008072076";"A2";2008-06-19;"en"
3797168;2004;14;"EP";"ISR";9999-12-31;"WO";"2004027260";"A1";2004-04-01;"de"
7847800;2008;24;"EP";"ISR";9999-12-31;"WO";"2008068260";"A2";2008-06-12;"de"
12168701;0;0;"EP";"SUP";2012-07-04;"  ";"";"  ";9999-12-31;"  "
12168701;2012;35;"EP";"NAT";9999-12-31;"EP";"2492609";"A1";2012-08-29;"en"
7852293;2009;25;"AT";"ISR";9999-12-31;"WO";"2009075649";"A1";2009-06-18;"en"
12166350;0;0;"EP";"SUP";2012-09-14;"  ";"";"  ";9999-12-31;"  "
12165971;0;0;"EP";"SUP";2012-09-20;"  ";"";"  ";9999-12-31;"  "
12165971;2013;44;"EP";"NAT";9999-12-31;"EP";"2657515";"A1";2013-10-30;"de"
7852828;0;0;"EP";"SUP";2011-08-22;"  ";"";"  ";9999-12-31;"  "
7852828;2008;18;"US";"ISR";9999-12-31;"WO";"2008051427";"A2";2008-05-02;"en"
12173935;2015;1;"EP";"NAT";9999-12-31;"EP";"2541056";"A3";2014-12-31;"en"
12176843;0;0;"EP";"SUP";2017-10-17;"  ";"";"  ";9999-12-31;"  "
8002074;0;0;"EP";"SUP";2008-11-24;"  ";"";"  ";9999-12-31;"  "
8002074;2009;33;"EP";"NAT";9999-12-31;"EP";"2088311";"A1";2009-08-12;"en"
12166157;0;0;"EP";"SUP";2012-11-19;"  ";"";"  ";9999-12-31;"  "
12166157;2013;45;"EP";"NAT";9999-12-31;"EP";"2660583";"A1";2013-11-06;"en"
12166445;0;0;"EP";"SUP";2012-08-28;"  ";"";"  ";9999-12-31;"  "
12166445;2012;45;"EP";"NAT";9999-12-31;"EP";"2520485";"A1";2012-11-07;"en"
7861639;0;0;"EP";"SUP";2012-11-28;"  ";"";"  ";9999-12-31;"  "
7861639;2008;37;"US";"ISR";9999-12-31;"WO";"2008108832";"A1";2008-09-12;"en"
12172552;0;0;"EP";"SUP";2013-07-19;"  ";"";"  ";9999-12-31;"  "
12172552;2013;34;"EP";"NAT";9999-12-31;"EP";"2541051";"A3";2013-08-21;"en"
12166350;2012;45;"EP";"NAT";9999-12-31;"EP";"2520800";"A1";2012-11-07;"en"
12167550;0;0;"EP";"SUP";2012-06-20;"  ";"";"  ";9999-12-31;"  "
12166371;0;0;"EP";"SUP";2014-09-04;"  ";"";"  ";9999-12-31;"  "
12166371;2014;41;"EP";"NAT";9999-12-31;"EP";"2520793";"A3";2014-10-08;"en"
12176843;2017;46;"EP";"NAT";9999-12-31;"EP";"2551462";"A3";2017-11-15;"en"
12177444;0;0;"EP";"SUP";2012-12-20;"  ";"";"  ";9999-12-31;"  "
12167313;0;0;"EP";"SUP";2012-10-02;"  ";"";"  ";9999-12-31;"  "
12167313;2013;46;"EP";"NAT";9999-12-31;"EP";"2662559";"A1";2013-11-13;"en"
7859232;2008;16;"EP";"ISR";9999-12-31;"WO";"2008044147";"A2";2008-04-17;"en"
7872634;2008;33;"US";"ISR";9999-12-31;"WO";"2008097286";"A2";2008-08-14;"en"
7866881;0;0;"EP";"SUP";2012-12-11;"  ";"";"  ";9999-12-31;"  "
7866881;2008;26;"AU";"ISR";9999-12-31;"WO";"2008075981";"A1";2008-06-26;"en"
3792059;2004;10;"EP";"ISR";9999-12-31;"WO";"2004018872";"A2";2004-03-04;"en"
7850624;0;0;"EP";"SUP";2011-12-16;"  ";"";"  ";9999-12-31;"  "
7847487;2008;23;"EP";"ISR";9999-12-31;"WO";"2008065153";"A1";2008-06-05;"en"
7850614;0;0;"EP";"SUP";2012-01-19;"  ";"";"  ";9999-12-31;"  "
3773556;2004;19;"EP";"ISR";9999-12-31;"WO";"2004038217";"A1";2004-05-06;"de"
3788696;0;0;"EP";"SUP";2006-05-09;"  ";"";"  ";9999-12-31;"  "
7851393;2008;28;"KR";"ISR";9999-12-31;"WO";"2008082094";"A1";2008-07-10;"en"
12170522;0;0;"EP";"SUP";2012-10-25;"  ";"";"  ";9999-12-31;"  "
3794885;2004;13;"EP";"ISR";9999-12-31;"WO";"2004024434";"A1";2004-03-25;"de"
3800242;0;0;"EP";"SUP";2014-02-04;"  ";"";"  ";9999-12-31;"  "
3780431;2004;27;"EP";"ISR";9999-12-31;"WO";"2004055272";"A2";2004-07-01;"en"
3787656;2004;9;"EP";"ISR";9999-12-31;"WO";"2004016945";"A1";2004-02-26;"de"
3810387;2004;21;"EP";"ISR";9999-12-31;"WO";"2004041418";"A1";2004-05-21;"de"
7852381;0;0;"EP";"SUP";2013-12-04;"  ";"";"  ";9999-12-31;"  "
3781259;2004;48;"SE";"ISR";9999-12-31;"WO";"2004102997";"A1";2004-11-25;"en"
3797537;0;0;"EP";"SUP";2007-06-29;"  ";"";"  ";9999-12-31;"  "
3789068;2005;23;"EP";"ISR";9999-12-31;"WO";"2005052363";"A1";2005-06-09;"de"
7850625;0;0;"EP";"SUP";2015-07-31;"  ";"";"  ";9999-12-31;"  "
7850789;2008;26;"JP";"ISR";9999-12-31;"WO";"2008075676";"A1";2008-06-26;"ja"
7856251;2008;22;"EP";"ISR";9999-12-31;"WO";"2008061797";"A1";2008-05-29;"en"
3798023;2004;15;"EP";"ISR";9999-12-31;"WO";"2004030199";"A2";2004-04-08;"de"
7846851;2008;23;"EP";"ISR";9999-12-31;"WO";"2008064861";"A2";2008-06-05;"de"
3784412;2004;8;"EP";"ISR";9999-12-31;"WO";"2004015267";"A1";2004-02-19;"en"
7866296;2008;26;"EP";"ISR";9999-12-31;"WO";"2008074866";"A2";2008-06-26;"en"
3775316;2004;35;"EP";"ISR";9999-12-31;"WO";"2004072474";"A1";2004-08-26;"de"
3788827;2004;27;"EP";"ISR";9999-12-31;"WO";"2004054808";"A1";2004-07-01;"de"
3789189;2004;29;"EP";"ISR";9999-12-31;"WO";"2004059816";"A1";2004-07-15;"de"
3798314;2004;15;"EP";"ISR";9999-12-31;"WO";"2004029048";"A1";2004-04-08;"en"
3794823;2004;13;"EP";"ISR";9999-12-31;"WO";"2004024929";"A2";2004-03-25;"en"
3799486;2004;27;"EP";"ISR";9999-12-31;"WO";"2004055366";"A1";2004-07-01;"de"
3779741;2004;28;"EP";"ISR";9999-12-31;"WO";"2004057182";"A1";2004-07-08;"en"
3790318;2004;26;"US";"ISR";9999-12-31;"WO";"2004054065";"A1";2004-06-24;"en"
3779928;2004;25;"EP";"ISR";9999-12-31;"WO";"2004051079";"A1";2004-06-17;"de"
3789388;2004;31;"EP";"ISR";9999-12-31;"WO";"2004063568";"A1";2004-07-29;"de"
12167465;0;0;"EP";"SUP";2014-04-22;"  ";"";"  ";9999-12-31;"  "
12167465;2014;21;"EP";"NAT";9999-12-31;"EP";"2525085";"A3";2014-05-21;"en"
3785288;0;0;"EP";"SUP";2005-10-14;"  ";"";"  ";9999-12-31;"  "
3785288;2004;8;"US";"ISR";9999-12-31;"WO";"2004015266";"A1";2004-02-19;"en"
3793607;2004;12;"SE";"ISR";9999-12-31;"WO";"2004022970";"A1";2004-03-18;"en"
7856957;2008;28;"EP";"ISR";9999-12-31;"WO";"2008080564";"A1";2008-07-10;"de"
12175700;0;0;"EP";"SUP";2012-09-28;"  ";"";"  ";9999-12-31;"  "
12175700;2012;44;"EP";"NAT";9999-12-31;"EP";"2518353";"A1";2012-10-31;"de"
7859846;0;0;"EP";"SUP";2016-10-05;"  ";"";"  ";9999-12-31;"  "
7859846;2008;26;"JP";"ISR";9999-12-31;"WO";"2008075674";"A1";2008-06-26;"ja"
7856369;2009;24;"EP";"ISR";9999-12-31;"WO";"2009071105";"A1";2009-06-11;"en"
7862989;0;0;"EP";"SUP";2013-09-27;"  ";"";"  ";9999-12-31;"  "
3779499;2004;30;"EP";"ISR";9999-12-31;"WO";"2004060662";"A1";2004-07-22;"en"
3795089;2004;13;"EP";"ISR";9999-12-31;"WO";"2004025122";"A1";2004-03-25;"en"
12168394;0;0;"EP";"SUP";2017-05-18;"  ";"";"  ";9999-12-31;"  "
12168394;2017;25;"EP";"NAT";9999-12-31;"EP";"2525476";"A3";2017-06-21;"de"
3788696;2004;28;"JP";"ISR";9999-12-31;"WO";"2004056689";"A1";2004-07-08;"en"
3795782;2004;19;"EP";"ISR";9999-12-31;"WO";"2004038215";"A2";2004-05-06;"de"
7852381;2008;13;"US";"ISR";9999-12-31;"WO";"2008036141";"A2";2008-03-27;"en"
7869650;0;0;"EP";"SUP";2016-09-23;"  ";"";"  ";9999-12-31;"  "
7862989;2008;37;"US";"ISR";9999-12-31;"WO";"2008108841";"A1";2008-09-12;"en"
7870459;2008;22;"EP";"ISR";9999-12-31;"WO";"2008062325";"A2";2008-05-29;"en"
8001249;0;0;"EP";"SUP";2013-04-04;"  ";"";"  ";9999-12-31;"  "
8001249;2013;18;"EP";"NAT";9999-12-31;"EP";"1950433";"A3";2013-05-01;"en"
12167315;0;0;"EP";"SUP";2013-01-31;"  ";"";"  ";9999-12-31;"  "
12167315;2013;46;"EP";"NAT";9999-12-31;"EP";"2662944";"A1";2013-11-13;"en"
3800242;2004;29;"US";"ISR";9999-12-31;"WO";"2004059814";"A2";2004-07-15;"en"
7861906;2009;21;"EP";"ISR";9999-12-31;"WO";"2009064264";"A1";2009-05-22;"en"
12170517;0;0;"EP";"SUP";2012-12-17;"  ";"";"  ";9999-12-31;"  "
12170517;2013;49;"EP";"NAT";9999-12-31;"EP";"2669512";"A1";2013-12-04;"en"
3787560;2004;9;"EP";"ISR";9999-12-31;"WO";"2004017494";"A1";2004-02-26;"de"
7859654;0;0;"EP";"SUP";2011-06-17;"  ";"";"  ";9999-12-31;"  "
7853595;0;0;"EP";"SUP";2009-12-01;"  ";"";"  ";9999-12-31;"  "
7853595;2008;13;"US";"ISR";9999-12-31;"WO";"2008036934";"A2";2008-03-27;"en"
3797537;2004;14;"JP";"ISR";9999-12-31;"WO";"2004027370";"A1";2004-04-01;"en"
12167658;0;0;"EP";"SUP";2012-12-06;"  ";"";"  ";9999-12-31;"  "
8002021;0;0;"EP";"SUP";2013-08-09;"  ";"";"  ";9999-12-31;"  "
8002021;2013;37;"EP";"NAT";9999-12-31;"EP";"1998041";"A3";2013-09-11;"de"
8002020;0;0;"EP";"SUP";2012-10-26;"  ";"";"  ";9999-12-31;"  "
8002020;2012;48;"EP";"NAT";9999-12-31;"EP";"1961958";"A3";2012-11-28;"de"
12170187;0;0;"EP";"SUP";2012-10-10;"  ";"";"  ";9999-12-31;"  "
12170187;2012;51;"EP";"NAT";9999-12-31;"EP";"2535582";"A1";2012-12-19;"en"
8000986;0;0;"EP";"SUP";2008-06-19;"  ";"";"  ";9999-12-31;"  "
8000986;2008;34;"EP";"NAT";9999-12-31;"EP";"1959554";"A1";2008-08-20;"de"
12171838;0;0;"EP";"SUP";2012-09-21;"  ";"";"  ";9999-12-31;"  "
12171838;2012;51;"EP";"NAT";9999-12-31;"EP";"2535259";"A1";2012-12-19;"fr"
12169292;0;0;"EP";"SUP";2012-10-17;"  ";"";"  ";9999-12-31;"  "
12169292;2013;48;"EP";"NAT";9999-12-31;"EP";"2667021";"A1";2013-11-27;"en"
7857725;2008;27;"EP";"ISR";9999-12-31;"WO";"2008077844";"A1";2008-07-03;"en"
8000246;0;0;"EP";"SUP";2009-04-16;"  ";"";"  ";9999-12-31;"  "
12170522;2013;49;"EP";"NAT";9999-12-31;"EP";"2670027";"A1";2013-12-04;"en"
12172619;0;0;"EP";"SUP";2014-12-15;"  ";"";"  ";9999-12-31;"  "
3799736;0;0;"EP";"SUP";2010-02-19;"  ";"";"  ";9999-12-31;"  "
3799736;2004;39;"JP";"ISR";9999-12-31;"WO";"2004082090";"A1";2004-09-23;"en"
12168844;0;0;"EP";"SUP";2012-10-17;"  ";"";"  ";9999-12-31;"  "
12168844;2013;48;"EP";"NAT";9999-12-31;"EP";"2667017";"A1";2013-11-27;"en"
8000841;0;0;"EP";"SUP";2008-12-23;"  ";"";"  ";9999-12-31;"  "
8000841;2009;30;"EP";"NAT";9999-12-31;"EP";"2080899";"A1";2009-07-22;"en"
12172619;2015;3;"EP";"NAT";9999-12-31;"EP";"2538073";"A3";2015-01-14;"en"
12174091;0;0;"EP";"SUP";2017-11-29;"  ";"";"  ";9999-12-31;"  "
7859654;2008;27;"JP";"ISR";9999-12-31;"WO";"2008078412";"A1";2008-07-03;"ja"
8001259;0;0;"EP";"SUP";2014-03-27;"  ";"";"  ";9999-12-31;"  "
12169837;0;0;"EP";"SUP";2012-10-26;"  ";"";"  ";9999-12-31;"  "
12169837;2013;49;"EP";"NAT";9999-12-31;"EP";"2669072";"A1";2013-12-04;"de"
7850625;2009;26;"JP";"ISR";9999-12-31;"WO";"2009078076";"A1";2009-06-25;"ja"
7857820;2008;27;"EP";"ISR";9999-12-31;"WO";"2008077855";"A1";2008-07-03;"de"
12170821;0;0;"EP";"SUP";2012-11-09;"  ";"";"  ";9999-12-31;"  "
12170821;2013;50;"EP";"NAT";9999-12-31;"EP";"2672624";"A1";2013-12-11;"en"
3797433;2004;14;"EP";"ISR";9999-12-31;"WO";"2004026864";"A1";2004-04-01;"en"
7848537;2008;26;"EP";"ISR";9999-12-31;"WO";"2008074996";"A1";2008-06-26;"en"
7870627;0;0;"EP";"SUP";2012-12-06;"  ";"";"  ";9999-12-31;"  "
7870627;2009;12;"RU";"ISR";9999-12-31;"WO";"2009035363";"A1";2009-03-19;"ru"
7850884;0;0;"EP";"SUP";2013-04-04;"  ";"";"  ";9999-12-31;"  "
7850884;2008;26;"JP";"ISR";9999-12-31;"WO";"2008075716";"A1";2008-06-26;"ja"
12167100;0;0;"EP";"SUP";2012-10-31;"  ";"";"  ";9999-12-31;"  "
12167100;2012;48;"EP";"NAT";9999-12-31;"EP";"2527497";"A1";2012-11-28;"en"
12173454;0;0;"EP";"SUP";2014-11-27;"  ";"";"  ";9999-12-31;"  "
12173454;2015;1;"EP";"NAT";9999-12-31;"EP";"2541055";"A3";2014-12-31;"en"
8000246;2009;26;"EP";"NAT";9999-12-31;"EP";"2072685";"A1";2009-06-24;"de"
12169991;0;0;"EP";"SUP";2013-03-25;"  ";"";"  ";9999-12-31;"  "
7874025;2008;45;"EP";"ISR";9999-12-31;"WO";"2008132553";"A2";2008-11-06;"en"
12166087;0;0;"EP";"SUP";2017-12-05;"  ";"";"  ";9999-12-31;"  "
7871210;2008;23;"EP";"ISR";9999-12-31;"WO";"2008067083";"A2";2008-06-05;"en"
7873367;2009;9;"EP";"ISR";9999-12-31;"WO";"2009024833";"A1";2009-02-26;"en"
12169991;2013;49;"EP";"NAT";9999-12-31;"EP";"2669510";"A1";2013-12-04;"en"
12178415;0;0;"EP";"SUP";2013-03-04;"  ";"";"  ";9999-12-31;"  "
7872601;0;0;"EP";"SUP";2011-07-20;"  ";"";"  ";9999-12-31;"  "
7872601;2008;33;"US";"ISR";9999-12-31;"WO";"2008097271";"A2";2008-08-14;"en"
12169971;0;0;"EP";"SUP";2014-10-09;"  ";"";"  ";9999-12-31;"  "
12169971;2014;46;"EP";"NAT";9999-12-31;"EP";"2535518";"A3";2014-11-12;"en"
7863811;2008;24;"US";"ISR";9999-12-31;"WO";"2008070369";"A2";2008-06-12;"en"
7872185;0;0;"EP";"SUP";2010-11-04;"  ";"";"  ";9999-12-31;"  "
12167550;2012;46;"EP";"NAT";9999-12-31;"EP";"2522860";"A1";2012-11-14;"en"
12169589;0;0;"EP";"SUP";2015-02-06;"  ";"";"  ";9999-12-31;"  "
12167316;0;0;"EP";"SUP";2012-10-05;"  ";"";"  ";9999-12-31;"  "
12167316;2013;46;"EP";"NAT";9999-12-31;"EP";"2662561";"A1";2013-11-13;"en"
12169304;0;0;"EP";"SUP";2012-10-16;"  ";"";"  ";9999-12-31;"  "
12169304;2013;48;"EP";"NAT";9999-12-31;"EP";"2667025";"A1";2013-11-27;"en"
12173438;0;0;"EP";"SUP";2012-10-24;"  ";"";"  ";9999-12-31;"  "
12173438;2012;48;"EP";"NAT";9999-12-31;"EP";"2526878";"A1";2012-11-28;"en"
12174091;2017;52;"EP";"NAT";9999-12-31;"EP";"2543827";"A3";2017-12-27;"en"
12176470;0;0;"EP";"SUP";2017-05-19;"  ";"";"  ";9999-12-31;"  "
12170014;0;0;"EP";"SUP";2017-04-12;"  ";"";"  ";9999-12-31;"  "
12170014;2017;19;"EP";"NAT";9999-12-31;"EP";"2530308";"A3";2017-05-10;"en"
8001065;0;0;"EP";"SUP";2008-10-22;"  ";"";"  ";9999-12-31;"  "
8001065;2009;30;"EP";"NAT";9999-12-31;"EP";"2080903";"A1";2009-07-22;"en"
12175747;0;0;"EP";"SUP";2012-12-20;"  ";"";"  ";9999-12-31;"  "
12175747;2014;3;"EP";"NAT";9999-12-31;"EP";"2685098";"A1";2014-01-15;"en"
12178415;2014;6;"EP";"NAT";9999-12-31;"EP";"2693221";"A1";2014-02-05;"en"
12180387;0;0;"EP";"SUP";2015-01-19;"  ";"";"  ";9999-12-31;"  "
12171296;0;0;"EP";"SUP";2012-12-03;"  ";"";"  ";9999-12-31;"  "
12171296;2013;50;"EP";"NAT";9999-12-31;"EP";"2671708";"A1";2013-12-11;"en"
7850624;2009;26;"JP";"ISR";9999-12-31;"WO";"2009078075";"A1";2009-06-25;"ja"
8001495;0;0;"EP";"SUP";2008-10-30;"  ";"";"  ";9999-12-31;"  "
12169707;0;0;"EP";"SUP";2017-09-22;"  ";"";"  ";9999-12-31;"  "
12169707;2017;43;"EP";"NAT";9999-12-31;"EP";"2530816";"A3";2017-10-25;"en"
12167658;2013;46;"EP";"NAT";9999-12-31;"EP";"2662952";"A1";2013-11-13;"en"
12169179;0;0;"EP";"SUP";2012-10-17;"  ";"";"  ";9999-12-31;"  "
12177232;0;0;"EP";"SUP";2012-12-20;"  ";"";"  ";9999-12-31;"  "
12177232;2014;4;"EP";"NAT";9999-12-31;"EP";"2687702";"A1";2014-01-22;"en"
12170773;0;0;"EP";"SUP";2012-11-21;"  ";"";"  ";9999-12-31;"  "
12170773;2013;50;"EP";"NAT";9999-12-31;"EP";"2672112";"A1";2013-12-11;"en"
12173579;0;0;"EP";"SUP";2012-10-29;"  ";"";"  ";9999-12-31;"  "
12173579;2013;1;"EP";"NAT";9999-12-31;"EP";"2540477";"A1";2013-01-02;"en"
7872185;2008;30;"US";"ISR";9999-12-31;"WO";"2008088408";"A2";2008-07-24;"en"
8000537;0;0;"EP";"SUP";2008-12-11;"  ";"";"  ";9999-12-31;"  "
12178929;0;0;"EP";"SUP";2012-09-19;"  ";"";"  ";9999-12-31;"  "
12178929;2013;6;"EP";"NAT";9999-12-31;"EP";"2554835";"A1";2013-02-06;"en"
12177084;0;0;"EP";"SUP";2013-01-23;"  ";"";"  ";9999-12-31;"  "
12177084;2013;15;"EP";"NAT";9999-12-31;"EP";"2579415";"A1";2013-04-10;"de"
12170512;0;0;"EP";"SUP";2012-10-18;"  ";"";"  ";9999-12-31;"  "
12170512;2013;49;"EP";"NAT";9999-12-31;"EP";"2669507";"A1";2013-12-04;"en"
8001495;2009;31;"EP";"NAT";9999-12-31;"EP";"2083169";"A1";2009-07-29;"de"
12165777;0;0;"EP";"SUP";2017-12-21;"  ";"";"  ";9999-12-31;"  "
12177444;2014;5;"EP";"NAT";9999-12-31;"EP";"2690284";"A1";2014-01-29;"en"
12180987;0;0;"EP";"SUP";2017-02-24;"  ";"";"  ";9999-12-31;"  "
12165721;0;0;"EP";"SUP";2012-09-11;"  ";"";"  ";9999-12-31;"  "
12165721;2013;44;"EP";"NAT";9999-12-31;"EP";"2657519";"A1";2013-10-30;"en"
12177998;0;0;"EP";"SUP";2013-01-21;"  ";"";"  ";9999-12-31;"  "
12177998;2013;8;"EP";"NAT";9999-12-31;"EP";"2559814";"A1";2013-02-20;"en"
12168237;0;0;"EP";"SUP";2012-09-14;"  ";"";"  ";9999-12-31;"  "
12168237;2013;47;"EP";"NAT";9999-12-31;"EP";"2664786";"A1";2013-11-20;"en"
12183818;0;0;"EP";"SUP";2013-05-13;"  ";"";"  ";9999-12-31;"  "
12183818;2013;24;"EP";"NAT";9999-12-31;"EP";"2570662";"A3";2013-06-12;"de"
12166650;0;0;"EP";"SUP";2012-08-27;"  ";"";"  ";9999-12-31;"  "
12166650;2013;45;"EP";"NAT";9999-12-31;"EP";"2660140";"A1";2013-11-06;"en"
12171975;0;0;"EP";"SUP";2014-06-11;"  ";"";"  ";9999-12-31;"  "
12171975;2014;28;"EP";"NAT";9999-12-31;"EP";"2535569";"A3";2014-07-09;"en"
8000537;2009;29;"EP";"NAT";9999-12-31;"EP";"2078851";"A1";2009-07-15;"en"
8001855;0;0;"EP";"SUP";2008-08-05;"  ";"";"  ";9999-12-31;"  "
12166087;2018;1;"EP";"NAT";9999-12-31;"EP";"2540982";"A3";2018-01-03;"en"
12166240;0;0;"EP";"SUP";2012-08-20;"  ";"";"  ";9999-12-31;"  "
12174885;0;0;"EP";"SUP";2015-02-10;"  ";"";"  ";9999-12-31;"  "
12174885;2015;11;"EP";"NAT";9999-12-31;"EP";"2543876";"A3";2015-03-11;"en"
12180987;2017;13;"EP";"NAT";9999-12-31;"EP";"2565475";"A3";2017-03-29;"en"
12183146;0;0;"EP";"SUP";2013-04-17;"  ";"";"  ";9999-12-31;"  "
12177856;0;0;"EP";"SUP";2017-05-22;"  ";"";"  ";9999-12-31;"  "
12177856;2017;25;"EP";"NAT";9999-12-31;"EP";"2551518";"A3";2017-06-21;"en"
12169245;0;0;"EP";"SUP";2015-07-15;"  ";"";"  ";9999-12-31;"  "
12169245;2015;33;"EP";"NAT";9999-12-31;"EP";"2570593";"A3";2015-08-12;"en"
12166240;2012;48;"EP";"NAT";9999-12-31;"EP";"2527664";"A1";2012-11-28;"en"
12168427;0;0;"EP";"SUP";2014-12-11;"  ";"";"  ";9999-12-31;"  "
12169179;2013;48;"EP";"NAT";9999-12-31;"EP";"2667020";"A1";2013-11-27;"de"
12172274;0;0;"EP";"SUP";2014-11-13;"  ";"";"  ";9999-12-31;"  "
12173618;0;0;"EP";"SUP";2012-12-06;"  ";"";"  ";9999-12-31;"  "
12173618;2013;3;"EP";"NAT";9999-12-31;"EP";"2546370";"A1";2013-01-16;"en"
12184550;0;0;"EP";"SUP";2013-01-21;"  ";"";"  ";9999-12-31;"  "
12184550;2013;13;"EP";"NAT";9999-12-31;"EP";"2572989";"A1";2013-03-27;"en"
12170979;0;0;"EP";"SUP";2012-11-22;"  ";"";"  ";9999-12-31;"  "
12170979;2012;52;"EP";"NAT";9999-12-31;"EP";"2537608";"A1";2012-12-26;"en"
