id;ipc_text;change_date;bulletin_year;bulletin_nr
15002072;"F03D11/00, H02G3/30, B66D1/36, F16L3/10, F16L3/22";2015-12-29;2016;1
15002072;"F03D80/80";2016-06-10;2016;28
14853352;"F03B13/14, E02B9/08, E02B3/04, E02B3/06";2017-02-03;2017;10
14853352;"F03B13/14, E02B9/08, E02B3/04, E02B3/06, E02B3/10";2017-11-10;2017;50
11195218;"C08J5/24, C08J5/04, B32B5/06, B32B5/24, B32B5/28";2013-06-26;2013;26
11195653;"F03D1/00";2012-07-04;2012;27
11162976;"F03D1/06";2012-10-23;2012;43
11163455;"F03D1/06";2011-11-23;2011;44
11163455;"F03D1/06, F03D7/02";2014-04-11;2014;20
980119;"G07F7/00, G07F15/00, H02J13/00, H02J3/38";2002-06-21;2002;32
6839626;"F03B13/12";2008-06-27;2008;31
15159548;"F01D15/10, F01D19/00, F02C7/275, F02C9/20, F02C7/36";2015-10-06;2015;41
15159762;"F03D9/00, F03D13/00";2016-02-23;2016;8
11170297;"G01N29/14";2011-12-28;2011;52
11170297;"G01N29/14, G01N29/44, G01N29/30, F21V17/16, G01H1/00, H01R13/627";2012-09-21;2012;43
11743428;"F03D9/00, F03D7/04, H02J3/24";2013-05-17;2013;25
11743428;"F03D9/00, F03D7/04, F03D7/02, H02J3/24, H02J3/48, H02J3/38";2014-11-07;2014;50
6788780;"F16H1/28, F16H57/08, F16H1/48";2008-03-14;2008;16
11185598;"E04B5/23, E04C3/29";2012-05-08;2012;19
11150798;"H02P29/032, H02P29/02, H02P9/10";2017-09-15;2017;42
11154223;"B63B21/00, B63B27/14";2012-08-14;2012;33
11735377;"B63B35/44, B63B39/10";2013-04-12;2013;20
11739419;"F03D7/02";2012-11-09;2012;50
11739419;"F03D7/02, F16D55/02";2015-02-27;2015;14
11382054;"F03D1/00, F03D11/00, F16H57/025";2015-07-24;2015;35
11382054;"F03D1/00, F03D80/70, F16H57/025";2016-01-22;2016;8
11382265;"F03D11/00";2013-02-05;2013;6
11400031;"B29C65/56, // B29K105/04, B29L31/08";2012-11-20;2012;47
11189684;"F16C19/38, F16C33/76";2012-05-22;2012;21
11189684;"F16C19/38, F16C33/78";2012-09-28;2012;44
11190309;"F16D65/18, F03D7/02";2013-05-28;2013;22
7002128;"F03D7/02, F03D7/04";2007-07-07;2007;32
11716598;"F01D15/10, F01D17/16, F02D9/02";2013-02-08;2013;11
11725936;"F16H57/08";2012-03-09;2012;15
11725936;"F16H57/04, F16H57/08";2013-02-22;2013;13
11728694;"F03D3/06";2012-04-21;2012;21
11163912;"H02K9/08, H02K9/19, H02K9/22";2012-10-30;2012;44
11163912;"H02K9/08, H02K9/19, H02K9/22, // H02K1/20, H02K7/18";2013-07-05;2013;32
87302331;"B29C67/14, B29C67/24, B29C67/22, B29D9/00, // B29K75/00, B29L9/00";1988-04-19;1988;23
87307130;"C22C33/02";1988-02-20;1988;14
11170901;"F03D11/00, A62B1/06";2012-01-04;2012;1
11172067;"F03D11/00, F03D7/00";2012-01-04;2012;1
11172067;"F03D11/00, F03D7/00, F03D7/02";2014-05-02;2014;23
11156045;"F03D9/00";2012-08-28;2012;35
11156045;"F03D9/25";2018-03-16;2018;16
11156181;"F03B17/06";2011-08-26;2011;39
6839626;"F03B13/10";2008-08-29;2008;40
6839626;"F03B13/10, F03B17/06";2010-07-02;2010;31
7007403;"F03B13/26";2008-09-12;2008;42
15161418;"E02B17/02, E02D27/42, F03D13/20, // E02B17/00";2017-11-17;2017;51
15162104;"B32B18/00, B32B5/02, F01D5/28, F01D9/00, F01D11/00, F01D25/00, F01D5/18, C04B37/00, B32B9/00";2016-09-02;2016;40
11737748;"F03D1/04";2012-11-02;2012;49
11739869;"H02K1/27, H02K15/03";2012-11-09;2012;50
11739869;"H02K1/27, H02K15/03, H02K1/32, H02K9/06, H02K21/24";2016-11-25;2016;52
11172067;"F03D7/00, F03D17/00, F03D7/02";2017-09-29;2017;44
11175586;"F03D11/00";2013-01-29;2013;5
11181738;"F03D11/04";2012-06-05;2012;23
87901358;"F03D5/02";1988-01-30;1988;11
6736275;"F03D7/06";2008-03-21;2008;17
6749460;"E01C19/26";2007-12-07;2008;2
11716210;"H02J3/38";2013-01-18;2013;8
11720372;"C12N15/10";2013-01-18;2013;8
11723648;"F03D9/00, F03D9/02";2013-01-25;2013;9
11729344;"B32B3/16, B32B7/14, B32B21/10, B29C70/08";2013-10-04;2013;45
11729459;"H02P9/00, H02P29/02, G01R31/34";2014-10-31;2014;49
6843576;"D04B21/20, D04C1/12, F16J15/24";2008-09-12;2008;42
6843576;"D04C1/12, D02G3/44, D04B1/22, F16J15/22";2014-10-03;2014;45
11187863;"F03D1/06, F03D11/00";2013-05-07;2013;19
11187863;"B29C70/48, B29C70/86, B29L31/08, F03D1/06";2015-01-23;2015;9
11195019;"B63B35/00, F03B13/26";2013-06-26;2013;26
11195019;"F03B13/26, B63B35/00";2017-09-15;2017;42
11401602;"F02C6/16";2013-04-02;2013;14
11704531;"F03D1/06, F03D7/02";2012-11-09;2012;50
11704599;"F03D11/02";2013-04-19;2013;21
11704599;"F03D80/00";2016-02-12;2016;11
11168535;"H01M16/00, H01M8/04";2012-12-04;2012;49
11171468;"E04H12/12, E04H12/16";2012-01-04;2012;1
11175905;"F03D11/02, F16H1/48";2012-02-15;2012;7
14898611;"H02J3/00";2017-06-23;2017;30
14898611;"H02J3/00, F01K13/02";2018-06-01;2018;27
14898896;"E02D23/02, E02D27/42, E02B17/02";2017-06-15;2017;23
15151207;"H02P9/00, // H02P25/22, G05D3/20";2015-09-15;2015;38
15152947;"F03D1/00, F03D1/06";2015-05-05;2015;19
11738071;"H02K5/10, H02K5/124, H02K7/18";2013-04-26;2013;22
11738071;"H02K5/10, H02K5/124, H02K7/18, F03D1/06";2013-11-15;2013;51
11382186;"F03D9/00, H02P27/08, H02P9/00";2012-12-11;2012;50
11382186;"F03D9/00, H02P25/22, H02P27/08, H02P9/00, H02P3/18";2013-11-22;2013;52
11190870;"F03D7/04, F03D7/02";2012-06-05;2012;23
11194121;"F03D1/06";2012-10-02;2012;40
11194546;"F03D1/06, F03D7/04, F03D7/02";2012-09-11;2012;37
14870855;"H01M8/18";2017-05-26;2017;26
14875308;"C21D9/40, C21D1/34";2016-10-14;2016;46
14875308;"C21D9/40, C21D1/34, F27B17/00, C21D1/767, F27D7/04";2017-09-15;2017;42
14900212;"F02C7/00, F02C7/04, F04D29/42, F04D29/52";2017-02-17;2017;12
14900212;"F02C7/00, F02C7/04, F04D29/42, F04D29/52, F01D25/24, F02K1/70, F02K3/06, F02C7/20";2017-12-22;2018;4
15159762;"F03D80/70, F03D80/80, F03D9/00";2016-07-22;2016;34
15162270;"F03B17/06, F03D3/06, F03D3/04";2015-10-13;2015;42
6749460;"C23F1/10";2008-04-11;2008;20
6749460;"C23F1/10, C23C22/73, C23F3/00, C23F3/06, C23C22/83";2011-05-06;2011;23
88101553;"H02G11/00, B25J19/00";1988-09-24;1988;45
6743414;"F03D1/06";2007-12-14;2008;3
11151780;"B29C70/48, B29C33/52, B29C33/76, B29C33/00";2011-04-01;2011;18
7010505;"F03D7/02, F03D15/00, F03D80/00";2016-03-04;2016;14
11717223;"E02D27/42";2014-06-06;2014;28
11726654;"F03D11/04";2013-01-25;2013;9
11178245;"F01D5/14, F04D29/32";2012-03-01;2012;9
11179874;"F03D11/00, H01F27/02, H01F27/12";2013-03-05;2013;10
11730901;"B01D1/14, C10M175/00, F15B21/04";2016-01-29;2016;9
11731301;"H02P6/00";2013-04-05;2013;19
11731905;"H04L12/10, H04L12/12, H04L12/24";2012-10-12;2012;46
11187863;"B29C70/44, B29C70/54, B29K105/08, B29C70/48, F03D1/06, B29L31/08, B29C70/86";2017-10-27;2017;48
11191607;"F03D7/02, F03D11/00";2013-06-04;2013;23
6749779;"H02P9/10, H02J3/24";2007-12-07;2008;2
11151022;"H05K5/06";2011-06-17;2011;29
11151473;"F03D1/06";2011-03-11;2011;15
11741390;"G03H1/00, G03H1/28, B42D15/10, G03H1/04";2013-05-03;2013;23
14906734;"H02J3/38, F03D9/00, H02P9/00";2017-09-01;2017;40
11730191;"F16H1/16, F16H57/02, B66C23/84, E02F9/12, F24J2/54";2013-03-08;2013;15
11730191;"F16H1/16, F16H57/02, B66C23/84, E02F9/12, F24J2/54, B66F11/04, F03D11/00, F16C19/18, F16H57/039";2013-11-22;2013;52
7010082;"H02K1/27";2007-10-26;2007;48
11718136;"F03B13/18, F03B13/26, F03B15/00, F03B17/06";2013-01-18;2013;8
11174846;"F16H1/46, F03D11/02";2012-10-09;2012;41
11175581;"F16N29/02, F16N29/04, F03D11/00";2013-01-29;2013;5
11181346;"F03D9/00, F03D11/00";2013-03-19;2013;12
14859583;"F16C32/04, H02N15/00, F16C39/00";2016-10-07;2016;45
11182329;"F03D1/00, F03D1/06";2013-03-26;2013;13
11182708;"F03D9/00, F03D11/02, F16H1/28";2013-03-26;2013;13
11729373;"F03D1/06";2013-03-29;2013;18
11729373;"F03D11/00, F03D1/06";2014-01-31;2014;10
11729387;"F03D9/00";2012-01-06;2012;6
11739907;"F03D11/00, F03D11/04";2012-11-16;2012;51
11741088;"B29C70/54, B24B9/20";2012-11-23;2012;52
14905551;"F03D7/00, F03D9/00, H02J3/00";2017-08-11;2017;37
11743423;"B29D99/00, B29C70/86, B29C33/12, B29C65/00, F03D1/06";2013-05-17;2013;25
11743423;"B29D99/00, B29C70/86, B29C33/12, B29C65/48, B29C65/50, B21K3/04, F03D1/06, B29C65/00, B29C65/78, // B29L31/08";2015-03-20;2015;17
7002908;"F21K99/00";2011-06-24;2011;30
7011645;"E04H12/12";2007-11-30;2008;1
7011645;"E04H12/12, E04H12/16, E04C3/34";2012-07-27;2012;35
11731266;"F03D1/00, F03D7/04";2013-04-12;2013;20
11731266;"F03D7/02, H02P9/04, F03D13/20, H02K7/18, F03D80/70, F03D9/25";2017-08-25;2017;39
11742995;"C10G21/06, C10J3/00, C10G3/00, C07C2/00, C10B53/02, C10L1/02, C07C1/04, C10G2/00";2014-02-14;2014;12
15001008;"F16C33/40, F16C33/48, // F16C33/42, F16C33/54";2016-09-09;2016;41
11721428;"G08C17/00";2013-03-08;2013;15
11726307;"F01D5/08, F01D11/00";2013-03-15;2013;16
11727430;"H02J3/04, H02J3/36, H02J3/46";2014-03-21;2014;17
11194546;"F03D7/04, F03D1/06, F03D7/02, F15D1/12";2014-04-11;2014;20
11195239;"F03D9/00, F03D11/02, F03C2/22, F04B17/02, F16H39/00";2013-06-26;2013;26
7011264;"F03D7/02, F03D11/00";2008-01-11;2008;7
7012347;"F03D3/00, F03D3/06, F03D7/06";2008-11-28;2009;1
15155351;"B64C11/26, B29D99/00, B29C70/86, // B29L31/08, B29C70/22";2015-08-25;2015;35
15156121;"F03D7/02, F03D7/04, H02J3/32, H02J3/38";2015-09-22;2015;39
15000677;"F03D11/00, F03D1/06";2015-09-15;2015;38
15002349;"B29D99/00, F03D1/06";2016-02-16;2016;7
15002349;"B29D99/00, F03D1/06, B29L31/08";2018-04-20;2018;21
14864569;"F03D1/06";2016-08-26;2016;39
86105735;"B64C27/32";1986-09-27;1986;46
86114395;"C03C25/02, C07F7/18";1988-03-05;1988;16
11712288;"F04B1/06, F04B7/00, F04B49/06";2011-10-21;2011;47
11713491;"F03D1/06, F03D11/00, F03D11/02, F03D9/00";2013-01-11;2013;7
11731477;"B60S1/50";2013-06-14;2013;29
11733399;"F02G1/055, F28D19/04";2012-10-19;2012;47
11733399;"F02G1/055, F28D19/04, F23C99/00";2014-12-05;2015;2
11191607;"F03D7/02, F03D17/00";2016-02-19;2016;12
11192207;"F03D11/00, F03D1/00, F03D1/06, F03D7/02";2012-07-10;2012;28
11720025;"G01D3/08, G01D5/353, G01D18/00";2013-02-01;2013;10
11728917;"F28D15/02, F28F13/12, F28F27/00, F28D15/06";2013-03-22;2013;17
6100866;"B60R16/02, H02J1/10";2006-08-18;2006;38
6250059;"F03D3/00";2006-06-16;2006;29
6250059;"F03D3/00, F03D9/00";2012-07-27;2012;35
14900598;"E01D19/02";2017-06-02;2017;27
14900598;"E01D19/02, E01D21/00, E04H12/34";2017-07-07;2017;32
14900951;"F01D17/14, F01D5/04, F01D17/16, F01D25/24, F02B39/00";2017-03-31;2017;18
11159321;"B60L8/00, B60L11/18, B62J19/00";2011-11-23;2011;42
11160861;"C07K16/18, C12N15/09, A61K39/395, A61P7/02, C07K14/47, C07K19/00, C12N5/10, C12P21/08, G01N33/53";2011-08-05;2011;36
11733556;"B24B19/14, B24B19/26, B24B27/00, B24B29/00, B24B47/22, B24B49/12, B24D13/04";2013-04-12;2013;20
11736450;"H02J3/00, H02J1/10, H02J5/00, F25B27/00";2013-02-22;2013;13
11179876;"H02K7/102, H02K7/18, H02K15/00, H02K3/50";2013-03-05;2013;10
11182334;"F16H57/04";2013-03-26;2013;13
11711315;"F16C19/38, F16C19/40, F16C33/58, F16C43/06, F16C33/78, F16C33/51, F16J15/32, F16C33/66";2013-12-27;2014;5
11722706;"F03D11/00, F16C23/02";2013-01-18;2013;8
11722706;"F16C17/10";2016-03-11;2016;15
11722706;"F03D80/70, F16C17/10";2016-08-12;2016;37
11192207;"F03D80/70, F03D1/00, F03D1/06, F03D7/02";2016-05-06;2016;23
11192209;"F03D7/02";2013-06-11;2013;24
15003019;"B66C1/10, B66C13/08";2016-05-03;2016;18
15154265;"H02K1/24, H02K7/08, H02K19/10, H02K41/06, // H02K21/02";2016-07-08;2016;32
15003246;"F25J1/00, F25J1/02";2016-05-27;2016;26
15150152;"B32B25/08, B64C39/00, B32B25/10, B29C70/00";2015-06-23;2015;26
14842280;"F01D5/18, F01D25/12, F02C7/18, F04D29/58";2016-06-17;2016;29
14860614;"B29C70/30, B29C70/02, B29C70/08";2016-06-03;2016;27
11155331;"H02M7/00";2011-07-29;2011;35
11155331;"H02M7/00, H02M3/157, H02M3/335, H02M7/5387";2011-11-11;2011;50
11729168;"F03B13/18, F03B13/20";2013-03-08;2013;15
11730554;"E04H12/08, E04H12/34, F03D11/04";2013-04-19;2013;21
11739333;"F03D3/04";2012-11-16;2012;51
11739333;"F03D3/04, F03D7/06, F03D3/02";2014-11-21;2014;52
11742977;"B01J19/08, B01J19/24, C01B3/36";2012-11-16;2012;51
14859583;"F16C32/04, H02N15/00, F16C39/00, F16C39/06";2017-04-07;2017;19
85902075;"F03D7/02";1986-04-05;1986;21
14863858;"F01D5/02, F01D5/14";2016-10-07;2016;45
6017046;"F01D5/26, F16F15/10, F16F15/14";2008-01-25;2008;9
11160861;"C07K16/28, C07K16/18, C12N15/09, A61K39/395, A61P7/02, C07K14/47, C07K19/00, C12N5/10, C12P21/08, G01N33/53, C07K14/705";2012-03-02;2012;14
11195911;"F16C19/38, F16C33/46, F16C33/51, F16C19/18, F16C33/38, F16C25/08";2013-07-02;2013;27
11305025;"H02M7/487, H02M1/32";2011-06-17;2011;29
14905551;"F03D7/02, F03D7/04, H02J3/38";2018-05-25;2018;26
14908568;"H02J9/06";2017-09-22;2017;43
15001481;"F03D9/00, B64D41/00";2015-11-17;2015;47
14900951;"F01D17/14, F01D5/04, F01D17/16, F01D25/24, F02B39/00, F01D9/02, F02B37/02, F02B37/22";2017-07-07;2017;32
14905095;"F03B13/16";2017-08-04;2017;36
11182708;"F03D11/02, F03D9/00, F03D11/04, F16H1/28, F16H57/021, F16H57/02";2013-11-22;2013;52
11182708;"H02K7/116, H02K7/18, F03D11/02, F03D11/04, F16H1/28, F16H57/021, F16H57/02";2014-05-02;2014;23
15156916;"B29C70/54, B29D99/00, // B29L31/08";2016-07-29;2016;35
15162153;"C23C24/08, C23C28/02, F01D5/28";2016-09-02;2016;40
11729459;"G01R31/42, F03D7/00, F03D9/00, G01R31/34, H02P9/00, H02P29/024";2016-06-10;2016;28
11730578;"F03D7/02";2013-04-26;2013;22
11155931;"F03D9/00, H02K3/28, H02K16/00, H02K11/00, H02K7/18";2012-08-28;2012;35
11157110;"F03D3/06";2011-08-19;2011;38
15003253;"F03D7/02";2016-12-02;2017;1
15150087;"F03D1/06";2016-06-03;2016;27
15151125;"H02K1/32, H02K9/08, H02K9/10";2016-06-17;2016;29
15001951;"F03D13/20, B66C23/20, F03D1/00";2016-02-09;2016;6
15003374;"F25J1/02";2016-05-20;2016;25
15151695;"F03D7/04";2015-06-16;2015;25
11182933;"F03D1/06";2013-04-02;2013;14
85902867;"F01B1/06, F01B13/06, F04B1/04, F04B27/04, F04B17/02, F16D31/02";1986-05-10;1986;26
11725029;"F03D11/00";2013-05-10;2013;24
11732468;"F03B13/18";2013-04-26;2013;22
11739354;"F03D3/02";2012-11-09;2012;50
15002062;"H01Q1/32, H01Q1/42, H01Q15/08, H01Q19/06, // H01Q1/22, H01Q23/00";2016-01-12;2016;2
15157571;"F03D1/06";2016-08-05;2016;36
85904229;"F03D1/06, F03D3/06";1986-07-11;1986;35
86107971;"E04H7/20";1986-11-21;1987;2
86112894;"B23Q1/08";1988-01-30;1988;11
15155290;"C25B11/02, C25B13/02, C02F1/461, H01M8/16, C03C10/00, F02M51/06, F02M61/16, F02M61/12, F02M61/06, F02M61/08";2015-09-29;2015;40
11727444;"H02J3/18, H02J3/24";2014-03-28;2014;18
11727444;"H02J3/18, H02J3/24, G05F1/66";2014-10-31;2014;49
85905607;"F03D7/02";1986-09-19;1986;45
86104998;"F03B13/08, F03B13/24, F03B13/26";1986-09-06;1986;43
86109040;"F01D5/22, F01D5/26";1987-01-31;1987;12
11739354;"F03D3/02, F03D3/06";2014-11-07;2014;50
11742998;"C01B31/02, C01B3/06, B01J19/06, C01C1/04, C07C1/00";2012-11-16;2012;51
15152995;"B29C65/34, F16L47/03, C08L23/06, C08K3/08, // B29C65/82, B29K23/00, B29K105/16, B29K505/02";2015-08-04;2015;32
15161641;"F03D7/02";2015-10-06;2015;41
87310462;"B29C67/14, // B29L31:08";1988-04-30;1988;24
87730113;"F01D5/14, F04D29/38, B01F15/00, F03D1/06, B64C11/16";1988-11-05;1988;51
11164587;"F03D7/04";2012-11-06;2012;45
11164788;"H04N5/44, G06F3/033, G06F3/023";2011-11-23;2011;47
11169518;"H02K1/27, H02K11/00, H02K7/18, // H02K21/22";2012-12-11;2012;50
15163292;"H02K1/27, F03D11/00, H02K1/32, H02K5/20, H02K9/12, H02K9/04, // H02K7/18, F03D9/00";2015-11-17;2015;47
87201851;"C11D1/42, C11D1/58, C11D3/34, C11D17/00";1988-06-18;1988;31
15159763;"F03D11/00";2015-11-24;2015;48
15159763;"F03D80/00, F03D80/70, F03D80/80";2016-08-26;2016;39
15159972;"A61B18/14, A61B5/042, A61B5/00";2015-07-28;2015;31
11250767;"B64C27/00, G01M1/22";2012-03-27;2012;13
11305762;"F16C19/18, F16C33/58, F16C33/66";2012-12-18;2012;51
11723648;"F03D9/17, F03D9/28";2018-07-06;2018;32
11729421;"F16C33/66, F16C33/58, F16C35/067, F16C35/04";2013-04-12;2013;20
11705433;"B63B27/18, B63B27/32";2012-11-09;2012;50
11705433;"B63B27/18";2013-06-07;2013;28
11705869;"F03D7/00, H02J3/18";2012-11-30;2013;1
11153396;"F03B13/00";2011-12-21;2011;51
11153396;"F03B13/00, F03D9/00, F03D1/04";2012-01-27;2012;9
11156221;"H02K7/18, H02K9/20";2012-08-28;2012;35
14881394;"F03B13/18, F03B13/26";2015-12-25;2016;4
86400288;"E21B23/10, E21B43/12";1986-07-11;1986;35
86420044;"D03D15/00";1986-07-18;1986;36
11713491;"F03D1/06, F03D80/00, F03D9/00, F03D15/00";2016-02-19;2016;12
11713841;"F03D7/04, F03D11/00";2013-01-25;2013;9
11161484;"F03D7/00";2011-09-09;2011;41
11161484;"F03D7/00, F03D7/02";2017-07-07;2017;32
11163275;"F03D11/00";2011-11-23;2011;43
11721002;"F03D7/04";2013-03-15;2013;16
11723076;"F03D11/00";2013-03-08;2013;15
11728692;"F03D9/00, F03D11/02";2012-04-21;2012;21
11730646;"H02P9/10, H02P9/00";2013-05-03;2013;23
11734390;"B66C13/06, B66D1/50, F03D1/06, F03D11/04";2012-10-26;2012;48
11382151;"E04H12/08, E02D27/42, F03D11/04";2012-11-20;2012;47
11382151;"E04H12/22, F03D13/20, E04H12/08, E02D27/42";2018-03-09;2018;15
6251397;"F01D15/10";2006-09-01;2006;40
6252548;"H02P9/00";2006-10-20;2006;47
6252548;"H02M7/219, H02P9/48, H02P21/00";2013-08-23;2013;39
87402353;"F01D5/02, F01D7/00, // F01D5/30";1988-03-26;1988;19
87630077;"F02C9/28";1987-09-19;1987;45
1113588;"G05B19/042, G05B19/414";2001-11-16;2002;1
1113588;"G05B19/042, G05B19/414, G05B19/408";2004-06-25;2004;33
6770606;"F03D9/00";2008-01-18;2008;8
6770606;"F03B13/00, F03B13/10, F03D9/00, H02P9/04";2008-03-21;2008;17
11160586;"H02M7/00";2011-12-14;2011;50
11160586;"H02M7/00, H02J3/00, H02K16/04, H02M5/40, H02P25/22";2012-02-10;2012;11
11730622;"C08J9/04, B32B5/18";2013-06-07;2013;28
11730622;"C08F220/42, C08F220/46, C08J9/14, B32B5/18, C08J9/04";2014-07-04;2014;32
11169549;"B66C23/26, F03D1/00, B66F11/04";2011-12-14;2011;50
11171272;"F15B19/00";2012-01-11;2012;2
11172289;"F02K3/06, F01D17/26, F02C7/32";2012-01-18;2012;3
11734390;"B66D1/50, F03D1/06, F03D11/04, B66C13/08, B66C23/18";2013-11-29;2014;1
11734390;"B66C13/08, B66C23/18, B66D1/50, B66C13/06";2016-10-07;2016;45
6017046;"F01D5/26, F16F15/14, F01D25/04, F01D5/10";2014-12-19;2015;4
6026555;"H02J13/00";2007-05-25;2007;26
11731905;"H04L12/10, H04L12/12, H04L12/24, H04L12/28";2014-02-28;2014;14
11738389;"E02B9/00, F03B17/06";2013-04-19;2013;21
956264;"C22C19/05, C30B11/00";2002-03-28;2002;20
7005876;"F15B15/18";2007-08-24;2007;39
11719360;"B29C70/86, B29D99/00, F03D1/06";2013-02-01;2013;10
11730893;"F03D9/00";2013-04-12;2013;20
11730893;"F03D9/25";2018-03-23;2018;17
11731468;"F03D1/06";2013-04-12;2013;20
86117856;"F03B15/00, H02P9/42";1987-06-20;1987;32
6075861;"F04D29/34, F04D29/36";2007-09-14;2007;42
6077315;"G01F1/32";2008-05-23;2008;26
14905095;"F03B13/16, F16D41/12, F16H31/00, F16H37/02";2018-04-20;2018;21
15150486;"F03D13/00, G01R31/34, // H02J3/38, F03D9/00";2016-06-10;2016;28
15162269;"F03B17/06, F03D3/06, F03D3/04";2015-10-06;2015;41
15162941;"H02K9/08, H02K1/20, H02K9/10, H02K9/19";2016-09-09;2016;41
11743509;"F03B3/04, F03B11/06";2014-05-16;2014;25
14905109;"F01D25/36";2017-04-14;2017;20
14905109;"F01D25/36, F16H3/34";2017-06-30;2017;31
11735652;"F16C19/38, F16C19/50, F16C33/36, F16C19/56, F16C33/60, F03D11/00";2013-05-03;2013;23
11739345;"H02K21/24, H02N15/00";2012-11-16;2012;51
6254485;"F01D5/14, // F01D5/34";2007-02-16;2007;12
6254485;"F01D5/14, F01D5/28, F01D5/16, // F01D5/34";2011-10-14;2011;46
11714387;"H01M8/10";2012-11-02;2012;49
14872784;"F02C7/06, F01D25/16, F02K3/06, F16H1/28";2016-09-23;2016;43
11732600;"G06Q50/00, H02J13/00, H04L12/16";2012-10-19;2012;47
11732600;"G06Q50/00, H02J13/00, H04L12/16, H02J3/00, H02J3/38, G05B15/02, G06Q50/06";2017-08-04;2017;36
15152995;"B29C65/34, F16L47/03, C08L23/06, C08K3/08, B29C65/00, B29L31/34, B29C70/68, B29C65/82, B29K505/02, B29C70/58, B29K23/00, B29L31/24, B29D23/00";2017-10-27;2017;48
15000401;"E04H12/04, F16B5/00";2016-07-15;2016;33
15003102;"F03D1/00";2017-03-31;2017;18
15152153;"H02J3/06, H02J3/16, H02J3/38";2015-10-13;2015;42
15154211;"H02K3/24, H02K3/487, H02K9/04, H02K9/08, // H02K7/18";2016-07-08;2016;32
15158155;"H02M5/297";2015-09-29;2015;40
11161072;"F01D11/00";2011-09-02;2011;40
11161072;"F01D11/00, F01D5/14, F01D5/22";2014-10-03;2014;45
11162812;"B29C70/54, B29C70/48, B29C70/20, B29B15/10";2012-10-23;2012;43
11731468;"F16B11/00, F03D1/06";2016-12-09;2017;2
11742993;"B32B7/02, C01B31/04, C01B35/08, B32B9/00";2012-11-16;2012;51
15164425;"G08G5/00, H04W4/02, H04W4/04, H04W4/12, G07C5/00, G01S5/00";2015-10-27;2015;44
15166474;"H02K1/18, H02K5/20, H02K9/19";2016-10-07;2016;45
11250269;"F01D9/02, F01D9/04, F01D11/00";2011-08-26;2011;39
11250941;"F01D5/14, F04D29/32";2012-07-04;2012;27
11742986;"C10B53/02, C01B3/02, B09B3/00, C07C4/04";2012-11-16;2012;51
11742986;"C10B53/02, C01B3/02, B09B3/00, C07C4/04, C10G2/00, C10G3/00";2014-02-14;2014;12
11712471;"F16H55/17";2013-12-27;2014;5
11712471;"F16H55/17, F03D11/02";2014-08-08;2014;37
11713172;"H02J3/38, F03D9/00";2013-01-04;2013;6
15150886;"F01D5/14, F01D5/28, F04D29/32, F04D29/54";2015-08-11;2015;33
15152873;"F01D15/10, F02C9/28, H02P9/04, H02P9/48";2015-08-25;2015;35
86113218;"B64C21/10";1987-02-14;1987;14
86113218;"B63B1/34";1989-11-04;1989;51
6020483;"G08C17/02";2007-03-02;2007;14
15152210;"F03D3/06";2015-08-18;2015;34
15152210;"F03D3/06, F01D5/14, F03D7/06, F03D3/00, F04D29/38";2017-12-01;2018;1
88101330;"F03D3/06";1988-06-25;1988;32
6751908;"G05D11/00";2007-12-14;2008;3
6751908;"G05D11/00, G06F11/30, G06Q10/00";2011-03-18;2011;16
10845338;"F03B13/14, E02B9/08, F03B13/18, F03D9/00";2012-09-28;2012;44
10845338;"F03B13/14, E02B9/08, F03B13/18, F03D9/00, F03B13/20";2014-06-20;2014;30
11729051;"F03D7/02";2013-04-05;2013;19
11730788;"F03B13/14, F03B13/24";2013-03-29;2013;18
11731023;"B29C70/46, B29C70/48, B29C70/54, B29C33/38, F01D21/04";2013-01-25;2013;9
14872784;"F02C7/06, F01D25/16, F02K3/06, F16H1/28, F02C7/36";2017-07-14;2017;33
14885547;"B02C18/06, G06F21/80";2016-12-16;2017;3
15160694;"F03D11/00, F03D1/06";2015-11-24;2015;48
15160694;"F03D1/06, F03D80/00";2018-03-23;2018;17
15162268;"F03B17/06, F03D3/06";2015-10-06;2015;41
11163275;"F03D13/40";2016-10-14;2016;46
11166598;"F03D11/02";2012-11-20;2012;47
11166598;"F03D11/02, F16H1/28, F16H1/46";2015-04-17;2015;21
11742993;"C23C16/26, C23C16/46, C30B25/08, C30B25/10, C30B29/02, C23C16/458, B32B9/00, B32B3/12";2013-12-13;2014;3
6753315;"F03D1/06, F03D7/02";2008-01-25;2008;9
11075141;"F03D3/06";2012-08-07;2012;32
11151499;"F16C19/20, F16C33/37";2011-07-15;2011;33
15156312;"F03D1/06";2015-08-25;2015;35
15159311;"G01M13/04, F03D11/00";2015-10-06;2015;41
15159311;"F03D80/70, F03D17/00, G01M13/04";2017-02-10;2017;11
15165843;"F03D1/00";2016-09-30;2016;44
15166477;"H02K1/18, H02K5/20, H02K9/19";2016-10-07;2016;45
15166647;"F03D1/00, F03D1/06";2015-11-10;2015;46
11176151;"H02K1/27, H02K15/03";2013-02-05;2013;6
11180313;"G01K7/01, G01K15/00, F03D11/00, H01L23/473";2013-03-12;2013;11
10856497;"F03D3/04";2013-05-31;2013;27
10857951;"B64D15/16, F03D1/06, F03D3/06, F03D11/00";2013-07-05;2013;32
11382237;"F03D11/00, F03D7/04";2013-01-15;2013;3
