id;ipc_text;change_date;bulletin_year;bulletin_nr
16800802;"B60L11/18, E02F9/20";2018-03-09;2018;15
4802390;"F03D3/00, F03D11/00";2006-08-25;2006;39
14178216;"F03D13/00";2016-02-16;2016;7
14180547;"H02J3/38, H02J3/24";2015-04-21;2015;17
14180547;"H02J3/38, H02J3/24, F03D7/04, H02J3/00, F03D9/00";2015-10-09;2015;46
12715906;"B29C70/86, F01D5/28, F03D1/06";2014-01-17;2014;8
12715906;"B21K3/04, F03D1/06";2014-11-28;2015;1
13777137;"F16C19/52, F16C25/08, F16C37/00, F03D7/00, F03D7/04, F03D9/00";2016-03-04;2016;14
13779511;"F03D1/06, B29C65/48, B29C65/00";2015-07-24;2015;35
8745427;"H02K11/00";2009-11-27;2010;1
8752729;"F03D7/04, H02P9/00";2010-01-15;2010;7
8752729;"F03D7/04, H02P9/00, F03D7/02";2013-10-04;2013;45
93402124;"F16L11/14, F16L11/16";1994-01-28;1994;11
303655;"F02C7/32, F01D15/10";2000-09-22;2000;45
303655;"F02C7/32, F01D15/10, H02K7/18, H02K19/24";2002-09-13;2002;44
13192327;"H02J3/38, F03D7/04, // H02J3/18, H02J3/36, G05B13/02";2015-05-12;2015;20
13192327;"H02J3/38, F03D7/04, F03D7/02, // H02J3/18, H02J3/36, G05B13/02";2017-01-13;2017;7
14180547;"H02J3/38, H02J3/24, F03D7/04, H02J3/00, F03D9/00, F03D9/25";2017-04-28;2017;22
14185895;"B64C23/06, B64C23/00";2015-03-31;2015;14
13762980;"F03D1/02, F03D7/02";2015-06-12;2015;29
13763231;"F03D1/06";2015-08-14;2015;38
13763231;"F01D5/28, F03D80/70, F03D1/06";2017-04-14;2017;20
16159951;"F03D7/04, F03D7/02";2016-08-12;2016;37
16161353;"F03D13/20, F03D13/25, E02B17/00, E02B17/02, E04H12/08";2016-09-02;2016;40
97922823;"B63B35/79, B63B3/38";1998-07-03;1998;34
4762855;"F03D1/00";2006-05-12;2006;24
4762855;"B66C23/02, B66C23/18, B66C23/20, F03D1/00";2012-11-30;2013;1
14172571;"F03D7/04, F03D7/02";2015-01-06;2015;2
14175245;"H02K1/27, // H02K7/18";2016-01-05;2016;1
14175930;"H02J7/34, G06Q50/06";2015-01-14;2015;3
4008058;"B62M23/02";2004-08-27;2004;42
4011233;"F03D7/02";2004-12-31;2005;7
4020507;"F04D29/64";2005-03-11;2005;17
13779511;"B29C65/50, B29L31/08, F03D1/06, B29C65/48, B29C65/00";2017-10-13;2017;46
13797827;"F02C7/12, F01D25/08";2015-03-06;2015;15
8758531;"F03D3/06";2009-12-18;2010;3
8766926;"E02B17/02, F03D11/04";2010-03-05;2010;14
8766926;"E02B17/02, F03D11/04, B63B9/06";2014-04-25;2014;22
13193213;"G01L25/00, G01D1/14, G01D3/08, G01G23/01";2014-06-17;2014;25
13194013;"H02K1/20, H02K1/32";2015-05-26;2015;22
9778349;"F01D5/18, F01D9/04";2012-06-08;2012;28
9778783;"H02J3/38, G01R31/42";2011-05-13;2011;24
9778783;"H02J3/38, G01R31/42, G01R31/02, G01R31/34, F03D17/00";2017-12-15;2018;3
10165664;"C22C33/08, C22C37/10, C21D5/00";2010-11-26;2010;52
10165664;"C22C33/08, C22C37/10, C21D5/00, C21D1/32";2012-03-30;2012;18
7450015;"F01K25/08, F01K27/00";2008-05-09;2008;24
7700184;"F03D7/02, F03D7/04";2008-08-22;2008;39
7704177;"H02K21/24, H02K41/03, H02K16/00";2008-11-12;2008;49
7017174;"F03D1/06";2008-04-18;2008;21
7022883;"F03D9/00, F03D9/02, H02K1/06, H02K1/14";2009-04-24;2009;22
908329;"F04D29/38";2001-10-19;2001;49
914063;"H02K1/12, H02K15/02";2001-12-07;2002;4
915817;"H02P7/628, H02M7/521";2000-12-22;2001;6
95909780;"F02N5/04, F02N11/04, H02K41/025";1996-11-01;1996;51
4817376;"C02F1/12, C02F1/14";2006-06-09;2006;28
14186828;"H02K17/14";2016-03-29;2016;13
14187947;"H02J3/24, F03D7/04, H02J3/38, H02J3/46";2016-04-12;2016;15
12153490;"F03D1/06";2013-08-06;2013;32
12154476;"F03D9/00";2013-08-13;2013;33
12154476;"F03D7/00, F03D7/02, F03D9/00";2014-05-02;2014;23
14194562;"F03D7/02";2015-06-16;2015;25
14195762;"F16D65/092";2015-06-02;2015;23
79300071;"F03D1/04, F03G7/02";1979-05-30;1982;5
13775467;"F16H57/021, F16H1/26, F16H57/00, F16H3/091";2015-01-16;2015;8
13775467;"F16H57/021, F16H1/26, F16H57/00, F16H3/091, F16H1/20, // F16H1/22";2015-11-13;2015;51
10813185;"E02B9/08, E01C1/04, E01D18/00, E02B9/00, F03B13/08, F03B13/12";2012-06-08;2012;28
10814121;"F02M61/18, F02M51/06, F02M57/06, F02M61/16";2012-06-01;2012;27
8766926;"E02B17/02, B63B9/06";2018-04-13;2018;20
12863622;"F02B39/10, F02B39/08, F16H1/28, F16H13/08, F16H61/423, F16H61/433";2014-10-03;2014;45
13850736;"H02K3/14, H02K55/02";2015-08-07;2015;37
13850736;"H02K3/14, H02K55/04";2016-08-12;2016;37
13853442;"F01D1/04, F01D5/02, F01D5/22, F04D29/44";2015-07-03;2015;32
15808425;"H02K55/04, H02K3/24, H02K9/20";2017-07-07;2017;32
91114699;"H01R39/40, H02K5/14";1992-01-24;1992;11
12833708;"F03B9/00, F03B17/06, F03D5/02";2014-06-27;2014;31
12833708;"F03B9/00, F03B17/06, F03D5/02, F03B3/14, F03B13/26";2015-04-05;2015;19
13777126;"H02K1/30, H02K1/18, H02K7/18, H02K15/02, H02K7/10, H02K7/102, H02K7/08";2015-05-01;2015;23
13781338;"F03D9/00";2015-01-30;2015;10
13797827;"F02C7/12, F01D25/08, F01D5/08, F01D25/12";2016-04-08;2016;19
13797929;"F03D3/00, F03D3/06";2015-03-06;2015;15
13853442;"F01D5/14, F04D29/68";2016-06-03;2016;27
13854637;"F02M57/06";2015-08-21;2015;39
13854637;"F02M57/06, F02M51/06";2016-03-25;2016;17
14189249;"F03D1/06";2015-04-21;2015;17
14190770;"F03D11/04, E02D27/42";2015-09-01;2015;36
14190770;"F03D13/20, E02D27/42";2016-11-18;2016;51
15810895;"E04B1/35, E04H12/34, F03D13/20, F03D13/10";2017-10-20;2017;47
91200633;"F03D7/06";1991-08-23;1991;41
13731107;"F24F1/01, F24F1/38, F24F1/56";2015-05-29;2015;27
13740974;"F04D29/34, F04D29/38";2014-10-31;2014;49
13780248;"C01B31/04, C09D5/24";2015-07-03;2015;32
13781795;"F16C33/58, F03D3/06, F03D11/00, F16C19/18, H02K7/18";2015-01-30;2015;10
12716206;"B65D85/68, B65D90/00";2014-01-31;2014;10
12716206;"B65D85/68, B65D90/00, F03D1/00";2016-08-05;2016;36
13740974;"F04D29/34, F04D29/38, F04D29/02, B64C27/32";2015-09-25;2015;44
13742189;"F24F3/153, F03D11/00";2015-04-24;2015;22
16162225;"F03D1/06";2017-08-25;2017;39
16168692;"B62D21/14, B60P3/40";2016-10-28;2016;48
16174255;"G01D11/30";2017-11-17;2017;51
4780410;"H04L29/06, H04L12/18";2006-03-24;2006;19
9838931;"H02K57/00, H02K17/42";2011-10-28;2011;48
10000316;"H02M7/493, H02J3/38";2011-06-17;2011;29
12004546;"F03D7/02";2013-02-26;2013;9
12155341;"F03D11/00";2013-03-05;2013;10
12156864;"F03D1/06";2013-08-27;2013;35
4022448;"H04L12/18";2005-02-11;2005;13
4024520;"F03D7/02";2006-03-03;2006;16
4027646;"F03D11/00, F03D1/06, H02G13/00";2005-02-25;2005;15
13798201;"B63B35/79, B63B35/00";2015-03-06;2015;15
17153768;"F03D1/00, F03D9/39, F03D9/30, F03D9/34";2017-07-04;2017;31
3737352;"F03D9/00, F03D11/04";2004-10-08;2004;48
9006692;"G05B9/03, G05B19/042";2009-11-20;2009;52
9008357;"F03D11/02, F16D1/076";2010-01-15;2010;7
12155455;"F03D7/02, H02P9/10, H02P29/04";2013-08-20;2013;34
12155455;"F03D7/02, H02P9/10, H02P29/04, H02P9/04";2018-06-15;2018;29
14191055;"F03D11/00";2015-05-05;2015;19
14192993;"F03D13/00";2016-05-17;2016;20
14194263;"B64C11/30, G01D5/14, G01D5/247";2015-05-26;2015;22
10000316;"H02M7/5387, H04L1/00, H02J3/38";2013-12-06;2014;2
10001379;"F03D1/00";2010-07-23;2010;34
10003558;"F03D9/00, F03D11/00, F03D11/02";2011-09-02;2011;40
7022883;"F03D13/00, // F03D13/40";2016-03-18;2016;16
7024192;"G01N15/10";2008-05-16;2008;25
7024192;"G01N15/10, G01N33/28";2011-04-15;2011;20
10814121;"F02M61/18, F02M51/06, F02M57/06, F02M61/16, F02D41/30, F02M61/12, F02M63/00, F02M69/04, F02M57/00, F02M31/20";2013-08-02;2013;36
3717453;"F16H57/04, F03D11/00";2004-11-05;2004;52
3717668;"H01M8/18, H01M8/00, H01M8/04";2005-04-15;2005;22
13781795;"F16C33/58, F03D3/06, F03D11/00, F16C19/18, F16C19/16, H02K7/18, F03D3/00, // F16C3/02";2015-12-18;2016;3
10004551;"F03D11/02, F16H1/28";2010-10-29;2010;48
13860062;"C07C29/151, C01B17/76, B01D53/62, B01D53/48";2015-09-11;2015;42
97400915;"F16N11/04";1997-09-26;1997;46
3016120;"H02P3/06";2003-12-12;2004;5
3016120;"H02P3/06, H02P3/12";2004-11-12;2005;1
10814155;"B32B3/10, B32B37/00, B05D1/12, C01B31/04";2013-07-12;2013;33
10814155;"F03G7/00, C12P3/00, F02D35/02, F02D41/00, C01B31/04, C25B13/02, C25B1/02, C25B9/06, F01N5/02, C25B1/00, F24J2/07, F24J2/12, F28D7/10";2016-05-06;2016;23
79300071;"F03D1/04, F03G7/02, // F24J3/02";1981-12-04;1982;5
5006280;"G06F17/30, H04L29/06";2005-10-07;2005;47
4822456;"F16D65/02";2007-07-27;2007;35
9776482;"F03D7/02, H02P3/22";2011-12-30;2012;5
9777267;"F03D1/06";2011-04-08;2011;19
9177818;"B21K1/10, B21K21/12";2010-05-28;2010;26
9179235;"F03D11/00";2011-05-20;2011;25
9180341;"B29C70/48, B29C70/54, B29B11/16, B29C31/08";2011-05-27;2011;26
16793306;"G01M9/02, G01M9/04, G01N15/02, G01P5/26";2018-03-23;2018;12
95924541;"F02B71/04, F01B11/02";1997-03-27;1997;20
10166836;"F03D1/00, F03D11/04";2011-01-07;2011;6
10166836;"F03D1/00, F03D11/04, E04H12/08, E04H12/12, E04H12/16";2014-08-15;2014;38
9779128;"H02P9/04, F03D7/02, F03D7/04, F03D9/00, G05F1/67, H02J3/04, H02J3/06, H02J3/38, H02P9/10";2011-10-07;2011;45
12863622;"F02B39/10, F02B39/08, F16H1/28, F16H13/08, F16H61/423, F16H61/433, F04B17/03, F02B33/40, F02B39/00, F02B39/04, F02B39/12, F02B39/16, F16H61/425, F16H61/435, F16H39/02";2015-06-12;2015;29
13781338;"F03D9/00, F03D9/02";2015-12-04;2016;1
13781338;"F03D9/00, F03D9/10";2016-01-08;2016;6
13781338;"F03D9/00, F03G6/06, F03D9/17, F03D9/25, F03D9/28, F03D9/18, // F03D9/10";2018-05-25;2018;26
9251303;"F01D5/14, F01D5/16, F01D5/28";2009-10-16;2009;47
9290794;"G07C3/08";2011-04-15;2011;20
9380102;"E04H12/12, E04H12/16, F03D11/04";2010-10-22;2010;47
4820323;"F21V5/04, H01L33/00, H01L21/56, G02B17/00, G02B17/08, F21Y101/02";2006-07-21;2006;34
9776056;"C23C10/32, F01D5/28, F01D5/30";2011-05-13;2011;24
7075636;"B64C23/06";2008-01-25;2008;9
7076134;"F03D11/02, F16D1/033, F16D7/00";2009-05-29;2009;27
7100770;"F03D7/04, F03D11/00, F03D11/02, F03D11/04";2008-06-20;2008;30
3717668;"H01M8/18, H01M8/04, H01M8/20";2012-11-16;2012;51
3718489;"H04L12/28";2004-12-10;2005;4
3732393;"F16B11/00, F16B5/02, E04H12/08, E04B1/38";2005-01-28;2005;11
12161408;"H02J9/08, H02J3/38";2013-10-01;2013;40
12164299;"F01D5/16, F01D5/14";2013-10-22;2013;43
12165622;"F16D66/02, F03D11/00";2012-10-30;2012;44
13195185;"G06Q50/06, H04L12/10, H04L12/28";2014-06-03;2014;23
13196821;"F03D1/00, F03D11/00, F03D7/02, F03D11/02";2015-06-16;2015;25
9398001;"F03D3/06, F03B17/06, F03D3/04";2009-10-30;2009;49
9710491;"F03D11/00, F16B9/02, F16L23/02";2010-10-22;2010;47
9782347;"H02P9/48, F03D7/04";2011-04-29;2011;22
9782347;"H02P9/02, H02P21/14, H02P9/48, F03D7/02, F03D7/04";2017-07-21;2017;34
13775467;"F16H57/021, F16H1/26, F16H57/00, F16H3/091, F16H1/20, // F16H1/22, F16H57/02";2017-02-24;2017;13
17743641;"H02H7/26, H02J3/06";2018-02-09;2018;11
5012555;"F01D5/14, F01D9/02, F01D11/00, F23R3/00";2006-11-10;2006;50
5018078;"B23P19/06, B25B29/02, F16B31/04";2005-11-04;2005;51
14195116;"F01D21/02, F02C9/28, G05D13/04";2015-06-09;2015;24
14195150;"E06B9/72, H02K1/04, H02K5/04, H02K11/00, H02K16/02";2015-06-02;2015;23
12716706;"F03B17/06";2014-03-07;2014;15
12718278;"E04H12/22, F03D1/00, F03D11/04";2014-12-05;2015;2
12733017;"C25B15/02";2014-02-07;2014;11
10815768;"F03D11/00, F03D11/04, F03D1/00";2012-06-15;2012;29
10815768;"F03D13/00, F03D13/20, B63B27/16, B63B35/00, E02B17/02, E04H12/34, E02B17/00, F03D13/10, F03D13/40";2017-10-27;2017;48
95937244;"F01D5/14, B64C3/14, F03D1/06";1997-03-27;1997;20
96120914;"B64C27/46";1997-05-23;1997;28
942984;"H02K3/04";2003-02-28;2003;16
3016120;"H02P3/06, H02P3/12, H02P3/24, H02P3/22";2005-07-01;2005;33
3016188;"F03D11/04, F03D3/00";2004-12-03;2005;3
13850869;"F04D25/08, F04D27/00";2015-08-07;2015;37
13850869;"F04D25/08, F04D27/00, F24F7/007, F04D29/60, F24F11/00";2016-06-03;2016;27
7017737;"G06F17/28, G06F9/44";2009-02-13;2009;12
7075883;"B29B11/16, B32B27/12, B29C70/22, B32B17/04, D04H1/58, B29C70/02";2007-12-21;2008;4
97905386;"F03D1/06";1998-11-13;1999;1
97917920;"H02G15/04, E21B33/02";1998-12-18;1999;5
4771747;"F03D7/04, F03D9/00, F16H1/32, F16H1/36, F16H57/12";2006-04-14;2006;22
13785189;"F02C7/18, F01D5/08, F01D25/12, F02K3/00";2014-11-21;2014;52
13785189;"F01D9/06, F01D5/18, F23R3/06";2016-01-22;2016;8
7301289;"B62D17/00";2008-02-01;2008;10
7712851;"H02K7/18, H02P9/00";2008-11-12;2008;49
7717965;"F03D7/02";2008-10-24;2008;48
13781795;"F16C33/58, F03D3/06, F03D80/70, F16C19/18, F16C19/16, H02K7/18, F03D3/00, // F16C3/02";2017-06-30;2017;31
3735601;"F03D1/00, F03D11/00, F03D7/02";2006-02-03;2006;12
9002603;"F03D3/00";2009-08-07;2009;37
9005262;"F03D7/02, F03D9/02, F03D9/00";2009-09-18;2009;43
12863622;"F04B1/04, F04B17/03, F04B23/10, F04B23/14, F04D25/04, F04D25/06, F02B33/40, F02B39/00, F02B39/04, F02B39/08, F02B39/10, F02B39/16, F16H39/02, F16H61/425, F16H61/435";2017-06-09;2017;28
9795751;"F03D3/06, F03D7/02";2011-09-23;2011;43
9795751;"G01M5/00, F03D1/06";2012-12-07;2013;2
9799495;"F03D11/02, F16H1/48";2011-08-26;2011;39
12157827;"B25B27/00, B23P19/04, F03D11/00";2012-09-11;2012;37
12157827;"F16C43/04, F16C33/76, F03D80/70, B25B27/00, B23P19/04";2017-11-24;2017;52
16174355;"F03D17/00, F03D7/02, F03D7/04, F03D9/00";2016-11-18;2016;51
93905060;"B64C11/28";1994-11-04;1994;51
12165971;"F03D7/02, F03D9/00";2013-10-29;2013;44
12166371;"F03D7/02, F03D11/00";2012-11-06;2012;45
12168394;"H02K5/24";2012-11-20;2012;47
16002663;"F03D13/25, F03D5/00, F03D1/00, // B63B35/44";2017-05-26;2017;26
16020325;"F25J1/00, F25J1/02, F01K25/00";2018-02-09;2018;11
14195150;"E06B9/72, H02K1/04, H02K5/04, H02K11/01, H02K16/02";2017-03-10;2017;15
98100858;"F01D5/18";1998-04-17;1998;23
4028646;"F03D3/06, F03D3/00";2006-05-19;2006;25
9744910;"F03D9/00, F03D11/00, F03D11/02";2011-06-24;2011;30
13798912;"F03D1/02, F03D11/00, F03D11/04";2015-08-21;2015;39
13800503;"F03B13/12, F03B13/18";2015-03-06;2015;15
9014907;"B29C70/02, B29B15/08";2011-05-06;2011;23
9014909;"B29C70/10, D01D5/253";2011-05-06;2011;23
9075441;"A61M1/10, A61M1/12, F04D29/24";2011-02-18;2011;12
13781995;"F01D5/12, F01D5/18, F01D9/00, F02C7/00, F02C7/12, F02K3/00";2015-01-30;2015;10
13781995;"F01D5/16";2015-03-27;2015;18
3023007;"B25H1/00";2004-03-05;2004;17
9172592;"F03D1/06";2011-06-10;2011;28
9175685;"F03D7/02";2010-04-16;2010;20
5075663;"B66B9/193";2005-09-16;2005;44
10015467;"F03D7/04";2011-05-20;2011;25
10152818;"C03C13/00";2011-07-08;2011;32
9760704;"H02J3/40, H02J3/48, H02J3/50";2011-07-01;2011;31
9761725;"F03D11/00, F03D11/04";2011-03-04;2011;14
9008234;"H02K5/24, H02K1/18";2010-11-26;2010;52
9011978;"F03D7/04, F03D11/00";2010-02-26;2010;13
9011978;"F03D7/04, F03D11/00, G01N33/28, F03D11/02, F16H57/04";2013-05-17;2013;25
13872487;"F01D5/18";2015-11-04;2015;49
13872487;"F01D5/18, F01D5/14";2016-03-25;2016;17
1945101;"F03D7/02, F03D11/00, H02P3/24, H02P7/74";2003-01-24;2003;11
9178258;"F03D11/00, F03D7/02, F03D7/04";2010-05-28;2010;26
9179029;"F03D11/00, F03D11/02, F16H1/28";2010-05-21;2010;25
9778260;"B63B35/00, E02D27/00";2011-04-15;2011;20
9782255;"H02J3/38, F03D7/00, F03D9/00";2011-04-22;2011;21
13191584;"F01D9/04, F01D5/30, F01D5/28";2015-05-05;2015;19
13196949;"F16H7/02";2015-06-16;2015;25
13196949;"F03D15/00";2018-06-29;2018;31
13196821;"F03D80/00, F03D15/00";2016-02-05;2016;10
13197572;"F03D11/02, F16H1/28";2015-06-16;2015;25
13197572;"F16H1/28, F03D15/00";2016-11-04;2016;49
9761725;"F03D11/00, F03D1/00";2012-12-21;2013;4
9764716;"H02P9/10";2011-09-23;2011;43
9764716;"H02P9/10, F03D9/00, G05B23/02, F03D7/02";2012-08-17;2012;38
1945101;"F03D7/02, F03D11/00, H02P3/24";2006-01-20;2006;10
1968370;"F21V1/16, F21V1/26";2003-07-11;2003;35
13742189;"F24F3/153";2016-03-18;2016;16
13745654;"F03D11/02, F16H1/46";2015-07-03;2015;32
13747819;"F01K1/08, F01K13/00, F22B33/18";2015-05-22;2015;26
97915874;"F16K11/07";1998-12-23;1999;6
97915874;"F16K11/07, F04B9/115, B01D61/06";2000-09-29;2000;46
4770517;"A61B18/18";2006-08-18;2006;38
93905060;"F03D9/00, F03D7/02";1995-03-18;1995;19
305969;"G01P13/04, G01P3/44";2001-11-30;2002;3
310883;"F01D9/04, F01D11/00";2001-04-27;2001;24
13198929;"B29D99/00, F03D1/06, B29C31/00";2015-06-23;2015;26
13382097;"F03D7/02";2014-09-23;2014;39
13382262;"F03D11/00, F03D7/02, F03D1/00";2015-01-06;2015;2
97300261;"F16M7/00, F01D25/28";1997-06-06;1997;30
3004713;"H02J17/00";2003-06-28;2003;33
3004713;"H02J17/00, H02J5/00, H05B33/08, H05B39/00";2003-10-10;2003;48
13800550;"F03D1/06";2015-07-24;2015;35
13800550;"F03D1/06, F03B17/06";2016-07-01;2016;31
17151266;"F03B17/00";2017-06-16;2017;29
14166343;"H02M1/00";2014-12-17;2014;51
14166382;"F03D9/00";2015-11-03;2015;45
14172500;"F03D7/06, F03D3/06";2015-12-22;2015;52
12158399;"H02P29/00, H02P21/00, H02P23/00, // H02J9/06, F03D7/02";2013-09-10;2013;37
12160371;"F16H15/28";2012-08-14;2012;33
9779894;"G05B23/02, F03D7/02";2011-05-06;2011;23
9779894;"G05B23/02, F03D7/02, // F03D7/04";2015-11-13;2015;51
13701055;"G05B23/02";2015-10-23;2015;48
13707822;"H02K21/12, H02K7/18, H02K3/28, H02K1/27, H02K29/03";2014-10-24;2014;48
3005027;"F16L3/223, F16L3/237, F16L55/033";2003-08-02;2003;38
3009100;"F16F1/38, F16F3/087, F16F1/54, B60G7/02";2003-12-12;2004;5
7107188;"E02D27/42";2007-09-28;2007;44
7112102;"F03B17/06";2007-12-14;2008;3
7112704;"H02J3/02";2008-04-04;2008;19
9765920;"B29C65/00, F03D1/06";2011-04-08;2011;19
9770718;"F16H61/48";2011-01-28;2011;9
13725554;"G01B21/16, E02D33/00, F03D11/00, G01B21/32";2015-02-13;2015;12
12168394;"H02K5/24, B63H21/30";2017-05-19;2017;25
12170517;"F03D11/00, H02K11/00, H02K7/18";2013-12-03;2013;49
4786200;"F03D1/00";2007-06-08;2007;28
9838966;"F03B15/00, F03B13/14";2011-10-28;2011;48
9838966;"F03B15/00, F03B13/14, F03B13/18";2013-06-21;2013;30
5004279;"F03D11/00, H02G13/00";2005-07-15;2005;35
5004279;"F03D11/00, H02G13/00, H01R39/64";2007-06-08;2007;28
13796060;"F01K27/00";2015-11-04;2015;49
13798850;"B29C70/20, B29B15/12, D04H3/12, C08J5/06, C03C25/26";2015-09-04;2015;41
16152186;"B25J15/00, B25J11/00, B23P19/06";2017-06-23;2017;30
16154479;"B64C9/02, B64C13/16, B64C23/06";2016-07-08;2016;32
9782974;"F03D9/00";2010-09-17;2010;42
9782974;"F03D80/70, F03D9/25, F03D13/10";2018-02-23;2018;13
9791968;"F03D1/00, B25D1/16";2011-06-17;2011;29
8152879;"F16D9/06, F16H55/36";2008-08-22;2008;39
8160576;"G01F1/05";2008-12-19;2009;4
8170927;"F03D7/02";2009-05-22;2009;26
9180415;"F03D1/02, F03D1/04, F03D3/04";2010-06-11;2010;28
9425037;"B64D15/12";2010-07-16;2010;33
9447062;"F16H1/28, F16H57/08";2011-05-06;2011;23
17152955;"F01D5/14";2017-07-21;2017;34
17153759;"F03D1/04";2017-07-04;2017;31
17156082;"H02J3/38";2017-07-28;2017;35
4817361;"H01M6/00";2006-07-07;2006;32
4817361;"H02J15/00, F02C6/16";2010-11-05;2010;49
4818890;"F16C23/08, F16C19/38, F16C33/60, F16C19/54, F03D11/04";2006-08-25;2006;39
13749005;"H02J1/12";2014-12-12;2015;3
13749005;"H02J1/12, H02J3/38, // H02J13/00";2015-12-25;2016;4
16831160;"E21B33/038, E21B43/01, B63B35/44, E21B7/132";2018-04-27;2018;22
12171838;"B63B35/44, F24J2/52, F24J2/54";2012-12-18;2012;51
12177084;"H02J3/14, H02J3/38, F24D19/10";2013-04-09;2013;15
8170927;"F03D7/02, F03D1/00";2012-11-23;2012;52
8170927;"F03D7/02, F03D1/00, F03D80/50";2018-02-23;2018;13
9703651;"F03D1/04";2010-06-11;2010;28
9703651;"F03D9/00, F03D1/04";2011-03-25;2011;17
9707259;"E04H12/08, F03D11/04";2010-10-22;2010;47
5015728;"G01N27/30, G01N33/487, C12Q1/00, C12Q1/54";2005-11-19;2006;1
5015728;"G01N27/26, G01N27/30, C12Q1/00, G01N33/487, C12Q1/54";2006-06-09;2006;28
96203296;"B64C21/04, B64C21/06";1997-04-18;1997;23
96303647;"C08L83/07, C08K3/22";1996-10-11;1996;48
96303647;"C08L83/07, C08K3/22, C08L83/04";1998-02-06;1998;13
12163736;"F03D11/04, F03D1/06";2013-10-15;2013;42
12163736;"F03D11/00, F03D1/06";2014-07-04;2014;32
12169245;"F01D5/14, F01D5/28, F01D9/04, F01D25/24, C04B35/80";2013-03-19;2013;12
9150111;"F03D7/00, F03D11/00";2009-06-19;2009;30
9160614;"F03D7/04";2009-10-30;2009;49
9160614;"F03D7/04, F03D7/02";2012-06-22;2012;30
12177084;"H02J3/14, H02J3/38, F24D11/00, F24D19/10, // H02J13/00";2015-01-30;2015;10
16705026;"F03D1/00";2017-11-17;2017;51
11776207;"F03D11/00";2013-08-09;2013;37
11776809;"F16P3/08, F03D11/00";2013-01-11;2013;7
11776809;"F16P3/08, F03D1/00";2016-03-18;2016;16
94911822;"H02K16/02";1996-02-09;1996;13
6388058;"F16B43/00, F16D7/02, F16D43/21, F16B21/18, F16B21/20";2008-03-28;2008;18
10169343;"F03D1/00";2010-12-17;2011;3
10169343;"F03D1/00, B08B7/04";2014-02-14;2014;12
10169343;"F03D80/55";2016-02-19;2016;12
8170929;"F03D11/00, F03D11/04";2009-05-29;2009;27
8253830;"F21V29/00, // F21Y101/02";2009-05-01;2009;23
8253830;"F21K99/00, F21V29/00";2011-09-30;2011;44
3020732;"F16C33/46";2004-02-27;2004;16
3024740;"F03D7/00, F03D11/00";2004-01-02;2004;8
3024740;"F03D7/00, F03D11/00, F03D7/02";2004-02-06;2004;13
5016162;"H04Q7/30";2005-11-11;2005;52
5016162;"H02J7/35";2008-11-28;2009;1
5019036;"F42B10/62";2006-01-27;2006;11
14175201;"F03D11/04, F03D1/00, E04H12/12";2015-01-06;2015;2
14179350;"F03D7/04, F03D9/00";2015-08-25;2015;35
6425755;"G06F1/20, H01L23/34, H05K7/20";2008-04-04;2008;19
6706123;"F03D7/04";2008-10-24;2008;48
10790415;"H02J7/34";2011-07-01;2011;31
13198987;"F03D11/00, F03D7/02";2015-06-23;2015;26
13400003;"B64C27/615";2014-08-26;2014;35
13400003;"B64C27/72, B64C27/615";2015-04-05;2015;19
9161652;"F03B3/04";2010-11-05;2010;49
9161652;"F03D3/04";2012-07-06;2012;32
9161743;"B23C3/00, B23C3/13";2009-11-06;2009;50
96500044;"F02B29/04, F02B39/10, F01P9/04, F02G5/00";1997-05-02;1997;25
96902019;"B64C39/06, B64C35/00, B64C37/00, B60F5/02, B63B1/34";1997-01-17;1997;10
8290991;"H04B7/26";2009-04-03;2009;19
12873758;"F03D9/00";2015-01-09;2015;7
12873758;"F03D9/00, F03D11/02";2015-10-16;2015;47
10790415;"H02J7/34, H02J3/32, // H02J3/38";2016-05-27;2016;26
10792044;"C10M169/02, C10M107/02, C10M117/04, C10M117/06, C10M127/00, C10M135/18, F16C33/66, C10N10/02, C10N10/04, C10N20/00, C10N20/02, C10N30/06, C10N40/02, C10N50/10";2012-03-30;2012;18
9779996;"G05B23/02";2012-01-27;2012;9
9782336;"F03D1/06";2011-04-15;2011;20
9788143;"F03B13/18, F03B17/06";2011-03-18;2011;16
402718;"B25J9/16";2001-02-23;2001;15
460008;"F24D19/10, G05D23/19";2000-06-16;2000;31
904345;"F03B13/10, B63G8/18, B63G8/22, B63G8/24";2001-08-31;2001;42
9796695;"F03D3/00";2011-09-02;2011;40
9796695;"F03D5/06";2011-11-25;2011;52
9798669;"A61B5/04";2011-03-25;2011;17
11790890;"F03D3/06";2013-07-05;2013;32
11794055;"F15B20/00, F03D7/04";2013-09-13;2013;42
11794055;"G05D16/20, F15B20/00";2014-07-04;2014;32
9172056;"H02J3/16, H02J3/38";2010-03-12;2010;15
9172056;"H02J3/16, H02J3/38, F03D9/00";2014-12-26;2015;5
17157171;"B01D61/42, E02D7/26, B01D61/56, E02D27/42, F03D13/25, E02B17/00";2018-05-25;2018;26
96303076;"H02K55/04";1997-09-19;1997;45
14179852;"C08J5/00, C08J5/04, D06M11/74";2015-01-21;2015;4
14180490;"F02C7/047, F02C7/057, F02C9/18, F02C9/22";2015-03-04;2015;10
13709408;"H02P6/00";2014-12-12;2015;3
