id;change_date;bulletin_year;bulletin_nr;prior_seq_nr;prior_kind;prior_auth;prior_nr;prior_date
8802940;2010-03-05;2010;14;1;"al";"FR";"20070004762";2007-07-02
10187315;2011-03-25;2011;17;1;"al";"US";"20090582353";2009-10-20
7766802;2010-08-06;2010;36;4;"al";"US";"20060864792P";2006-11-08
7766802;2010-08-06;2010;36;5;"al";"US";"20070908693P";2007-03-23
6250059;2006-06-16;2006;29;1;"al";"US";"20050905602";2005-01-12
6251397;2006-09-01;2006;40;1;"al";"US";"20050082653";2005-03-18
13791193;2015-02-20;2015;13;1;"al";"ES";"20120030754";2012-05-18
14806326;2016-10-14;2016;46;1;"al";"DK";"20130000679";2013-12-04
14714016;2015-12-18;2016;3;1;"al";"US";"201313799412";2013-03-13
15758548;2016-12-09;2017;2;1;"al";"CN";"2014177288";2014-03-04
7804932;2008-11-21;2008;52;2;"al";"US";"20060477593";2006-06-30
10173783;2011-02-25;2011;13;1;"al";"GB";"20090016787";2009-09-24
10196438;2011-05-27;2011;26;1;"al";"IT";"2009TO01025";2009-12-22
11781739;2013-07-26;2013;35;1;"al";"DE";"20101049023";2010-10-21
10169197;2011-04-15;2011;20;1;"al";"US";"20090507885";2009-07-23
11733399;2012-10-19;2012;47;1;"al";"US";"20100294761P";2010-01-13
8874367;2010-12-31;2011;5;1;"al";"US";"20080055501";2008-05-23
9000081;2009-07-17;2009;34;1;"al";"DE";"20081009585";2008-02-16
15756131;2017-06-09;2017;28;1;"al";"DE";"201410217724";2014-09-04
16763934;2018-05-04;2018;23;1;"al";"IT";"2015UB02526";2015-07-27
7762970;2008-10-03;2008;45;1;"al";"US";"20060763577P";2006-01-31
7762970;2008-10-03;2008;45;2;"al";"US";"20060407733";2006-04-20
8827435;2010-04-09;2010;19;1;"al";"FR";"20070056928";2007-08-03
8829100;2010-04-16;2010;20;1;"al";"US";"20070849338";2007-09-03
14712644;2015-12-25;2016;4;1;"al";"AT";"20130050199";2013-03-22
14713562;2015-12-04;2016;1;1;"al";"GB";"20130003859";2013-03-01
6252548;2006-10-20;2006;47;1;"al";"GB";"20050010066";2005-05-17
7788826;2009-01-16;2009;8;1;"al";"FR";"20060005056";2006-06-07
5797486;2007-05-11;2007;24;1;"al";"FR";"20040008837";2004-08-12
5799507;2007-08-31;2007;40;1;"al";"DK";"20040002017";2004-12-29
14818484;2016-04-01;2016;18;1;"al";"US";"201361840792P";2013-06-28
15812875;2017-10-27;2017;48;1;"al";"DK";"20150070033";2015-01-21
85902075;1986-04-05;1986;21;3;"al";"GB";"19850006060";1985-03-08
90430015;1990-11-10;1990;52;1;"al";"FR";"19890008578";1989-06-21
15812876;2017-09-22;2017;43;1;"al";"DK";"20140070793";2014-12-17
85810135;1985-10-26;1985;52;1;"al";"CH";"19840001514";1984-03-26
11784756;2013-09-27;2013;44;1;"al";"GB";"20100021809";2010-12-23
14197202;2015-06-23;2015;26;1;"al";"DE";"201310226554";2013-12-19
11732696;2012-10-19;2012;47;1;"al";"ES";"20100000047";2010-01-15
11738405;2013-05-03;2013;23;1;"al";"US";"20100805681";2010-08-12
11733556;2013-04-12;2013;20;1;"al";"DK";"20100000613";2010-07-09
11736450;2013-02-22;2013;13;1;"al";"CH";"20100000762";2010-05-17
4001647;2004-06-18;2004;32;1;"al";"DE";"2003103617";2003-01-30
4002498;2004-06-25;2004;33;1;"al";"DE";"2003105244";2003-02-08
10165885;2010-11-26;2010;52;1;"al";"DK";"20090070031";2009-06-16
11739333;2012-11-16;2012;51;1;"al";"CN";"201019114066";2010-02-08
90915571;1992-04-30;1992;25;1;"al";"US";"19890401059";1989-08-31
90917643;1992-07-31;1992;38;1;"al";"DE";"19893939862";1989-12-01
13785027;2014-11-21;2014;52;1;"al";"US";"201261599372P";2012-02-15
13785027;2014-11-21;2014;52;2;"al";"US";"201261599381P";2012-02-15
3816437;2005-12-09;2006;4;1;"al";"GR";"20030100150";2003-03-27
8150581;2008-07-04;2008;32;1;"al";"NL";"20071033275";2007-01-24
10188274;2011-02-25;2011;13;1;"al";"US";"20040627423P";2004-11-12
10188881;2011-04-01;2011;18;1;"al";"US";"20090609754";2009-10-30
98100211;1998-06-05;1998;30;1;"al";"DE";"1997101297";1997-01-16
3750958;2005-05-06;2005;25;1;"al";"GB";"20020022466";2002-09-27
5799507;2007-08-31;2007;40;2;"al";"DK";"20040000155";2005-02-02
5799507;2011-05-06;2011;23;1;"al";"DK";"20040002017";2004-12-29
16744880;2018-02-23;2018;13;1;"al";"NL";"20152014817";2015-05-18
16744880;2018-02-23;2018;13;2;"al";"NL";"20152014816";2015-05-18
7814057;2009-04-10;2009;20;1;"al";"US";"20060504121";2006-08-15
8849879;2010-07-23;2010;34;1;"al";"AU";"20070906277";2007-11-16
12758793;2014-07-11;2014;33;1;"al";"DE";"20111053017";2011-08-26
13809430;2014-06-20;2014;30;1;"al";"WO";"2012JP04217";2012-06-29
9776169;2011-03-11;2011;15;1;"al";"DK";"20080000990";2008-07-14
9776169;2011-03-11;2011;15;2;"al";"US";"20080080484P";2008-07-14
86100504;1986-06-14;1986;31;1;"al";"JP";"19850005475";1985-01-16
991098;2002-08-02;2002;38;1;"al";"DE";"1999162453";1999-12-22
9776199;2011-05-27;2011;26;1;"al";"DK";"20080001363";2008-09-30
9776199;2011-05-27;2011;26;2;"al";"US";"20080101378";2008-09-30
5745057;2007-04-13;2007;20;1;"al";"US";"20040851532";2004-05-21
6815240;2008-06-06;2008;28;1;"al";"US";"20050233112";2005-09-23
15754232;2017-06-02;2017;27;1;"al";"GB";"20140015335";2014-08-29
15758758;2016-12-09;2017;2;1;"al";"US";"201414197681";2014-03-05
12758775;2014-06-20;2014;30;1;"al";"DE";"20111082664";2011-09-14
12761726;2014-07-04;2014;32;1;"al";"DE";"201110114247";2011-09-26
95110057;1995-12-01;1996;3;1;"al";"US";"19940274090";1994-07-12
2025947;2003-04-15;2003;22;1;"al";"JP";"20010358071";2001-11-22
13810659;2015-04-05;2015;19;1;"al";"US";"201213537127";2012-06-29
14811760;2016-09-16;2016;42;1;"al";"GB";"20130021695";2013-12-09
85850161;1985-12-13;1986;7;1;"al";"US";"19840639911";1984-08-10
98303439;1998-09-25;1998;46;1;"al";"US";"19970851902";1997-05-06
5799507;2011-05-06;2011;23;2;"al";"DK";"20050000155";2005-02-02
8801084;2010-11-26;2010;52;1;"al";"DE";"20071035570";2007-07-26
10832797;2012-09-07;2012;41;1;"al";"JP";"20090272686";2009-11-30
10834651;2012-09-07;2012;41;1;"al";"JP";"20090277007";2009-12-04
10191936;2011-05-20;2011;25;1;"al";"GB";"20090021858";2009-12-15
11779337;2013-08-09;2013;37;1;"al";"US";"20100409154P";2010-11-02
10174562;2011-02-11;2011;11;1;"al";"US";"20090241729P";2009-09-11
10174562;2011-02-11;2011;11;2;"al";"US";"20090640340";2009-12-17
8849879;2010-07-23;2010;34;2;"al";"AU";"20070906280";2007-11-16
8849879;2010-07-23;2010;34;3;"al";"AU";"20080904025";2008-08-06
9005310;2009-09-25;2009;44;1;"al";"DE";"20081020154";2008-04-22
11767746;2013-06-21;2013;30;1;"al";"GB";"20100015354";2010-09-15
94921052;1996-03-22;1996;19;1;"al";"GB";"19930015044";1993-07-20
98103090;1998-07-10;1998;35;1;"al";"DE";"1997107392";1997-02-25
13705315;2014-11-07;2014;50;1;"al";"US";"201213364550";2012-02-02
13705566;2013-09-20;2013;43;1;"al";"IT";"2012MI00029";2012-01-13
2025947;2003-04-15;2003;22;2;"al";"JP";"20020174618";2002-06-14
8021236;2009-06-26;2009;31;1;"al";"JP";"20080012446";2008-01-23
15723441;2017-02-03;2017;10;1;"al";"DE";"201410105944";2014-04-28
98105716;1998-09-11;1998;44;1;"al";"DE";"1997117328";1997-04-24
14811760;2016-09-16;2016;42;2;"al";"DK";"20140070241";2014-04-25
14818655;2016-08-05;2016;36;1;"al";"SE";"20130050780";2013-06-27
2021798;2003-05-09;2003;26;1;"al";"JP";"20010374375";2001-12-07
2024255;2003-03-21;2003;19;1;"al";"DE";"2001153875";2001-11-02
10835323;2012-09-14;2012;42;1;"al";"US";"20090636334";2009-12-11
12172201;2013-01-01;2013;1;1;"al";"GB";"20110010916";2011-06-28
13785027;2014-11-21;2014;52;3;"al";"US";"201213629916";2012-09-28
16846598;2018-06-22;2018;30;1;"al";"JP";"20150185480";2015-09-18
10189124;2011-04-01;2011;18;1;"al";"FR";"20090005261";2009-11-03
10189310;2011-04-08;2011;19;1;"al";"US";"20090613013";2009-11-05
5797568;2007-03-30;2007;18;1;"al";"FR";"20040008809";2004-08-11
7704177;2008-11-12;2008;49;1;"al";"DE";"20061013590";2006-03-22
11779337;2013-08-09;2013;37;2;"al";"GB";"20100018501";2010-11-02
11785653;2013-09-13;2013;42;1;"al";"DE";"20101062832";2010-12-10
5705941;2006-09-08;2006;41;1;"al";"US";"20040761643";2004-01-21
9708250;2010-10-15;2010;46;1;"al";"DK";"20080000166";2008-02-06
9776199;2011-11-04;2011;49;1;"al";"DK";"20080001363";2008-09-30
9776199;2011-11-04;2011;49;2;"al";"US";"20080101378P";2008-09-30
16765403;2017-12-28;2018;4;1;"al";"US";"201514658224";2015-03-15
3253354;2003-10-17;2003;49;1;"al";"US";"20020157423";2002-05-29
13812513;2015-04-10;2015;20;1;"al";"US";"201261667916P";2012-07-03
13812513;2015-04-10;2015;20;2;"al";"US";"201313913289";2013-06-07
3757015;2005-02-04;2005;12;1;"al";"DE";"2002125288";2002-06-07
9712378;2010-10-29;2010;48;1;"al";"GB";"20080003119";2008-02-21
9770718;2011-01-28;2011;9;2;"al";"US";"20090421286";2009-04-09
9770718;2011-01-28;2011;9;3;"al";"US";"20080269261";2008-11-12
10187317;2011-03-25;2011;17;1;"al";"US";"20090582053";2009-10-20
10187668;2011-04-08;2011;19;1;"al";"US";"20090605633";2009-10-26
8150375;2008-06-20;2008;30;1;"al";"US";"20070655393";2007-01-18
9775046;2011-09-09;2011;41;1;"al";"US";"20090183705P";2009-06-03
11738405;2013-05-03;2013;23;2;"al";"DE";"20101032686";2010-07-29
11738712;2013-05-03;2013;23;1;"al";"DE";"20101038720";2010-07-30
11709100;2013-01-04;2013;6;1;"al";"EP";"20100157898";2010-03-26
11714514;2013-12-20;2014;4;1;"al";"EP";"20110157898";2011-03-11
10195040;2011-07-08;2011;32;1;"al";"US";"20090651078";2009-12-31
10196112;2011-11-23;2011;43;1;"al";"GB";"20100006703";2010-04-22
8803088;2010-05-07;2010;23;1;"al";"DE";"20071043503";2007-09-12
10191496;2011-05-13;2011;24;1;"al";"US";"20090627735";2009-11-30
11768601;2013-01-18;2013;8;1;"al";"JP";"20100092559";2010-04-13
12818979;2014-10-03;2014;45;1;"al";"US";"201113339749";2011-12-29
9708250;2010-10-15;2010;46;2;"al";"DK";"20080000812";2008-06-12
9711122;2010-10-29;2010;48;1;"al";"WO";"2008ES70025";2008-02-15
11786190;2013-04-26;2013;22;1;"al";"FI";"20100005594";2010-05-26
12862741;2014-07-18;2014;34;1;"al";"US";"201161582332P";2011-12-31
7766479;2009-06-05;2009;28;1;"al";"GB";"20060021381";2006-10-27
10162100;2010-10-08;2010;45;1;"al";"DK";"20090000593";2009-05-07
8100234;2008-06-13;2008;29;1;"al";"US";"20070621690";2007-01-10
9768849;2011-04-22;2011;21;1;"al";"DK";"20080000860";2008-06-23
9776297;2011-06-17;2011;29;1;"al";"DK";"20080001364";2008-09-30
9776297;2011-06-17;2011;29;2;"al";"US";"20080194724P";2008-09-30
95104107;1995-08-11;1995;39;1;"al";"DE";"19944410401";1994-03-26
95108151;1995-11-17;1996;1;1;"al";"IT";"1994MI01334";1994-06-27
8873517;2010-11-19;2010;51;1;"al";"US";"20080054050";2008-03-24
8875523;2011-03-25;2011;17;1;"al";"US";"20080089621P";2008-08-18
9708252;2010-09-17;2010;42;1;"al";"US";"20080012503";2008-02-01
9712215;2010-11-12;2010;50;1;"al";"IE";"20080000134";2008-02-22
12756661;2014-06-13;2014;29;1;"al";"DE";"201110112280";2011-09-05
12757340;2013-12-20;2014;4;1;"al";"US";"201113047005";2011-03-14
4821699;2006-10-06;2006;45;1;"al";"JP";"20040055515";2004-02-27
7766469;2009-04-03;2009;19;1;"al";"GB";"20060014940";2006-07-27
8805278;2010-05-28;2010;26;1;"al";"FR";"20070007243";2007-10-16
10192716;2011-06-03;2011;27;1;"al";"DK";"20050001704";2005-12-01
90107682;1990-09-15;1990;44;1;"al";"DE";"19893913474";1989-04-24
94922603;1996-03-29;1996;20;1;"al";"US";"19930100037";1993-07-30
7762970;2008-10-03;2008;45;3;"al";"US";"20060834232P";2006-07-28
7764463;2009-02-13;2009;12;1;"al";"DK";"20060000911";2006-07-03
10196112;2012-04-08;2012;19;1;"al";"GB";"20100006703";2010-04-22
10250678;2010-10-29;2010;48;1;"al";"US";"20090429242";2009-04-24
10194083;2011-05-20;2011;25;1;"al";"US";"20090642316";2009-12-18
11783609;2013-02-22;2013;13;1;"al";"JP";"20100116197";2010-05-20
15813776;2017-09-29;2017;44;1;"al";"EP";"20140199629";2014-12-22
85401165;1985-11-16;1986;3;1;"al";"FR";"19840009344";1984-06-14
14188173;2015-05-12;2015;20;1;"al";"JP";"20130211983";2013-10-09
14188173;2015-05-12;2015;20;2;"al";"JP";"20140206293";2014-10-07
10834783;2012-09-07;2012;41;1;"al";"KR";"20090118431";2009-12-02
10835234;2012-09-07;2012;41;1;"al";"US";"20090266961P";2009-12-04
98300424;1998-06-12;1998;31;1;"al";"US";"19970036122P";1997-01-21
200913;2000-04-14;2000;22;1;"al";"US";"19930059832";1993-05-10
9775046;2011-09-09;2011;41;2;"al";"US";"20090578554";2009-10-13
9775046;2011-09-09;2011;41;3;"al";"US";"20080121103P";2008-12-09
12757538;2013-12-20;2014;4;1;"al";"US";"201161453424P";2011-03-16
13812464;2015-04-05;2015;19;1;"al";"US";"201213539977";2012-07-02
10161199;2010-10-01;2010;44;1;"al";"US";"20090434197";2009-05-01
10166590;2010-12-17;2011;3;1;"al";"DK";"20090070068";2009-07-17
13706153;2014-11-28;2015;1;1;"al";"US";"201213401815";2012-02-21
13706618;2014-11-28;2015;1;1;"al";"FR";"20120051697";2012-02-24
7764467;2009-03-27;2009;18;1;"al";"DK";"20060000913";2006-07-03
7764485;2009-03-13;2009;16;1;"al";"DK";"20060000981";2006-07-14
2007542;2002-08-23;2002;41;1;"al";"DE";"2001117399";2001-04-06
2011704;2002-10-18;2002;49;1;"al";"DE";"2001126912";2001-06-01
98101045;1998-07-03;1998;34;1;"al";"DE";"1997105441";1997-02-13
9710413;2010-10-22;2010;47;1;"al";"JP";"20080033713";2008-02-14
8830285;2010-04-23;2010;21;1;"al";"JP";"20070238978";2007-09-14
10162103;2010-11-26;2010;52;1;"al";"DK";"20090000781";2009-06-24
10835516;2012-09-14;2012;42;1;"al";"ES";"20090002311";2009-12-11
12165645;2012-10-30;2012;44;1;"al";"US";"201113097808";2011-04-29
6822707;2008-06-20;2008;30;1;"al";"JP";"20050316846";2005-10-31
9771830;2011-02-18;2011;12;1;"al";"AT";"20080037120U";2008-07-03
9775346;2011-09-30;2011;44;1;"al";"EP";"20080172164";2008-12-18
12163990;2012-10-16;2012;42;1;"al";"US";"201113087874";2011-04-15
14192803;2015-06-09;2015;24;1;"al";"JP";"20130253880";2013-12-09
15721860;2017-01-13;2017;7;1;"al";"IT";"2014TO00313";2014-04-11
10788033;2012-08-24;2012;39;1;"al";"DE";"20091046883";2009-11-19
11838020;2013-08-09;2013;37;1;"al";"JP";"20100245219";2010-11-01
13708190;2014-12-19;2015;4;1;"al";"DE";"201210204220";2012-03-16
13710948;2015-11-27;2016;1;1;"al";"US";"201313776135";2013-02-25
13781235;2015-01-16;2015;8;1;"al";"KR";"20120044164";2012-04-26
13782673;2015-08-14;2015;38;1;"al";"DE";"201210220502";2012-11-09
9769092;2011-02-04;2011;10;1;"al";"DK";"20080000866";2008-06-24
9769092;2011-02-04;2011;10;2;"al";"US";"20080133049";2008-06-24
10162100;2010-10-08;2010;45;2;"al";"US";"20090176246P";2009-05-07
10164372;2010-10-29;2010;48;1;"al";"DE";"20091023347";2009-05-29
8854284;2010-08-13;2010;37;1;"al";"EP";"20070121682";2007-11-27
8855563;2010-08-27;2010;39;1;"al";"DK";"20070001713";2007-11-30
90890090;1990-09-01;1990;42;1;"al";"AT";"19890000863";1989-04-12
90890090;1990-09-01;1990;42;2;"al";"AT";"19890001383";1989-06-06
10162103;2010-11-26;2010;52;2;"al";"US";"20090222134P";2009-07-01
10162644;2010-10-29;2010;48;1;"al";"DK";"20090070007";2009-05-18
9771830;2013-02-01;2013;10;1;"al";"AT";"20080000371U";2008-07-03
9772423;2011-03-25;2011;17;1;"al";"DK";"20080000913";2008-06-30
12861025;2014-09-26;2014;44;1;"al";"CN";"20111440041";2011-12-23
16739019;2018-04-20;2018;21;1;"al";"DK";"20150070470";2015-07-16
16846598;2018-06-22;2018;30;2;"al";"JP";"20150230117";2015-11-25
990763;2002-11-01;2002;51;1;"al";"DE";"2000111929";2000-03-11
13813106;2015-04-05;2015;19;1;"al";"US";"201213540074";2012-07-02
14813993;2016-03-25;2016;17;1;"al";"JP";"20130127995";2013-06-18
15812878;2017-09-29;2017;44;1;"al";"US";"201462096114P";2014-12-23
15812878;2017-09-29;2017;44;2;"al";"DK";"20150070023";2015-01-16
6124041;2007-04-27;2007;22;1;"al";"FR";"20050012003";2005-11-28
6252858;2006-07-28;2006;35;1;"al";"GB";"20050012097";2005-06-14
9001984;2009-07-17;2009;34;1;"al";"DE";"20081009159";2008-02-14
9004275;2009-10-02;2009;45;1;"al";"DE";"20081021683";2008-04-30
10166590;2010-12-17;2011;3;2;"al";"US";"20090226383P";2009-07-17
10172036;2011-01-28;2011;9;1;"al";"SE";"20090050591";2009-08-18
16745046;2018-04-20;2018;21;1;"al";"DK";"20150070474";2015-07-16
94917277;1996-01-26;1996;11;1;"al";"US";"19930059832";1993-05-10
12823340;2014-06-06;2014;28;1;"al";"US";"201113199012";2011-08-16
14165603;2014-11-11;2014;46;1;"al";"DE";"201310104698";2013-05-07
9711692;2010-11-05;2010;49;1;"al";"SE";"20080000395";2008-02-20
9711692;2010-11-05;2010;49;2;"al";"SE";"20080002165";2008-10-10
10162389;2010-12-03;2011;1;1;"al";"GB";"20090011100";2009-06-29
10163694;2010-11-05;2010;49;1;"al";"US";"20090478871";2009-06-05
12166350;2012-11-06;2012;45;1;"al";"JP";"20110103083";2011-05-02
12166350;2012-11-06;2012;45;2;"al";"JP";"20120066706";2012-03-23
8849075;2011-01-21;2011;8;1;"al";"CZ";"20070000792";2007-11-14
8851144;2010-07-30;2010;35;1;"al";"US";"20070985971";2007-11-19
10189289;2011-04-01;2011;18;1;"al";"IT";"2009MI01887";2009-10-29
10190274;2011-04-15;2011;20;1;"al";"US";"20090619199";2009-11-16
11718807;2013-02-22;2013;13;1;"al";"US";"20100784160";2010-05-20
11722837;2013-03-15;2013;16;1;"al";"DE";"20101023038";2010-06-08
15813371;2017-09-29;2017;44;1;"al";"EP";"20140200317";2014-12-24
15814373;2017-03-31;2017;18;1;"al";"AU";"20140902495";2014-06-30
10162644;2010-10-29;2010;48;2;"al";"US";"20090179126P";2009-05-18
10168987;2011-01-21;2011;8;1;"al";"US";"20090502565";2009-07-14
85890002;1985-05-31;1985;31;1;"al";"AT";"19840000114";1984-01-16
90401484;1990-10-27;1990;50;1;"al";"FR";"19890007394";1989-06-05
10787926;2012-08-31;2012;40;1;"al";"NL";"20092003865";2009-11-25
10788117;2012-08-31;2012;40;1;"al";"GB";"20090020749";2009-11-26
10716735;2012-01-13;2012;7;1;"al";"AT";"20090000570";2009-04-10
10717501;2012-01-20;2012;8;1;"al";"DE";"20091017020";2009-04-14
11738596;2013-05-03;2013;23;1;"al";"US";"20100413084P";2010-11-12
11738596;2013-05-03;2013;23;2;"al";"GB";"20100012871";2010-07-30
10833876;2012-08-31;2012;40;1;"al";"US";"20090272965P";2009-11-24
10835905;2012-09-14;2012;42;1;"al";"JP";"20090278022";2009-12-07
10192716;2011-06-03;2011;27;2;"al";"US";"20050741490P";2005-12-02
10194837;2011-06-03;2011;27;1;"al";"US";"20090650213";2009-12-30
12167550;2012-11-13;2012;46;1;"al";"IT";"2011PR00039";2011-05-13
12169589;2012-11-27;2012;48;1;"al";"DE";"201110103144";2011-05-25
13162918;2014-04-15;2014;16;1;"al";"KR";"20120113440";2012-10-12
14711451;2015-11-20;2015;52;1;"al";"DE";"201310101387";2013-02-13
14814407;2016-03-25;2016;17;1;"al";"DK";"20130000188";2013-06-20
15815487;2017-01-27;2017;9;1;"al";"CN";"20141321630";2014-07-04
15815543;2017-03-31;2017;18;1;"al";"US";"201414320565";2014-06-30
15815945;2017-03-31;2017;18;1;"al";"JP";"20140134208";2014-06-30
10165387;2010-11-12;2010;50;1;"al";"US";"20090482791";2009-06-11
10165444;2010-11-12;2010;50;1;"al";"IT";"2009MI01029";2009-06-10
90401484;1990-10-27;1990;50;2;"al";"FR";"19890007395";1989-06-05
98202781;1999-01-22;1999;10;1;"al";"US";"19970926767";1997-09-08
84306838;1985-03-09;1985;19;1;"al";"US";"19830542280";1983-10-17
84307791;1985-03-22;1985;21;1;"al";"US";"19830553004";1983-11-17
4721855;2006-02-03;2006;12;1;"al";"DE";"2003125032";2003-06-02
8801384;2010-07-02;2010;31;1;"al";"DK";"20070001457";2007-10-09
12172626;2012-12-25;2012;52;1;"al";"US";"201113164482";2011-06-20
14750708;2016-04-29;2016;22;1;"al";"FR";"20130057385";2013-07-26
13782950;2015-07-24;2015;35;1;"al";"DK";"20120000643";2012-10-19
13782950;2015-07-24;2015;35;2;"al";"US";"201261719601P";2012-10-29
11784750;2013-08-02;2013;36;1;"al";"GB";"20100018080";2010-10-26
11785343;2013-08-23;2013;39;1;"al";"DE";"20101054153";2010-12-10
10194888;2011-05-20;2011;25;1;"al";"JP";"20090283286";2009-12-14
10195037;2011-07-08;2011;32;1;"al";"US";"20090650786";2009-12-31
12169589;2012-11-27;2012;48;2;"al";"EP";"20110187334";2011-10-31
12172447;2012-12-25;2012;52;1;"al";"US";"201113167931";2011-06-24
14714225;2016-01-29;2016;9;1;"al";"DE";"201310207264";2013-04-22
15753316;2017-05-19;2017;25;1;"al";"DK";"20140070491";2014-08-15
16825011;2018-04-13;2018;20;1;"al";"US";"201562191476P";2015-07-12
16825011;2018-04-13;2018;20;2;"al";"US";"201662312341P";2016-03-23
7785494;2009-03-13;2009;16;1;"al";"CZ";"20060000488";2006-07-31
7785494;2009-03-13;2009;16;2;"al";"CZ";"20070000320";2007-05-02
16817865;2018-04-06;2018;19;1;"al";"JP";"20150133148";2015-07-01
91117774;1992-03-13;1992;18;1;"al";"JP";"19900287131";1990-10-26
13163659;2013-11-26;2013;48;1;"al";"DE";"20121009867";2012-05-21
14711444;2016-03-25;2016;17;1;"al";"DE";"201310211520";2013-06-19
13782950;2015-07-24;2015;35;3;"al";"GB";"20130003608";2013-02-28
14799336;2016-08-12;2016;37;1;"al";"GB";"20130019520";2013-11-05
12757515;2013-12-20;2014;4;1;"al";"JP";"20110058793";2011-03-17
14812786;2016-09-16;2016;42;1;"al";"GB";"20130021725";2013-12-09
11723237;2013-03-08;2013;15;1;"al";"US";"20100349964P";2010-05-31
11723237;2013-03-08;2013;15;2;"al";"DK";"20100070218";2010-05-27
10195907;2011-07-08;2011;32;1;"al";"US";"20100651729";2010-01-04
10196058;2011-05-27;2011;26;1;"al";"FR";"20090059429";2009-12-22
14747354;2016-11-04;2016;49;1;"al";"EP";"20140172977";2014-06-18
16812581;2018-03-23;2018;17;1;"al";"US";"201562182245P";2015-06-19
10165597;2011-11-23;2011;43;1;"al";"US";"20100327701P";2010-04-25
10165597;2012-07-13;2012;33;0;"al";"  ";"";9999-12-31
94927790;1996-06-07;1996;30;1;"al";"JP";"19930269707";1993-10-01
3250150;2003-07-25;2003;37;1;"al";"JP";"20020062879";2002-03-08
8022050;2009-06-12;2009;29;1;"al";"DE";"20081003904";2008-01-10
8075045;2008-07-11;2008;33;1;"al";"BE";"20070000048";2007-02-06
9772423;2011-03-25;2011;17;2;"al";"US";"20080076944P";2008-06-30
10839565;2012-09-28;2012;44;1;"al";"JP";"20090296149";2009-12-25
8801384;2010-07-02;2010;31;2;"al";"DK";"20080000721";2008-05-26
8804511;2011-03-18;2011;16;1;"al";"WO";"2008EP57907";2008-06-20
12169956;2012-12-18;2012;51;1;"al";"DE";"20061001613";2006-01-11
12173935;2013-01-01;2013;1;1;"al";"US";"201113173703";2011-06-30
14711771;2015-12-25;2016;4;1;"al";"EP";"20130305345";2013-03-21
14714252;2016-01-01;2016;5;1;"al";"GB";"20130005762";2013-03-28
10721732;2012-02-24;2012;13;1;"al";"DE";"20091025819";2009-05-17
10722181;2012-07-20;2012;34;1;"al";"GR";"20090100206";2009-04-08
97944167;1999-10-22;1999;49;1;"al";"JP";"19960274855";1996-10-17
3253433;2003-11-14;2004;1;1;"al";"GB";"20020014691";2002-06-26
15812994;2017-09-15;2017;42;1;"al";"SE";"20140000582";2014-12-10
15812994;2017-09-15;2017;42;2;"al";"SE";"20150000038";2015-01-23
11839783;2013-08-16;2013;38;1;"al";"JP";"20100252341";2010-11-10
13164745;2013-10-29;2013;44;1;"al";"US";"201213453713";2012-04-23
16814253;2018-03-30;2018;18;1;"al";"JP";"20150125352";2015-06-23
86308666;1987-04-25;1987;24;1;"al";"GB";"19850028902";1985-11-23
90113588;1990-12-08;1991;4;1;"al";"US";"19890380531";1989-07-17
94923300;1996-03-15;1996;18;1;"al";"US";"19930090912";1993-07-12
10169642;2010-12-24;2011;4;1;"al";"DE";"20091034012";2009-07-21
10170277;2011-01-07;2011;6;1;"al";"US";"20090535288";2009-08-04
12169611;2012-11-27;2012;48;1;"al";"CN";"20111141198";2011-05-27
12170272;2012-12-11;2012;50;1;"al";"US";"201113155417";2011-06-08
85420104;1985-11-09;1986;2;1;"al";"FR";"19840009160";1984-05-30
95104569;1995-08-18;1995;40;1;"al";"US";"19940221358";1994-03-31
91117774;1992-03-13;1992;18;2;"al";"JP";"19910225292";1991-08-12
98307453;1999-02-26;1999;15;1;"al";"US";"19970931762";1997-09-16
12855550;2014-09-12;2014;42;1;"al";"JP";"20110265666";2011-12-05
12855550;2014-09-12;2014;42;2;"al";"JP";"20110265667";2011-12-05
15755461;2016-12-02;2017;1;1;"al";"US";"201461945942P";2014-02-28
97944374;1999-05-21;1999;27;1;"al";"US";"19960026981P";1996-09-20
85440073;1986-06-07;1986;30;1;"al";"FR";"19840018860";1984-12-07
85440073;1986-06-07;1986;30;2;"al";"FR";"19850009531";1985-06-20
14165603;2014-11-11;2014;46;2;"al";"DE";"201310109535";2013-09-02
15712290;2016-12-23;2017;4;1;"al";"DE";"201410205016";2014-03-18
5745406;2006-12-29;2007;5;1;"al";"CA";"20042467329";2004-05-14
5745406;2006-12-29;2007;5;2;"al";"US";"20040571489P";2004-05-17
15816654;2017-09-22;2017;43;1;"al";"DK";"20140070802";2014-12-18
91403134;1992-05-15;1992;27;1;"al";"FR";"19900016358";1990-12-27
11733561;2013-04-19;2013;21;1;"al";"GB";"20100021226";2010-12-14
11733561;2013-04-19;2013;21;2;"al";"US";"20100364079P";2010-07-14
14190936;2015-05-05;2015;19;1;"al";"US";"201314065702";2013-10-29
14192542;2015-05-26;2015;22;1;"al";"US";"201314088474";2013-11-25
5705911;2006-09-22;2006;43;1;"al";"US";"20040537609P";2004-01-20
5705911;2006-09-22;2006;43;2;"al";"US";"20040588074P";2004-07-15
10196058;2011-05-27;2011;26;2;"al";"FR";"20100051219";2010-02-19
11781887;2013-04-05;2013;19;1;"al";"SE";"20100050720";2010-06-30
