id;change_date;bulletin_year;bulletin_nr;prior_seq_nr;prior_kind;prior_auth;prior_nr;prior_date
2722230;2003-11-28;2004;3;1;"al";"DE";"2001114431";2001-03-23
2722230;2003-11-28;2004;3;2;"al";"DE";"2001126049";2001-05-29
4007496;2004-10-01;2004;47;1;"al";"DE";"2003121566";2003-05-14
4013146;2004-10-22;2004;50;1;"al";"DE";"2003125821";2003-06-07
2724296;2003-12-19;2004;6;1;"al";"DE";"2001119986";2001-04-23
5776813;2007-05-11;2007;24;1;"al";"JP";"20040258182";2004-09-06
949353;2002-05-31;2002;29;1;"al";"DE";"1999146899";1999-09-30
4004427;2005-01-21;2005;10;1;"al";"JP";"20030309620";2003-09-02
2724233;2003-11-21;2004;2;1;"al";"DE";"2001118121";2001-04-11
4004743;2004-08-13;2004;40;1;"al";"DE";"2003114200";2003-03-28
5770535;2007-05-11;2007;24;1;"al";"JP";"20040234148";2004-08-11
8707451;2009-10-09;2009;46;1;"al";"DE";"20071005642";2007-01-31
4008058;2004-08-27;2004;42;1;"al";"CN";"2003245201U";2003-04-10
4011233;2004-12-31;2005;7;1;"al";"JP";"20030292404";2003-08-12
5770177;2007-03-02;2007;14;1;"al";"DE";"20041033680";2004-07-09
8711590;2009-10-02;2009;45;1;"al";"JP";"20070041749";2007-02-22
6833219;2008-07-11;2008;33;1;"al";"JP";"20050343701";2005-11-29
9757653;2011-04-01;2011;18;1;"al";"ES";"20080001706";2008-06-06
4010856;2004-09-24;2004;46;1;"al";"US";"20030430318";2003-05-07
9753562;2011-02-25;2011;13;1;"al";"DK";"20080000747";2008-05-30
9756456;2011-07-01;2011;31;1;"al";"EP";"20080020580";2008-11-26
12002862;2012-11-13;2012;46;1;"al";"DE";"201110100981";2011-05-10
9752726;2011-07-01;2011;31;1;"al";"DE";"20081053605";2008-10-17
9753109;2012-01-20;2012;8;1;"al";"DE";"20091017531";2009-04-17
4004427;2005-01-21;2005;10;2;"al";"JP";"20030309623";2003-09-02
9753013;2011-07-01;2011;31;1;"al";"DK";"20080001485";2008-10-29
949294;2002-06-14;2002;31;1;"al";"DE";"1999150620";1999-10-20
953263;2001-06-01;2001;29;1;"al";"FR";"19990009551";1999-07-22
6830887;2008-06-20;2008;30;1;"al";"ES";"20050002577";2005-10-21
6830887;2008-06-20;2008;30;2;"al";"ES";"20060002614";2006-10-16
6837095;2008-06-27;2008;31;1;"al";"US";"20050273166";2005-11-14
10795225;2012-09-21;2012;43;1;"al";"DE";"20091059671";2009-12-19
954405;2002-05-03;2002;25;1;"al";"DK";"19990001180";1999-08-25
9753168;2011-07-01;2011;31;1;"al";"GB";"20080019971";2008-10-31
2726242;2004-01-24;2004;11;1;"al";"DE";"2001124268";2001-05-18
8709588;2009-12-04;2010;1;1;"al";"GB";"20070005537";2007-03-22
6831652;2008-07-25;2008;35;1;"al";"IT";"2005BO00745";2005-12-06
9755919;2011-08-26;2011;39;1;"al";"GB";"20080021965";2008-12-02
10795029;2012-08-17;2012;38;1;"al";"FI";"20090006161";2009-11-09
10797994;2012-09-14;2012;42;1;"al";"DE";"20091057449";2009-12-09
2727727;2004-01-19;2004;10;1;"al";"GB";"20010013347";2001-06-01
9752886;2012-03-16;2012;16;1;"al";"GB";"20090006713";2009-04-20
2722216;2003-11-28;2004;3;1;"al";"DE";"2001117212";2001-04-06
2724088;2004-03-05;2004;17;1;"al";"CN";"2001110573";2001-04-12
2724057;2003-11-28;2004;3;1;"al";"US";"20010282500P";2001-04-10
2724057;2003-11-28;2004;3;2;"al";"US";"20010988643";2001-11-20
954601;2002-05-31;2002;29;1;"al";"DE";"1999148198";1999-10-06
4005102;2004-07-30;2004;38;1;"al";"DE";"2003110708";2003-03-10
4733706;2006-02-10;2006;13;1;"al";"NO";"20030002295";2003-05-21
4737943;2006-02-24;2006;15;1;"al";"US";"20030486465P";2003-07-14
9752461;2011-09-16;2011;42;1;"al";"GB";"20080023555";2008-12-24
9760192;2011-05-27;2011;26;1;"al";"FR";"20080005931";2008-10-24
8711042;2009-10-23;2009;48;1;"al";"JP";"20070030265";2007-02-09
8711042;2009-10-23;2009;48;2;"al";"JP";"20070340010";2007-12-28
6833036;2008-08-15;2008;38;1;"al";"JP";"20050374801";2005-12-27
10796391;2012-09-28;2012;44;1;"al";"EP";"20090180341";2009-12-22
12007480;2013-06-18;2013;25;1;"al";"DE";"201110121434";2011-12-16
13186326;2014-04-01;2014;14;1;"al";"GB";"20120017482";2012-10-01
9753124;2011-10-28;2011;48;1;"al";"DE";"20091005960";2009-01-23
9755898;2011-07-01;2011;31;1;"al";"DK";"20080001660";2008-11-25
4012510;2004-10-29;2004;51;1;"al";"DE";"2003126637";2003-06-11
5773221;2007-05-11;2007;24;1;"al";"GB";"20040017618";2004-08-09
9757019;2011-04-22;2011;21;1;"al";"CA";"20082633876";2008-06-05
10794880;2012-09-21;2012;43;1;"al";"DE";"20091059669";2009-12-19
4737558;2006-03-24;2006;19;1;"al";"AU";"20030903645";2003-07-11
6116751;2006-12-22;2007;4;1;"al";"DE";"20051034621";2005-07-19
4004906;2004-07-30;2004;38;1;"al";"DE";"2003110639";2003-03-10
6836483;2008-06-20;2008;30;1;"al";"US";"20050270403";2005-11-07
4007901;2004-08-27;2004;42;1;"al";"DE";"2003116004";2003-04-07
8709321;2009-09-25;2009;44;1;"al";"FI";"20070005102";2007-02-14
9757323;2011-01-28;2011;9;1;"al";"DE";"20081028213";2008-06-06
10798924;2012-10-26;2012;48;1;"al";"US";"20100942088";2010-11-09
8711042;2009-10-23;2009;48;3;"al";"JP";"20070340011";2007-12-28
9755077;2011-02-25;2011;13;1;"al";"NL";"20081035410";2008-05-13
7747527;2009-02-06;2009;11;1;"al";"NL";"20062000113";2006-06-26
8870460;2010-08-27;2010;39;1;"al";"EP";"20080100085";2008-01-04
4007204;2004-08-27;2004;42;1;"al";"DE";"2003116005";2003-04-07
6831076;2008-07-04;2008;32;1;"al";"FR";"20050011302";2005-11-07
13188334;2014-04-22;2014;17;1;"al";"FR";"20120060017";2012-10-22
13193364;2014-06-03;2014;23;1;"al";"US";"201213687707";2012-11-28
10800206;2012-04-08;2012;19;1;"al";"US";"20090221676P";2009-06-30
10800206;2012-04-08;2012;19;2;"al";"US";"20100328884P";2010-04-28
2724057;2003-11-28;2004;3;3;"al";"US";"20020116006";2002-04-05
5771802;2007-05-11;2007;24;1;"al";"AU";"20040904593";2004-08-16
10796791;2012-04-13;2012;20;1;"al";"US";"20090224481P";2009-07-10
12003740;2012-11-27;2012;48;1;"al";"ES";"20110000577";2011-05-24
10794760;2012-04-08;2012;19;1;"al";"US";"20090611557";2009-11-03
10794760;2012-04-08;2012;19;2;"al";"US";"20090222756P";2009-07-02
9754011;2011-03-25;2011;17;1;"al";"ES";"20080001148U";2008-05-29
10800130;2012-04-21;2012;21;1;"al";"UA";"20090007348";2009-07-13
10708214;2011-12-16;2012;3;1;"al";"EP";"20090155161";2009-03-13
10709686;2012-07-20;2012;34;1;"al";"DE";"20091049906";2009-10-12
12005220;2013-01-29;2013;5;1;"al";"ES";"20110000861";2011-07-28
13188335;2014-04-22;2014;17;1;"al";"FR";"20120060016";2012-10-22
8707361;2009-10-30;2009;49;1;"al";"DE";"20071009931";2007-02-27
8707361;2009-10-30;2009;49;2;"al";"DE";"20071016190";2007-04-02
12150116;2012-07-31;2012;31;1;"al";"DE";"20111003226";2011-01-27
13187006;2014-04-08;2014;15;1;"al";"JP";"20120221160";2012-10-03
10798924;2012-10-26;2012;48;2;"al";"US";"20100297393P";2010-01-22
12004879;2012-12-04;2012;49;1;"al";"KR";"20090101439";2009-10-23
8713718;2009-10-09;2009;46;1;"al";"US";"20070900564P";2007-02-09
8713718;2009-10-09;2009;46;2;"al";"US";"20070905377P";2007-03-07
956264;2002-03-28;2002;20;1;"al";"EP";"19990114278";1999-07-29
2726375;2004-01-09;2004;9;1;"al";"IT";"2001BO00300";2001-05-15
4010413;2004-10-15;2004;49;1;"al";"DE";"2003124362";2003-05-27
8709107;2009-12-04;2010;1;1;"al";"DE";"20071013164";2007-03-20
9753562;2011-02-25;2011;13;2;"al";"US";"20080057577";2008-05-30
12005534;2013-01-29;2013;5;1;"al";"DK";"20110070416";2011-07-28
12003790;2012-11-27;2012;48;1;"al";"FR";"20110001599";2011-05-24
12004483;2013-01-01;2013;1;1;"al";"ES";"20110000727";2011-06-28
12001720;2012-10-02;2012;40;1;"al";"ES";"20110000346";2011-03-25
12002741;2012-10-23;2012;43;1;"al";"JP";"20110096209";2011-04-22
950871;2002-03-22;2002;19;1;"al";"US";"19990146122P";1999-07-29
4008234;2004-08-20;2004;41;1;"al";"JP";"20030101339";2003-04-04
9753125;2012-01-20;2012;8;1;"al";"DE";"20091017325";2009-04-16
9753559;2011-03-11;2011;15;1;"al";"DK";"20080000723";2008-05-27
9755887;2011-07-22;2011;34;1;"al";"DK";"20080001598";2008-11-17
9755887;2011-07-22;2011;34;2;"al";"US";"20080115271P";2008-11-17
10796151;2012-09-28;2012;44;1;"al";"US";"20090288386P";2009-12-21
10800261;2012-04-08;2012;19;1;"al";"US";"20090269803P";2009-06-29
9755898;2011-07-01;2011;31;2;"al";"US";"20080117604P";2008-11-25
12006696;2013-06-18;2013;25;1;"al";"DE";"201120109030U";2011-12-14
2726301;2004-01-19;2004;10;1;"al";"GB";"20010013700";2001-06-06
4007900;2004-08-27;2004;42;1;"al";"DE";"2003115676";2003-04-07
10794760;2012-04-08;2012;19;3;"al";"US";"20090228292P";2009-07-24
10798761;2012-09-21;2012;43;1;"al";"US";"20090284315P";2009-12-16
9757528;2011-02-18;2011;12;1;"al";"DK";"20080000750";2008-06-02
9757528;2011-02-18;2011;12;2;"al";"US";"20080057913";2008-06-02
10798712;2012-09-21;2012;43;1;"al";"AT";"20090079820U";2009-12-16
10798712;2013-02-01;2013;10;1;"al";"AT";"20090000798U";2009-12-16
9758836;2010-11-19;2010;51;1;"al";"US";"20080045973";2008-03-11
10796505;2012-09-14;2012;42;1;"al";"NL";"20092003925";2009-12-08
10798761;2012-09-21;2012;43;2;"al";"DK";"20090070277";2009-12-16
10798831;2012-08-03;2012;36;1;"al";"US";"20090255261P";2009-10-27
13189282;2014-05-06;2014;19;1;"al";"US";"201213665121";2012-10-31
13189975;2014-08-26;2014;35;1;"al";"WO";"2013JP54459";2013-02-22
10799055;2012-10-05;2012;45;1;"al";"DE";"20101062871";2010-12-12
10799055;2012-10-05;2012;45;2;"al";"US";"20090290515P";2009-12-29
2722896;2004-02-20;2004;15;1;"al";"JP";"20010171893";2001-06-07
8707532;2009-09-18;2009;43;1;"al";"DE";"20071006652";2007-02-06
12006496;2013-05-28;2013;22;1;"al";"DE";"201110119479";2011-11-28
13189974;2014-08-26;2014;35;1;"al";"WO";"2013JP54458";2013-02-22
15749623;2016-11-18;2016;51;1;"al";"JP";"20140024399";2014-02-12
16756247;2017-12-01;2018;1;1;"al";"US";"201562120081P";2015-02-24
5774492;2007-03-23;2007;17;1;"al";"ES";"20040001366";2004-06-04
6836361;2008-10-17;2008;47;1;"al";"US";"20060370407";2006-03-08
8714434;2009-12-11;2010;2;1;"al";"AU";"20070901469P";2007-03-18
8714434;2009-12-11;2010;2;2;"al";"AU";"20070901579P";2007-03-19
4003947;2004-07-10;2004;35;1;"al";"US";"20030368601";2003-02-20
6834786;2008-08-29;2008;40;1;"al";"JP";"20050362066";2005-12-15
12005534;2013-01-29;2013;5;2;"al";"US";"201161512439P";2011-07-28
12007121;2013-05-07;2013;19;1;"al";"DE";"201110117655";2011-11-04
4005151;2004-07-23;2004;37;1;"al";"JP";"20030061256";2003-03-07
4005151;2004-07-23;2004;37;2;"al";"JP";"20040050821";2004-02-26
9759685;2011-09-23;2011;43;1;"al";"DE";"20081063873";2008-12-19
9759685;2011-09-23;2011;43;2;"al";"DE";"20091008340";2009-01-26
13192884;2014-06-03;2014;23;1;"al";"IN";"2012CHE4992";2012-11-29
14370001;2014-11-04;2014;45;1;"al";"FR";"20130001026";2013-05-02
14389502;2015-05-12;2015;20;1;"al";"DK";"20130070646";2013-11-06
14702626;2015-11-13;2015;51;1;"al";"EP";"20130154357";2013-02-07
12152253;2012-05-08;2012;19;1;"al";"JP";"20050159848";2005-05-31
12152253;2012-05-08;2012;19;2;"al";"JP";"20050196548";2005-07-05
6834786;2008-08-29;2008;40;2;"al";"JP";"20060329934";2006-12-06
8710929;2009-10-16;2009;47;1;"al";"JP";"20070030479";2007-02-09
12004480;2013-01-01;2013;1;1;"al";"ES";"20110000728";2011-06-28
13184682;2014-04-01;2014;14;1;"al";"JP";"20120211998";2012-09-26
12152253;2012-05-08;2012;19;3;"al";"JP";"20050249524";2005-08-30
13189310;2014-09-02;2014;36;1;"al";"JP";"20130038953";2013-02-28
16756247;2017-12-01;2018;1;2;"al";"US";"201562149947P";2015-04-20
94114665;1995-02-10;1995;13;1;"al";"SE";"19930003050";1993-09-20
956832;2002-06-07;2002;30;1;"al";"JP";"19990249697";1999-09-03
6835142;2008-08-01;2008;36;1;"al";"JP";"20050368667";2005-12-21
954444;2002-05-31;2002;29;1;"al";"DE";"1999148194";1999-10-06
4009416;2004-09-10;2004;44;1;"al";"JP";"20030121953";2003-04-25
8709348;2009-10-30;2009;49;1;"al";"GB";"20070002552";2007-02-09
9754010;2011-02-04;2011;10;1;"al";"ES";"20080001632";2008-05-30
10794857;2012-08-17;2012;38;1;"al";"DE";"20091052493";2009-11-11
12006627;2013-04-02;2013;14;1;"al";"DE";"2003139438";2003-08-25
14704283;2015-11-20;2015;52;1;"al";"DE";"20131002472";2013-02-13
15749879;2017-06-09;2017;28;1;"al";"GB";"20140015545";2014-09-03
13193655;2014-02-25;2014;9;1;"al";"US";"20070890438P";2007-02-16
13195742;2014-07-15;2014;29;1;"al";"DK";"20130070022";2013-01-15
8714031;2009-10-16;2009;47;1;"al";"US";"20070627847";2007-01-26
9757193;2011-02-18;2011;12;1;"al";"DE";"20081026474";2008-06-03
12004311;2012-12-11;2012;50;1;"al";"JP";"20110126618";2011-06-06
12004481;2013-01-01;2013;1;1;"al";"ES";"20110000726";2011-06-28
6831419;2008-08-22;2008;39;1;"al";"GB";"20050025989";2005-12-21
9756535;2011-11-11;2011;50;1;"al";"FR";"20090000494";2009-02-05
15745593;2017-03-24;2017;17;1;"al";"US";"201462013646P";2014-06-18
85308072;1986-03-28;1986;20;1;"al";"GB";"19840028064";1984-11-06
8708199;2009-11-06;2009;50;1;"al";"EP";"20070001910";2007-01-29
8714315;2009-12-11;2010;2;1;"al";"AT";"20070000538";2007-04-05
94117805;1995-06-02;1995;29;1;"al";"DE";"19944401069";1994-01-15
1113461;2001-11-23;2002;2;1;"al";"US";"20000610752";2000-07-06
4010236;2004-12-31;2005;7;1;"al";"DE";"2003119481";2003-04-30
4010236;2004-12-31;2005;7;2;"al";"EP";"20040008360";2004-04-06
12007275;2013-04-30;2013;18;1;"al";"DE";"201110116843";2011-10-25
12007975;2013-06-04;2013;23;1;"al";"US";"201113309991";2011-12-02
5772091;2007-05-25;2007;26;1;"al";"US";"20040590344P";2004-07-23
5773913;2007-05-04;2007;23;1;"al";"KR";"20040077172";2004-09-24
10800110;2012-04-21;2012;21;1;"al";"SE";"20090000995";2009-07-17
12003599;2012-11-20;2012;47;1;"al";"ES";"20110000558";2011-05-19
7747620;2008-12-19;2009;4;1;"al";"NO";"20060002052";2006-05-08
8865701;2010-08-27;2010;39;1;"al";"US";"20070015400P";2007-12-20
10800206;2012-04-08;2012;19;3;"al";"US";"20090236222P";2009-08-24
10801206;2012-09-14;2012;42;1;"al";"GB";"20090021497";2009-12-08
15749099;2016-11-25;2016;52;1;"al";"JP";"20140027932";2014-02-17
16754988;2017-12-01;2018;1;1;"al";"US";"201562119304P";2015-02-23
15749981;2017-05-19;2017;25;1;"al";"DK";"20140070483";2014-08-13
16756414;2017-12-01;2018;1;1;"al";"US";"201562121593P";2015-02-27
12002404;2012-10-09;2012;41;1;"al";"DE";"20111015970";2011-04-04
12002904;2012-11-13;2012;46;1;"al";"DE";"201110101365";2011-05-12
13188199;2014-05-20;2014;21;1;"al";"US";"201213677893";2012-11-15
13190272;2014-05-06;2014;19;1;"al";"US";"201213665148";2012-10-31
4733817;2005-12-30;2006;7;1;"al";"EP";"20030011407";2003-05-20
7747852;2009-01-23;2009;9;1;"al";"RU";"20060109976";2006-03-28
12002248;2012-10-02;2012;40;1;"al";"ES";"20110000367";2011-03-30
12004537;2012-12-18;2012;51;1;"al";"US";"201113162763";2011-06-17
12001209;2012-08-28;2012;35;1;"al";"DE";"20111012168";2011-02-23
12001209;2012-08-28;2012;35;2;"al";"DE";"20111012188";2011-02-23
9752446;2011-07-22;2011;34;1;"al";"GB";"20080020267";2008-11-05
9755811;2011-02-25;2011;13;1;"al";"US";"20080130922";2008-05-30
12005483;2013-06-11;2013;24;1;"al";"DE";"20041051054";2004-10-19
12007538;2013-09-10;2013;37;1;"al";"US";"201213414349";2012-03-07
8708869;2009-10-16;2009;47;1;"al";"DE";"20071007913";2007-02-14
9756146;2011-07-01;2011;31;1;"al";"GB";"20080021429";2008-11-24
4733590;2006-01-13;2006;9;1;"al";"GB";"20030011536";2003-05-20
4733590;2006-01-13;2006;9;2;"al";"GB";"20040005115";2004-03-06
10707732;2011-12-02;2012;1;1;"al";"US";"20090208898P";2009-02-27
11758194;2013-06-21;2013;30;1;"al";"DE";"20101040919";2010-09-16
13193811;2014-06-03;2014;23;1;"al";"KR";"20120139245";2012-12-03
13193811;2014-06-03;2014;23;2;"al";"KR";"20130026821";2013-03-13
12006146;2013-03-05;2013;10;1;"al";"US";"201113223396";2011-09-01
12150669;2012-07-31;2012;31;1;"al";"GB";"20110001469";2011-01-28
12075005;2012-07-31;2012;31;1;"al";"CN";"2011133986";2011-01-31
12152285;2012-05-08;2012;19;1;"al";"JP";"20050159848";2005-05-31
8864605;2010-09-10;2010;41;1;"al";"DK";"20070001842";2007-12-20
8864605;2010-09-10;2010;41;2;"al";"US";"20070015466";2007-12-20
10799055;2012-10-05;2012;45;3;"al";"DE";"20091060705";2009-12-29
12002262;2013-06-18;2013;25;1;"al";"DE";"201110121011";2011-12-13
9756537;2011-05-20;2011;25;1;"al";"GB";"20080016721";2008-09-13
12002774;2012-08-14;2012;33;1;"al";"US";"20070912645P";2007-04-18
9758948;2011-01-21;2011;8;1;"al";"US";"20080132869";2008-06-04
9759248;2011-03-04;2011;14;1;"al";"US";"20080130649";2008-06-02
5771802;2007-05-11;2007;24;2;"al";"AU";"20050900180";2005-01-18
6832442;2008-03-07;2008;15;1;"al";"JP";"20050325679";2005-11-10
13196529;2014-06-24;2014;26;1;"al";"US";"201213718387";2012-12-18
13196929;2014-07-29;2014;31;1;"al";"GB";"20130001329";2013-01-25
12004206;2013-01-01;2013;1;1;"al";"DE";"201110107355";2011-06-29
14700455;2015-10-16;2015;47;1;"al";"DE";"201310200347";2013-01-11
12008481;2013-06-26;2013;26;1;"al";"US";"201113335813";2011-12-22
13189117;2014-04-29;2014;18;1;"al";"US";"201213658507";2012-10-23
13192403;2014-05-13;2014;20;1;"al";"FR";"20120060743";2012-11-12
14199895;2015-06-30;2015;27;1;"al";"JP";"20130272843";2013-12-27
14198350;2015-09-15;2015;38;1;"al";"US";"201414214723";2014-03-15
15749419;2016-11-25;2016;52;1;"al";"JP";"20140025971";2014-02-13
8710929;2009-10-16;2009;47;2;"al";"JP";"20070096187";2007-04-02
8710929;2009-10-16;2009;47;3;"al";"JP";"20070147971";2007-06-04
8712648;2009-10-23;2009;48;1;"al";"NO";"20070000425";2007-01-23
9756325;2011-08-26;2011;39;1;"al";"NO";"20080004921";2008-11-24
12004217;2012-12-11;2012;50;1;"al";"DE";"201110105228";2011-06-10
12152498;2012-07-31;2012;31;1;"al";"JP";"20110014995";2011-01-27
4736631;2006-01-20;2006;10;1;"al";"DK";"20030000882";2003-06-12
6113246;2006-09-29;2006;44;1;"al";"IT";"2005BO00295";2005-04-29
12002774;2012-08-14;2012;33;2;"al";"US";"20070948136P";2007-07-05
12004546;2013-02-26;2013;9;1;"al";"DE";"201110111210";2011-08-20
7745687;2008-11-21;2008;52;1;"al";"KR";"20060028637";2006-03-29
7745880;2008-11-28;2009;1;1;"al";"KR";"20060034157";2006-04-14
10795788;2012-09-14;2012;42;1;"al";"NO";"20090003500";2009-12-09
12007408;2013-06-11;2013;24;1;"al";"DE";"201110120669";2011-12-09
13190617;2014-05-06;2014;19;1;"al";"DE";"20121021306";2012-10-31
13190617;2014-05-06;2014;19;2;"al";"DE";"20121022650";2012-11-20
16757138;2018-04-13;2018;20;1;"al";"DE";"20151008978";2015-07-07
90115172;1991-01-05;1991;8;1;"al";"US";"19890394775";1989-08-16
6832442;2008-03-07;2008;15;2;"al";"JP";"20050351681";2005-12-06
6836472;2008-06-06;2008;28;1;"al";"US";"20050731464P";2005-10-28
15745528;2017-04-07;2017;19;1;"al";"FR";"20140056225";2014-06-30
15750399;2017-03-31;2017;18;1;"al";"DE";"201410216244";2014-08-15
13190989;2014-12-30;2015;1;1;"al";"KR";"20130072685";2013-06-24
13193698;2014-05-27;2014;22;1;"al";"DE";"201210111219";2012-11-21
15744480;2017-06-15;2017;23;1;"al";"GB";"20140013551";2014-07-31
16757269;2018-06-01;2018;27;1;"al";"DE";"201510216444";2015-08-27
12001209;2012-08-28;2012;35;3;"al";"DE";"20111012189";2011-02-23
12001209;2012-08-28;2012;35;4;"al";"DE";"20111007673";2011-07-13
10797313;2012-04-13;2012;20;1;"al";"KR";"20090062765";2009-07-09
10797313;2012-04-13;2012;20;2;"al";"KR";"20090079786";2009-08-27
15751474;2016-11-25;2016;52;1;"al";"JP";"20140029368";2014-02-19
16754490;2018-06-01;2018;27;1;"al";"US";"201562210052P";2015-08-26
10796345;2012-09-21;2012;43;1;"al";"DE";"20091054608";2009-12-14
12002600;2012-11-27;2012;48;1;"al";"US";"201113089822";2011-04-19
8865522;2010-09-03;2010;40;1;"al";"DK";"20070001845";2007-12-21
10705825;2011-12-02;2012;1;1;"al";"US";"20090154990P";2009-02-24
12152285;2012-05-08;2012;19;2;"al";"JP";"20050196548";2005-07-05
12152285;2012-05-08;2012;19;3;"al";"JP";"20050249524";2005-08-30
10713569;2012-01-06;2012;6;1;"al";"DE";"20091015827";2009-04-01
12801093;2014-03-21;2014;17;1;"al";"JP";"20110135635";2011-06-17
13193959;2014-05-27;2014;22;1;"al";"DE";"201210111457";2012-11-27
13196910;2014-06-24;2014;26;1;"al";"US";"201213719739";2012-12-19
14200162;2015-06-30;2015;27;1;"al";"JP";"20130272842";2013-12-27
15744479;2017-05-19;2017;25;1;"al";"DK";"20140070490";2014-08-15
8711079;2009-10-30;2009;49;1;"al";"JP";"20070031163";2007-02-09
8711079;2009-10-30;2009;49;2;"al";"JP";"20070039421";2007-02-20
1119082;2002-01-18;2002;10;1;"al";"DE";"2000143593";2000-09-01
2792968;2004-07-30;2004;38;1;"al";"DE";"2001162259";2001-12-18
10708968;2011-12-09;2012;2;1;"al";"SE";"20090050127";2009-03-05
10708968;2011-12-09;2012;2;2;"al";"US";"20090186211P";2009-06-11
8708743;2009-11-13;2009;51;1;"al";"DE";"20071006966";2007-02-13
9752535;2010-12-10;2011;2;1;"al";"US";"20080050238";2008-03-18
13194515;2014-03-25;2014;13;1;"al";"EP";"20080152152";2008-02-29
14701312;2015-09-18;2015;43;1;"al";"US";"201313769952";2013-02-19
1115171;2001-11-16;2002;1;1;"al";"DE";"2000131473";2000-06-28
4735593;2006-02-17;2006;14;1;"al";"GB";"20030012903";2003-06-05
12004204;2012-12-04;2012;49;1;"al";"US";"201113152783";2011-06-03
12004590;2013-01-01;2013;1;1;"al";"EP";"20110005328";2011-06-29
16754707;2017-12-01;2018;1;1;"al";"US";"201562120409P";2015-02-25
85305836;1986-02-08;1986;13;1;"al";"GB";"19840021103";1984-08-20
12004472;2013-01-08;2013;2;1;"al";"DE";"201110106428";2011-07-02
12006143;2013-03-05;2013;10;1;"al";"DE";"201110111967";2011-08-31
85307074;1986-03-08;1986;17;1;"al";"BR";"19848405016";1984-10-04
2792410;2004-08-27;2004;42;1;"al";"US";"20010025049";2001-12-19
13188457;2014-04-29;2014;18;1;"al";"BE";"20120000730";2012-10-25
13189478;2014-04-22;2014;17;1;"al";"US";"201213656989";2012-10-22
12805930;2014-09-26;2014;44;1;"al";"DK";"20110070745";2011-12-21
12805930;2014-09-26;2014;44;2;"al";"US";"201161578624P";2011-12-21
14199483;2015-06-30;2015;27;1;"al";"US";"201361921223P";2013-12-27
14199983;2015-06-23;2015;26;1;"al";"ES";"20130031902";2013-12-23
15746432;2016-11-11;2016;50;1;"al";"US";"201461936596P";2014-02-06
15746802;2016-11-11;2016;50;1;"al";"US";"201414175949";2014-02-07
4737632;2006-03-17;2006;18;1;"al";"AU";"20030903968";2003-07-31
4737632;2006-03-17;2006;18;2;"al";"AU";"20040902116";2004-04-21
10709243;2011-11-18;2011;51;1;"al";"GB";"20090002289";2009-02-12
10710129;2011-12-23;2012;4;1;"al";"US";"20090161488P";2009-03-19
10709686;2012-07-20;2012;34;2;"al";"DE";"20092016149U";2009-11-20
10713137;2012-01-13;2012;7;1;"al";"DE";"20091023466";2009-06-02
10801236;2012-09-21;2012;43;1;"al";"GB";"20090021909";2009-12-16
12003739;2012-11-27;2012;48;1;"al";"ES";"20110000576";2011-05-24
12004590;2013-01-01;2013;1;2;"al";"DE";"201120105439U";2011-09-08
12004590;2013-01-01;2013;1;3;"al";"DE";"201120105689U";2011-09-09
12075024;2012-10-02;2012;40;1;"al";"CN";"2011158365";2011-03-10
12151985;2012-07-31;2012;31;1;"al";"CN";"2011133983";2011-01-31
7745875;2007-11-30;2008;1;1;"al";"KR";"20060034150";2006-04-14
8869640;2010-05-21;2010;25;1;"al";"FR";"20070007124";2007-10-11
1120392;2002-01-25;2002;11;1;"al";"DE";"2000144181";2000-09-07
8864798;2010-08-27;2010;39;1;"al";"SE";"20070002878";2007-12-21
13190019;2014-05-06;2014;19;1;"al";"US";"201213664629";2012-10-31
13190356;2014-05-06;2014;19;1;"al";"US";"201213664545";2012-10-31
14198995;2015-06-23;2015;26;1;"al";"ES";"20130031892U";2013-12-20
14198995;2016-01-29;2016;9;1;"al";"ES";"20130031892";2013-12-20
10705825;2011-12-02;2012;1;2;"al";"DE";"20091010243";2009-02-24
10706570;2011-11-18;2011;51;1;"al";"EP";"20090152673";2009-02-12
12807402;2014-05-30;2014;27;1;"al";"FI";"20110000232";2011-07-05
12808602;2014-10-03;2014;45;1;"al";"US";"201161568976P";2011-12-09
15744481;2017-06-15;2017;23;1;"al";"GB";"20140013549";2014-07-31
15748295;2017-06-23;2017;30;1;"al";"FR";"20140057079";2014-07-22
15752048;2016-12-23;2017;4;1;"al";"US";"201461941889P";2014-02-19
15752048;2016-12-23;2017;4;2;"al";"US";"201414312362";2014-06-23
4739904;2006-01-27;2006;11;1;"al";"DE";"2003127344";2003-06-16
6100866;2006-08-18;2006;38;1;"al";"DE";"20051012273";2005-03-17
10710222;2012-04-08;2012;19;1;"al";"DE";"20091020725";2009-05-11
10710222;2012-04-08;2012;19;2;"al";"DE";"20091043684";2009-10-01
12007958;2013-07-02;2013;27;1;"al";"RU";"20110154602";2011-12-29
12150300;2012-08-14;2012;33;1;"al";"GB";"20110002454";2011-02-11
12004590;2013-01-01;2013;1;4;"al";"DE";"201110113863";2011-09-22
12006625;2013-03-26;2013;13;1;"al";"US";"201113238042";2011-09-21
15747962;2017-05-12;2017;24;1;"al";"US";"201414450364";2014-08-04
85300987;1985-07-20;1985;38;1;"al";"US";"19840588921";1984-03-12
15751108;2017-04-07;2017;19;1;"al";"IT";"2014RM00348";2014-07-01
