id;bulletin_year;bulletin_nr;publn_auth;publn_nr;publn_kind;publn_date;publn_lg
5761316;2013;40;"EP";"1907692";"B1";2013-10-02;"en"
8876252;2010;17;"WO";"2010047608";"A1";2010-04-29;"en"
5743095;2010;40;"EP";"1747365";"B1";2010-10-06;"de"
8801161;2009;9;"WO";"2009024127";"A2";2009-02-26;"de"
5815014;2011;28;"EP";"1829762";"B1";2011-07-13;"en"
9163056;2010;51;"EP";"2264860";"A1";2010-12-22;"en"
9167129;2011;13;"EP";"2159560";"A3";2011-03-30;"  "
9167129;2012;21;"EP";"2159560";"B1";2012-05-23;"en"
95107972;1998;14;"EP";"0689272";"B1";1998-04-01;"en"
95108657;1996;2;"EP";"0691212";"A1";1996-01-10;"en"
15172251;2016;1;"EP";"2963319";"A1";2016-01-06;"de"
15173137;2016;1;"EP";"2963285";"A1";2016-01-06;"en"
9163056;2017;43;"EP";"2264860";"B1";2017-10-25;"en"
9163154;2010;1;"EP";"2141790";"A2";2010-01-06;"en"
11853529;2017;30;"EP";"2660464";"B1";2017-07-26;"en"
15749980;2016;7;"WO";"2016023555";"A1";2016-02-18;"en"
1969376;2003;17;"EP";"1303676";"A2";2003-04-23;"de"
1969376;2012;2;"EP";"1303676";"B1";2012-01-11;"de"
86115748;1987;21;"EP";"0222399";"A2";1987-05-20;"de"
86115748;1988;40;"EP";"0222399";"A3";1988-10-05;"de"
9014633;2011;21;"EP";"2325483";"A1";2011-05-25;"en"
9014633;2012;40;"EP";"2325483";"B1";2012-10-03;"en"
12000120;2013;29;"EP";"2615301";"A1";2013-07-17;"de"
12000120;2015;32;"EP";"2615301";"B1";2015-08-05;"de"
9150842;2011;16;"EP";"2090786";"A3";2011-04-20;"  "
9150842;2016;41;"EP";"2090786";"B1";2016-10-12;"de"
9178258;2010;26;"EP";"2202406";"A2";2010-06-30;"en"
9178258;2011;51;"EP";"2202406";"A3";2011-12-21;"en"
12722979;2012;45;"WO";"2012151383";"A1";2012-11-08;"en"
12722979;2014;11;"EP";"2705220";"A1";2014-03-12;"en"
9167362;2010;29;"EP";"2208709";"A2";2010-07-21;"en"
9167362;2011;10;"EP";"2208709";"A3";2011-03-09;"  "
8801161;2010;22;"EP";"2191129";"A2";2010-06-02;"de"
8801161;2011;19;"EP";"2191129";"B1";2011-05-11;"de"
11840004;2012;20;"WO";"2012064353";"A1";2012-05-18;"en"
11840004;2013;38;"EP";"2638284";"A1";2013-09-18;"en"
9179029;2010;25;"EP";"2199607";"A2";2010-06-23;"de"
9179029;2011;16;"EP";"2199607";"A3";2011-04-20;"  "
11843880;2012;22;"WO";"2012070355";"A1";2012-05-31;"ja"
11843880;2013;40;"EP";"2644735";"A1";2013-10-02;"en"
15749980;2017;28;"EP";"3188895";"A1";2017-07-12;"en"
15751059;2016;5;"WO";"2016016591";"A2";2016-02-04;"fr"
15705061;2016;51;"EP";"3105847";"A1";2016-12-21;"en"
15709491;2015;38;"WO";"2015140053";"A1";2015-09-24;"de"
12737234;2013;2;"WO";"2013004588";"A1";2013-01-10;"en"
12737234;2014;20;"EP";"2729399";"A1";2014-05-14;"en"
95108657;1997;34;"EP";"0691212";"B1";1997-08-20;"en"
990763;2001;38;"WO";"0169772";"A1";2001-09-20;"de"
3785288;2004;8;"WO";"2004015266";"A1";2004-02-19;"en"
3785288;2005;26;"EP";"1546552";"A1";2005-06-29;"en"
15709219;2016;26;"WO";"2016102788";"A1";2016-06-30;"fr"
15709219;2017;44;"EP";"3238160";"A1";2017-11-01;"fr"
12734179;2017;40;"EP";"2664056";"B1";2017-10-04;"en"
12738174;2012;49;"WO";"2012164387";"A1";2012-12-06;"en"
9179029;2013;39;"EP";"2199607";"B1";2013-09-25;"de"
11864572;2012;44;"WO";"2012147118";"A1";2012-11-01;"ja"
12724365;2012;43;"WO";"2012143708";"A2";2012-10-26;"en"
12724365;2014;9;"EP";"2699795";"A2";2014-02-26;"en"
1114866;2002;5;"EP";"1176171";"A2";2002-01-30;"en"
1114866;2002;6;"EP";"1176171";"A3";2002-02-06;"  "
9178703;2010;28;"EP";"2206902";"A2";2010-07-14;"en"
9178703;2015;49;"EP";"2206902";"A3";2015-12-02;"en"
15000401;2016;33;"EP";"3056635";"A1";2016-08-17;"de"
15000401;2017;20;"EP";"3056635";"B1";2017-05-17;"de"
12000563;2012;31;"EP";"2481921";"A2";2012-08-01;"en"
12000563;2015;5;"EP";"2481921";"A3";2015-01-28;"en"
15173137;2017;50;"EP";"2963285";"B1";2017-12-13;"en"
15174224;2016;1;"EP";"2963286";"A1";2016-01-06;"en"
15763760;2017;10;"WO";"2017039666";"A1";2017-03-09;"en"
15763760;2018;23;"EP";"3329117";"A1";2018-06-06;"en"
3785288;2007;22;"EP";"1546552";"B1";2007-05-30;"en"
3787560;2004;9;"WO";"2004017494";"A1";2004-02-26;"de"
1109556;2004;42;"EP";"1156175";"B1";2004-10-13;"de"
5736119;2005;49;"WO";"2005116445";"A1";2005-12-08;"de"
11843880;2017;19;"EP";"2644735";"B1";2017-05-10;"en"
11848092;2012;25;"WO";"2012081840";"A2";2012-06-21;"ko"
15175610;2017;2;"EP";"3116087";"A1";2017-01-11;"en"
94106335;1994;43;"EP";"0621381";"A1";1994-10-26;"de"
12724565;2012;49;"WO";"2012163358";"A1";2012-12-06;"en"
12724565;2014;15;"EP";"2715112";"A1";2014-04-09;"en"
15751059;2017;23;"EP";"3175535";"A2";2017-06-07;"fr"
15753817;2017;7;"WO";"2017027008";"A1";2017-02-16;"en"
14853185;2015;29;"WO";"2015106502";"A1";2015-07-23;"zh"
14853185;2015;42;"EP";"2930814";"A1";2015-10-14;"en"
5763640;2006;6;"WO";"2006012827";"A1";2006-02-09;"de"
5763640;2007;23;"EP";"1792077";"A1";2007-06-06;"de"
1971761;2002;3;"WO";"0204321";"A2";2002-01-17;"de"
1971761;2003;17;"EP";"1303447";"A2";2003-04-23;"de"
1114866;2005;33;"EP";"1176171";"B1";2005-08-17;"en"
5725734;2005;39;"WO";"2005089379";"A2";2005-09-29;"en"
15761803;2017;3;"EP";"3117239";"A1";2017-01-18;"en"
15763290;2016;13;"WO";"2016045963";"A1";2016-03-31;"de"
9160823;2012;13;"EP";"2147859";"A3";2012-03-28;"en"
9160823;2014;21;"EP";"2147859";"B1";2014-05-21;"en"
5763640;2014;26;"EP";"1792077";"B1";2014-06-25;"de"
9002975;2010;36;"EP";"2226923";"A1";2010-09-08;"en"
86115748;1991;29;"EP";"0222399";"B1";1991-07-17;"de"
95303224;1995;48;"EP";"0684368";"A1";1995-11-29;"en"
12000563;2018;17;"EP";"2481921";"B1";2018-04-25;"en"
12004850;2014;1;"EP";"2679803";"A1";2014-01-01;"de"
9008587;2016;11;"EP";"2282050";"B1";2016-03-16;"en"
9010289;2011;11;"EP";"2295814";"A1";2011-03-16;"en"
990763;2002;51;"EP";"1266446";"A1";2002-12-18;"de"
990763;2007;41;"EP";"1266446";"B1";2007-10-10;"de"
8876252;2012;5;"EP";"2411586";"A1";2012-02-01;"en"
8876252;2015;43;"EP";"2411586";"B1";2015-10-21;"en"
12737234;2017;23;"EP";"2729399";"B1";2017-06-07;"en"
12738029;2013;3;"WO";"2013007359";"A1";2013-01-17;"de"
15833849;2017;26;"EP";"3183602";"A1";2017-06-28;"en"
15840365;2016;11;"WO";"2016040912";"A1";2016-03-17;"en"
11848092;2013;43;"EP";"2654144";"A2";2013-10-23;"en"
11849645;2012;25;"WO";"2012079363";"A1";2012-06-21;"zh"
9010289;2012;12;"EP";"2295814";"B1";2012-03-21;"en"
9011810;2010;12;"EP";"2166273";"A2";2010-03-24;"en"
9163154;2011;39;"EP";"2141790";"A3";2011-09-28;"en"
9163154;2013;51;"EP";"2141790";"B1";2013-12-18;"en"
9002975;2015;24;"EP";"2226923";"B1";2015-06-10;"en"
9003041;2010;36;"EP";"2226502";"A1";2010-09-08;"en"
5725734;2007;1;"EP";"1738071";"A2";2007-01-03;"en"
5725734;2015;34;"EP";"1738071";"B1";2015-08-19;"en"
15753817;2018;25;"EP";"3335303";"A1";2018-06-20;"en"
15754128;2016;10;"WO";"2016034344";"A1";2016-03-10;"de"
15763290;2017;31;"EP";"3198716";"A1";2017-08-02;"de"
2258546;2003;25;"EP";"1319803";"A2";2003-06-18;"en"
15840365;2017;29;"EP";"3192154";"A1";2017-07-19;"en"
15842623;2016;12;"WO";"2016043648";"A1";2016-03-24;"en"
9011810;2011;48;"EP";"2166273";"A3";2011-11-30;"en"
9012812;2010;43;"EP";"2244372";"A2";2010-10-27;"de"
9003041;2013;9;"EP";"2226502";"B1";2013-02-27;"en"
9003854;2010;26;"EP";"2202679";"A1";2010-06-30;"de"
15003102;2017;18;"EP";"3163069";"A1";2017-05-03;"en"
15152153;2015;42;"EP";"2930812";"A1";2015-10-14;"de"
12724565;2015;45;"EP";"2715112";"B1";2015-11-04;"en"
12724865;2012;44;"WO";"2012146233";"A1";2012-11-01;"de"
15842623;2017;30;"EP";"3194862";"A1";2017-07-26;"en"
85307842;1986;47;"EP";"0201645";"A2";1986-11-20;"en"
1108887;2001;43;"EP";"1147789";"A2";2001-10-24;"de"
1108887;2002;27;"EP";"1147789";"A3";2002-07-03;"  "
86107059;1986;51;"EP";"0205014";"A2";1986-12-17;"de"
86107059;1989;1;"EP";"0205014";"A3";1989-01-04;"de"
15152210;2015;34;"EP";"2908003";"A1";2015-08-19;"en"
15152853;2016;31;"EP";"3051670";"A1";2016-08-03;"en"
15709491;2017;4;"EP";"3120020";"A1";2017-01-25;"de"
15718216;2015;45;"WO";"2015169605";"A1";2015-11-12;"de"
11849645;2013;37;"EP";"2637278";"A1";2013-09-11;"en"
11852971;2012;27;"WO";"2012092384";"A1";2012-07-05;"en"
12738029;2014;20;"EP";"2729698";"A1";2014-05-14;"de"
12738029;2016;51;"EP";"2729698";"B1";2016-12-21;"de"
10169624;2011;42;"EP";"2320069";"A3";2011-10-19;"en"
10169624;2013;4;"EP";"2320069";"B1";2013-01-23;"en"
11869709;2013;4;"WO";"2013010332";"A1";2013-01-24;"en"
11869709;2014;38;"EP";"2776711";"A1";2014-09-17;"en"
15152853;2018;34;"EP";"3051670";"B1";2018-08-22;"en"
15156697;2015;39;"EP";"2921289";"A1";2015-09-23;"en"
12738174;2014;15;"EP";"2715123";"A1";2014-04-09;"en"
12738174;2018;2;"EP";"2715123";"B1";2018-01-10;"en"
85307842;1987;40;"EP";"0201645";"A3";1987-09-30;"en"
85307842;1992;9;"EP";"0201645";"B1";1992-02-26;"en"
14853185;2016;7;"EP";"2930814";"A8";2016-02-17;"  "
14853185;2017;41;"EP";"2930814";"B1";2017-10-11;"en"
10173475;2014;9;"EP";"2290597";"A3";2014-02-26;"en"
10173475;2016;20;"EP";"2290597";"B1";2016-05-18;"en"
3787560;2005;19;"EP";"1529333";"A1";2005-05-11;"de"
10168112;2012;1;"EP";"2402205";"A1";2012-01-04;"en"
1971761;2004;42;"EP";"1303447";"B1";2004-10-13;"de"
5748042;2005;47;"WO";"2005111381";"A1";2005-11-24;"de"
9162627;2010;11;"EP";"2163691";"A2";2010-03-17;"en"
9162627;2012;7;"EP";"2163691";"A3";2012-02-15;"en"
86108833;1987;3;"EP";"0208219";"A2";1987-01-14;"en"
86108833;1987;22;"EP";"0208219";"A3";1987-05-27;"en"
12724865;2014;10;"EP";"2702269";"A1";2014-03-05;"de"
12724865;2015;30;"EP";"2702269";"B1";2015-07-22;"de"
10168112;2016;47;"EP";"2402205";"B1";2016-11-23;"en"
10168348;2012;1;"EP";"2402511";"A1";2012-01-04;"en"
12004850;2017;5;"EP";"2679803";"B1";2017-02-01;"de"
15000094;2015;49;"EP";"2949928";"A1";2015-12-02;"en"
11852971;2013;40;"EP";"2643587";"A1";2013-10-02;"en"
11852971;2016;9;"EP";"2643587";"B1";2016-03-02;"en"
6124041;2007;22;"EP";"1790819";"A1";2007-05-30;"fr"
6124041;2017;25;"EP";"1790819";"B1";2017-06-21;"fr"
14871651;2016;43;"EP";"3084211";"A1";2016-10-26;"en"
3784374;2004;8;"WO";"2004015680";"A1";2004-02-19;"en"
10175454;2011;10;"EP";"2292925";"A2";2011-03-09;"en"
10175747;2011;12;"EP";"2299567";"A2";2011-03-23;"en"
15722922;2016;39;"WO";"2016150412";"A1";2016-09-29;"de"
15722922;2017;11;"EP";"3140540";"A1";2017-03-15;"de"
95303224;1998;31;"EP";"0684368";"B1";1998-07-29;"en"
5808081;2006;19;"WO";"2006048481";"A1";2006-05-11;"en"
15712663;2016;31;"WO";"2016120503";"A1";2016-08-04;"es"
15712663;2017;3;"EP";"3118960";"A1";2017-01-18;"en"
6125678;2008;25;"EP";"1933027";"A1";2008-06-18;"en"
6125678;2011;11;"EP";"1933027";"B1";2011-03-16;"en"
8806503;2009;15;"WO";"2009044159";"A1";2009-04-09;"en"
8806503;2010;45;"EP";"2247873";"A1";2010-11-10;"en"
9012812;2012;17;"EP";"2244372";"A3";2012-04-25;"de"
9012812;2015;10;"EP";"2244372";"B1";2015-03-04;"de"
14877921;2015;28;"WO";"2015105439";"A1";2015-07-16;"en"
14877921;2016;47;"EP";"3095296";"A1";2016-11-23;"en"
9167791;2010;9;"EP";"2159416";"A2";2010-03-03;"en"
9167791;2012;11;"EP";"2159416";"A3";2012-03-14;"en"
9162627;2016;10;"EP";"2163691";"B1";2016-03-09;"en"
9162797;2010;1;"EP";"2141339";"A1";2010-01-06;"de"
15718216;2017;11;"EP";"3140541";"A1";2017-03-15;"de"
15718216;2018;9;"EP";"3140541";"B1";2018-02-28;"de"
9015205;2011;24;"EP";"2333934";"A1";2011-06-15;"en"
9015205;2016;29;"EP";"2333934";"B1";2016-07-20;"en"
95112675;1996;8;"EP";"0697275";"A2";1996-02-21;"  "
95112675;1996;16;"EP";"0697275";"A3";1996-04-17;"  "
8878783;2010;24;"WO";"2010068148";"A1";2010-06-17;"en"
8878783;2011;38;"EP";"2365895";"A1";2011-09-21;"en"
14871716;2015;25;"WO";"2015094829";"A1";2015-06-25;"en"
14871716;2016;43;"EP";"3083282";"A1";2016-10-26;"en"
12001052;2012;35;"EP";"2492497";"A2";2012-08-29;"en"
12001052;2016;45;"EP";"2492497";"A3";2016-11-09;"en"
12724386;2012;37;"WO";"2012120484";"A2";2012-09-13;"en"
12724386;2014;3;"EP";"2684278";"A2";2014-01-15;"en"
1104887;2001;43;"EP";"1148324";"A2";2001-10-24;"en"
1104887;2001;51;"EP";"1148324";"A3";2001-12-19;"  "
9013371;2010;17;"EP";"2180210";"A1";2010-04-28;"en"
9013371;2012;7;"EP";"2180210";"B1";2012-02-15;"en"
12726151;2012;47;"WO";"2012156592";"A1";2012-11-22;"fr"
12726151;2014;13;"EP";"2710257";"A1";2014-03-26;"fr"
11864572;2014;10;"EP";"2703643";"A1";2014-03-05;"en"
11864572;2018;24;"EP";"2703643";"B1";2018-06-13;"en"
5748042;2006;19;"EP";"1654442";"A1";2006-05-10;"de"
5760945;2007;3;"WO";"2007006343";"A1";2007-01-18;"en"
6252858;2006;35;"EP";"1695902";"A2";2006-08-30;"en"
6252858;2006;41;"EP";"1695902";"A3";2006-10-11;"  "
10170610;2012;4;"EP";"2410636";"A1";2012-01-25;"en"
10173503;2011;18;"EP";"2316796";"A2";2011-05-04;"en"
95112675;1999;19;"EP";"0697275";"B1";1999-05-12;"de"
95114781;1996;13;"EP";"0703133";"A2";1996-03-27;"de"
14877357;2015;27;"WO";"2015102702";"A2";2015-07-09;"en"
14877357;2016;33;"EP";"3055513";"A2";2016-08-17;"en"
9175833;2010;20;"EP";"2187506";"A1";2010-05-19;"en"
9176442;2010;21;"EP";"2189657";"A1";2010-05-26;"en"
12724386;2015;19;"EP";"2684278";"B1";2015-05-06;"en"
12725388;2012;49;"WO";"2012164045";"A1";2012-12-06;"de"
6252858;2008;46;"EP";"1695902";"B1";2008-11-12;"en"
6255951;2007;22;"EP";"1791047";"A2";2007-05-30;"en"
2258546;2004;36;"EP";"1319803";"A3";2004-09-01;"  "
2258546;2007;26;"EP";"1319803";"B1";2007-06-27;"en"
15721860;2015;41;"WO";"2015155746";"A1";2015-10-15;"en"
15721860;2017;7;"EP";"3130013";"A1";2017-02-15;"en"
12003602;2013;46;"EP";"2662204";"A1";2013-11-13;"de"
12006627;2013;14;"EP";"2574711";"A1";2013-04-03;"de"
9003736;2009;39;"EP";"2103743";"A1";2009-09-23;"en"
9006510;2010;46;"EP";"2251527";"A1";2010-11-17;"en"
6255951;2009;15;"EP";"1791047";"A3";2009-04-08;"  "
10729779;2010;33;"WO";"2010091829";"A2";2010-08-19;"de"
11859191;2012;35;"WO";"2012114468";"A1";2012-08-30;"ja"
11859191;2014;1;"EP";"2680425";"A1";2014-01-01;"en"
82200253;1982;38;"EP";"0060588";"A1";1982-09-22;"en"
82200253;1986;4;"EP";"0060588";"B1";1986-01-22;"en"
8806503;2011;49;"EP";"2247873";"B1";2011-12-07;"en"
11841587;2012;21;"WO";"2012066158";"A1";2012-05-24;"es"
12729581;2013;1;"WO";"2013000813";"A1";2013-01-03;"de"
12729581;2014;18;"EP";"2724017";"A1";2014-04-30;"de"
95114781;1997;50;"EP";"0703133";"A3";1997-12-10;"  "
95114781;2002;10;"EP";"0703133";"B1";2002-03-06;"de"
9171042;2010;13;"EP";"2169220";"A2";2010-03-31;"en"
9171042;2010;24;"EP";"2169220";"A3";2010-06-16;"  "
15718679;2015;44;"WO";"2015167749";"A1";2015-11-05;"en"
15718679;2017;10;"EP";"3138355";"A1";2017-03-08;"en"
5760945;2008;7;"EP";"1886513";"A1";2008-02-13;"en"
5760945;2012;2;"EP";"1886513";"B1";2012-01-11;"en"
14853621;2015;16;"WO";"2015058211";"A1";2015-04-23;"en"
14853621;2016;34;"EP";"3058001";"A1";2016-08-24;"en"
3782747;2004;23;"WO";"2004046582";"A2";2004-06-03;"en"
3782747;2005;38;"EP";"1576286";"A2";2005-09-21;"en"
12725388;2014;15;"EP";"2715117";"A1";2014-04-09;"de"
12727379;2012;52;"WO";"2012175406";"A2";2012-12-27;"de"
9167579;2010;9;"EP";"2159663";"A2";2010-03-03;"en"
9167579;2014;34;"EP";"2159663";"A3";2014-08-20;"en"
2386012;2003;21;"EP";"1312800";"A1";2003-05-21;"de"
5806601;2006;21;"WO";"2006053571";"A2";2006-05-26;"en"
15002073;2016;1;"EP";"2960493";"A1";2015-12-30;"de"
15002073;2017;40;"EP";"2960493";"B1";2017-10-04;"de"
1108887;2008;31;"EP";"1147789";"B1";2008-07-30;"de"
1112495;2002;1;"EP";"1168571";"A2";2002-01-02;"en"
15721860;2018;11;"EP";"3130013";"B1";2018-03-14;"en"
85107276;1986;11;"EP";"0173803";"A1";1986-03-12;"de"
9009143;2009;40;"EP";"2105349";"A1";2009-09-30;"en"
9009143;2011;7;"EP";"2105349";"B1";2011-02-16;"en"
9171042;2011;45;"EP";"2169220";"B1";2011-11-09;"en"
9172616;2010;16;"EP";"2177753";"A2";2010-04-21;"en"
15754128;2017;28;"EP";"3189122";"A1";2017-07-12;"de"
15754128;2018;24;"EP";"3189122";"B1";2018-06-13;"de"
9005469;2009;43;"EP";"2110548";"A2";2009-10-21;"en"
9005469;2010;22;"EP";"2110548";"A3";2010-06-02;"  "
10175747;2015;39;"EP";"2299567";"A3";2015-09-23;"en"
10175747;2017;31;"EP";"2299567";"B1";2017-08-02;"en"
14854038;2015;16;"WO";"2015056722";"A1";2015-04-23;"ja"
14854038;2016;34;"EP";"3059443";"A1";2016-08-24;"en"
2257671;2003;20;"EP";"1310531";"A1";2003-05-14;"en"
2258543;2003;25;"EP";"1319677";"A1";2003-06-18;"en"
9012887;2009;52;"EP";"2136017";"A1";2009-12-23;"en"
9012887;2013;9;"EP";"2136017";"B1";2013-02-27;"en"
10729779;2011;51;"EP";"2396537";"A2";2011-12-21;"de"
10729779;2015;31;"EP";"2396537";"B1";2015-07-29;"de"
86109654;1987;9;"EP";"0211279";"A2";1987-02-25;"en"
86109654;1988;33;"EP";"0211279";"A3";1988-08-17;"en"
11841587;2013;17;"EP";"2584191";"A1";2013-04-24;"en"
11850520;2012;26;"WO";"2012085947";"A2";2012-06-28;"en"
10742848;2011;8;"WO";"2011020831";"A2";2011-02-24;"de"
10742848;2012;26;"EP";"2467918";"A2";2012-06-27;"de"
11867141;2012;50;"WO";"2012169056";"A1";2012-12-13;"ja"
11867141;2014;16;"EP";"2719923";"A1";2014-04-16;"en"
12731367;2013;1;"WO";"2013000810";"A2";2013-01-03;"en"
12731367;2014;19;"EP";"2726735";"A2";2014-05-07;"en"
94928853;1995;15;"WO";"9509304";"A1";1995-04-06;"de"
94928853;1997;43;"EP";"0801711";"A1";1997-10-22;"de"
12727379;2014;18;"EP";"2723544";"A2";2014-04-30;"de"
12727379;2018;8;"EP";"2723544";"B1";2018-02-21;"de"
14861377;2015;20;"WO";"2015070282";"A1";2015-05-21;"en"
14861377;2016;39;"EP";"3071755";"A1";2016-09-28;"en"
15153989;2016;32;"EP";"3054569";"A1";2016-08-10;"en"
15159548;2015;41;"EP";"2927434";"A1";2015-10-07;"en"
12731367;2016;35;"EP";"2726735";"B1";2016-08-31;"en"
14860628;2015;19;"WO";"2015068427";"A1";2015-05-14;"ja"
15164828;2015;44;"EP";"2937560";"A1";2015-10-28;"de"
15164828;2018;23;"EP";"2937560";"B1";2018-06-06;"de"
12727779;2012;44;"WO";"2012146382";"A1";2012-11-01;"de"
12727779;2014;10;"EP";"2702298";"A1";2014-03-05;"de"
9005870;2009;45;"EP";"2113659";"A2";2009-11-04;"en"
9005870;2013;50;"EP";"2113659";"A3";2013-12-11;"en"
9014764;2011;24;"EP";"2333321";"A1";2011-06-15;"en"
9014764;2016;24;"EP";"2333321";"B1";2016-06-15;"en"
85107276;1990;19;"EP";"0173803";"B1";1990-05-09;"de"
85200081;1985;32;"EP";"0150884";"A2";1985-08-07;"en"
3784374;2005;19;"EP";"1529278";"A1";2005-05-11;"en"
7728650;2008;45;"WO";"2008131799";"A1";2008-11-06;"en"
2258543;2006;8;"EP";"1319677";"B1";2006-02-22;"en"
2290772;2002;40;"EP";"1245590";"A1";2002-10-02;"en"
5808081;2007;32;"EP";"1816728";"A1";2007-08-08;"en"
5808081;2011;44;"EP";"1816728";"B1";2011-11-02;"en"
3782747;2014;28;"EP";"1576286";"B1";2014-07-09;"en"
3793477;2004;12;"WO";"2004022920";"A1";2004-03-18;"en"
14864432;2015;21;"WO";"2015077163";"A1";2015-05-28;"en"
14864432;2016;39;"EP";"3071732";"A1";2016-09-28;"en"
9014866;2010;34;"EP";"2221510";"A1";2010-08-25;"de"
9014866;2016;16;"EP";"2221510";"B1";2016-04-20;"de"
15165678;2015;48;"EP";"2947743";"A2";2015-11-25;"en"
15165678;2016;1;"EP";"2947743";"A3";2015-12-30;"en"
10168348;2016;9;"EP";"2402511";"B1";2016-03-02;"en"
10168884;2011;7;"EP";"2284390";"A1";2011-02-16;"en"
11869656;2013;4;"WO";"2013011357";"A1";2013-01-24;"es"
11869656;2014;22;"EP";"2735729";"A1";2014-05-28;"en"
9014850;2011;22;"EP";"2327655";"A1";2011-06-01;"en"
9014850;2012;35;"EP";"2327655";"B1";2012-08-29;"en"
82111992;1983;30;"EP";"0084163";"A1";1983-07-27;"de"
82111992;1988;8;"EP";"0084163";"B1";1988-02-24;"de"
9015734;2011;25;"EP";"2335908";"A1";2011-06-22;"en"
9150327;2009;29;"EP";"2078824";"A1";2009-07-15;"fr"
15165971;2015;45;"EP";"2939809";"A1";2015-11-04;"en"
15173116;2016;12;"EP";"2998717";"A1";2016-03-23;"de"
15159762;2016;8;"EP";"2988001";"A1";2016-02-24;"en"
15159762;2016;49;"EP";"2988001";"B1";2016-12-07;"en"
5736119;2007;5;"EP";"1747375";"A1";2007-01-31;"de"
5736119;2009;22;"EP";"1747375";"B1";2009-05-27;"de"
5808081;2012;10;"EP";"1816728";"B8";2012-03-07;"  "
9156242;2009;42;"EP";"2108824";"A2";2009-10-14;"en"
10744269;2010;34;"WO";"2010096503";"A1";2010-08-26;"en"
10744269;2011;52;"EP";"2398937";"A1";2011-12-28;"en"
9175181;2010;43;"EP";"2243953";"A2";2010-10-27;"en"
9175181;2017;13;"EP";"2243953";"A3";2017-03-29;"en"
10179684;2011;14;"EP";"2306008";"A2";2011-04-06;"en"
10180152;2011;31;"EP";"2351971";"A2";2011-08-03;"en"
9005870;2014;51;"EP";"2113659";"B1";2014-12-17;"en"
9007441;2010;1;"EP";"2138400";"A1";2009-12-30;"fr"
5737601;2006;41;"WO";"2006107209";"A1";2006-10-12;"en"
5737601;2008;1;"EP";"1871993";"A1";2008-01-02;"en"
5806601;2007;36;"EP";"1828381";"A2";2007-09-05;"en"
5806601;2009;2;"EP";"1828381";"B1";2009-01-07;"en"
9015543;2010;28;"EP";"2206599";"A1";2010-07-14;"de"
9015543;2011;3;"EP";"2206599";"B1";2011-01-19;"de"
12733676;2013;2;"WO";"2013004736";"A1";2013-01-10;"fr"
12733676;2014;20;"EP";"2729356";"A1";2014-05-14;"fr"
15173116;2017;32;"EP";"2998717";"B1";2017-08-09;"de"
15173945;2016;6;"EP";"2982596";"A2";2016-02-10;"fr"
3789539;2004;27;"WO";"2004055365";"A1";2004-07-01;"en"
3789539;2005;36;"EP";"1570176";"A1";2005-09-07;"en"
10744269;2016;1;"EP";"2398937";"B1";2016-01-06;"en"
13185057;2015;13;"EP";"2851586";"A1";2015-03-25;"en"
94928853;2000;24;"EP";"0801711";"B1";2000-06-14;"de"
1102589;2002;10;"EP";"1184768";"A2";2002-03-06;"en"
12733676;2016;14;"EP";"2729356";"B1";2016-04-06;"fr"
12734295;2012;29;"WO";"2012095112";"A1";2012-07-19;"en"
86109654;1991;34;"EP";"0211279";"B1";1991-08-21;"en"
86109654;1991;49;"EP";"0211279";"B1";1991-10-17;"  "
15173945;2016;14;"EP";"2982596";"A3";2016-04-06;"fr"
15173945;2017;37;"EP";"2982596";"B1";2017-09-13;"fr"
7728650;2010;1;"EP";"2140534";"A1";2010-01-06;"en"
7728650;2018;29;"EP";"2140534";"B1";2018-07-18;"en"
1112495;2003;51;"EP";"1168571";"A3";2003-12-17;"  "
1113167;2002;1;"EP";"1168567";"A2";2002-01-02;"en"
12001052;2018;15;"EP";"2492497";"B1";2018-04-11;"en"
12003877;2012;48;"EP";"2527286";"A1";2012-11-28;"de"
9156242;2016;34;"EP";"2108824";"A3";2016-08-24;"en"
9156308;2009;40;"EP";"2105746";"A2";2009-09-30;"en"
11850520;2013;44;"EP";"2655830";"A2";2013-10-30;"en"
11852249;2012;27;"WO";"2012092410";"A1";2012-07-05;"en"
15175388;2016;3;"EP";"2975262";"A1";2016-01-20;"en"
5746241;2005;49;"WO";"2005116787";"A1";2005-12-08;"en"
7730604;2007;48;"WO";"2007135223";"A1";2007-11-29;"en"
7730604;2009;6;"EP";"2020078";"A1";2009-02-04;"en"
3789539;2007;31;"EP";"1570176";"B1";2007-08-01;"en"
3789680;2005;28;"WO";"2005064094";"A1";2005-07-14;"en"
15756607;2016;15;"WO";"2016055211";"A1";2016-04-14;"de"
15756607;2017;33;"EP";"3204640";"A1";2017-08-16;"de"
5814240;2006;25;"WO";"2006064719";"A1";2006-06-22;"en"
5814240;2007;35;"EP";"1826366";"A1";2007-08-29;"en"
12720077;2013;5;"WO";"2013013328";"A1";2013-01-31;"de"
12720077;2014;22;"EP";"2734726";"A1";2014-05-28;"de"
9075439;2011;12;"EP";"2298371";"A1";2011-03-23;"de"
9151349;2009;31;"EP";"2083338";"A2";2009-07-29;"de"
11869656;2017;28;"EP";"2735729";"B1";2017-07-12;"en"
12006696;2013;25;"EP";"2604906";"A2";2013-06-19;"de"
10168884;2012;6;"EP";"2284390";"B1";2012-02-08;"en"
