id;bulletin_year;bulletin_nr;publn_auth;publn_nr;publn_kind;publn_date;publn_lg
88106193;1994;14;"EP";"0287999";"B1";1994-04-06;"en"
97100627;1997;31;"EP";"0786851";"A1";1997-07-30;"de"
9819731;2010;15;"WO";"2010042480";"A1";2010-04-15;"en"
9819731;2011;25;"EP";"2334930";"A1";2011-06-22;"en"
10828448;2012;37;"EP";"2497948";"A2";2012-09-12;"en"
13872005;2014;30;"WO";"2014113010";"A1";2014-07-24;"en"
6774842;2008;22;"EP";"1924347";"A1";2008-05-28;"en"
6774842;2014;39;"EP";"1924347";"B1";2014-09-24;"en"
96937497;1998;35;"EP";"0859705";"A1";1998-08-26;"en"
96937497;2003;7;"EP";"0859705";"B1";2003-02-12;"en"
17169062;2017;48;"EP";"3249272";"A1";2017-11-29;"en"
17169064;2017;41;"EP";"3228419";"A1";2017-10-11;"en"
97110852;1998;2;"EP";"0816438";"A2";1998-01-07;"en"
97110852;1998;32;"EP";"0816438";"A3";1998-08-05;"  "
14158862;2014;40;"EP";"2784286";"A1";2014-10-01;"en"
14158862;2016;3;"EP";"2784286";"B1";2016-01-20;"en"
10167135;2011;2;"EP";"2273168";"A2";2011-01-12;"en"
10167135;2014;31;"EP";"2273168";"A3";2014-07-30;"en"
88630136;1989;5;"EP";"0301994";"A2";1989-02-01;"en"
88630136;1990;39;"EP";"0301994";"A3";1990-09-26;"en"
17170534;2017;48;"EP";"3249239";"A1";2017-11-29;"en"
17172529;2017;48;"EP";"3249218";"A1";2017-11-29;"en"
16193253;2017;21;"EP";"3171062";"A1";2017-05-24;"en"
16193771;2017;17;"EP";"3159578";"A1";2017-04-26;"en"
6791470;2007;17;"WO";"2007045244";"A1";2007-04-26;"en"
6791470;2008;30;"EP";"1945942";"A1";2008-07-23;"en"
9749312;2012;12;"EP";"2431607";"A1";2012-03-21;"en"
9749312;2016;21;"EP";"2431607";"B1";2016-05-25;"en"
11778836;2015;12;"EP";"2619446";"B1";2015-03-18;"en"
11790135;2011;49;"WO";"2011152914";"A2";2011-12-08;"en"
17181489;2018;6;"EP";"3279747";"A1";2018-02-07;"en"
17182096;2018;4;"EP";"3273033";"A1";2018-01-24;"en"
7013725;2010;14;"EP";"1925583";"B1";2010-04-07;"en"
7013725;2013;20;"EP";"1925583";"B2";2013-05-15;"en"
16196819;2017;42;"EP";"3232176";"A1";2017-10-18;"en"
16199693;2017;24;"EP";"3179098";"A1";2017-06-14;"en"
12812497;2013;27;"WO";"2013101822";"A2";2013-07-04;"en"
12812497;2014;45;"EP";"2798096";"A2";2014-11-05;"en"
2794497;2003;8;"WO";"03014629";"A1";2003-02-20;"de"
2794497;2004;21;"EP";"1419350";"A1";2004-05-19;"de"
10710319;2011;39;"WO";"2011116816";"A1";2011-09-29;"en"
10710319;2013;11;"EP";"2567455";"A1";2013-03-13;"en"
14154483;2017;22;"EP";"2767712";"A3";2017-05-31;"de"
14160231;2014;38;"EP";"2779405";"A1";2014-09-17;"en"
12793141;2014;15;"EP";"2715109";"A1";2014-04-09;"en"
12795481;2013;24;"WO";"2013083716";"A1";2013-06-13;"de"
13872005;2015;48;"EP";"2946117";"A1";2015-11-25;"en"
13872005;2018;25;"EP";"2946117";"B1";2018-06-20;"en"
10825849;2011;18;"WO";"2011050403";"A1";2011-05-05;"en"
10825849;2012;36;"EP";"2494186";"A1";2012-09-05;"en"
968186;2001;16;"WO";"0126560";"A1";2001-04-19;"en"
968186;2002;29;"EP";"1221898";"A1";2002-07-17;"en"
2778068;2003;20;"WO";"03040578";"A1";2003-05-15;"en"
2778068;2004;32;"EP";"1443228";"A1";2004-08-04;"en"
14159296;2014;38;"EP";"2778402";"A2";2014-09-17;"en"
14159296;2018;9;"EP";"2778402";"A3";2018-02-28;"en"
88630136;1993;5;"EP";"0301994";"B1";1993-02-03;"en"
2801875;2003;18;"WO";"03036080";"A1";2003-05-01;"de"
10781648;2011;20;"WO";"2011058164";"A1";2011-05-19;"en"
10781648;2012;42;"EP";"2510110";"A1";2012-10-17;"en"
3019357;2004;10;"EP";"1393960";"A2";2004-03-03;"en"
3019357;2006;17;"EP";"1393960";"A3";2006-04-26;"  "
11790135;2013;4;"EP";"2547893";"A2";2013-01-23;"en"
14780378;2014;41;"WO";"2014163177";"A1";2014-10-09;"ja"
7017174;2008;21;"EP";"1923567";"A2";2008-05-21;"de"
7017174;2010;17;"EP";"1923567";"A3";2010-04-28;"  "
10710319;2017;26;"EP";"2567455";"B1";2017-06-28;"en"
10710921;2010;38;"WO";"2010107305";"A1";2010-09-23;"en"
17190654;2018;11;"EP";"3293360";"A1";2018-03-14;"en"
17198842;2018;25;"EP";"3336348";"A1";2018-06-20;"en"
6791470;2010;1;"EP";"1945942";"B1";2010-01-06;"en"
6794792;2007;17;"WO";"2007045851";"A1";2007-04-26;"en"
3019357;2009;48;"EP";"1393960";"B1";2009-11-25;"en"
6764936;2007;3;"WO";"2007007103";"A1";2007-01-18;"en"
3010230;2004;1;"EP";"1375392";"A1";2004-01-02;"de"
3019056;2004;10;"EP";"1394406";"A2";2004-03-03;"de"
80430024;1981;51;"EP";"0030909";"A3";1981-12-23;"fr"
80430024;1983;52;"EP";"0030909";"B1";1983-12-28;"fr"
10167135;2017;34;"EP";"2273168";"B1";2017-08-23;"en"
13707540;2014;34;"WO";"2014124643";"A1";2014-08-21;"en"
13865462;2014;26;"WO";"2014099102";"A1";2014-06-26;"en"
13865462;2015;44;"EP";"2935794";"A1";2015-10-28;"en"
98950635;1999;13;"WO";"9915405";"A1";1999-04-01;"en"
98950635;2000;28;"EP";"1017580";"A1";2000-07-12;"en"
14780378;2016;6;"EP";"2982878";"A1";2016-02-10;"en"
14780378;2018;32;"EP";"2982878";"B1";2018-08-08;"en"
13815696;2014;24;"WO";"2014086919";"A1";2014-06-12;"de"
13815696;2015;42;"EP";"2929178";"A1";2015-10-14;"de"
16202516;2017;24;"EP";"3179056";"A2";2017-06-14;"en"
16202516;2017;40;"EP";"3179056";"A3";2017-10-04;"en"
12795481;2014;42;"EP";"2788753";"A1";2014-10-15;"de"
12799089;2013;22;"WO";"2013075990";"A2";2013-05-30;"en"
98950635;2004;32;"EP";"1017580";"B1";2004-08-04;"en"
5250651;2005;32;"EP";"1561901";"A2";2005-08-10;"en"
14786611;2015;17;"WO";"2015058846";"A2";2015-04-30;"de"
14786611;2016;35;"EP";"3061178";"A2";2016-08-31;"de"
4714335;2005;37;"WO";"2005085648";"A1";2005-09-15;"fr"
4714335;2006;45;"EP";"1719918";"A1";2006-11-08;"fr"
10011712;2011;5;"EP";"2279743";"A2";2011-02-02;"en"
10011712;2011;44;"EP";"2279743";"A3";2011-11-02;"en"
9752886;2010;20;"WO";"2010055278";"A2";2010-05-20;"en"
9752886;2012;16;"EP";"2440774";"A2";2012-04-18;"en"
2778068;2011;13;"EP";"1443228";"B1";2011-03-30;"en"
6743936;2006;48;"WO";"2006125959";"A1";2006-11-30;"en"
5250651;2009;16;"EP";"1561901";"A3";2009-04-15;"  "
5250651;2015;26;"EP";"1561901";"B1";2015-06-24;"en"
12791517;2018;2;"EP";"2771173";"B1";2018-01-10;"fr"
12792710;2012;49;"WO";"2012165969";"A1";2012-12-06;"en"
6764936;2008;14;"EP";"1904743";"A1";2008-04-02;"en"
6765004;2007;4;"WO";"2007010241";"A2";2007-01-25;"en"
9822932;2011;31;"EP";"2350352";"A1";2011-08-03;"en"
9835834;2010;26;"WO";"2010075515";"A1";2010-07-01;"en"
10710921;2012;4;"EP";"2409380";"A1";2012-01-25;"en"
10710921;2017;18;"EP";"2409380";"B1";2017-05-03;"en"
15816467;2017;46;"EP";"3243310";"A1";2017-11-15;"de"
15817489;2016;18;"WO";"2016066985";"A2";2016-05-06;"en"
16807542;2018;16;"EP";"3309944";"A1";2018-04-18;"en"
16807891;2016;50;"WO";"2016200270";"A1";2016-12-15;"en"
13707540;2015;52;"EP";"2956663";"A1";2015-12-23;"en"
13707540;2018;15;"EP";"2956663";"B1";2018-04-11;"en"
6794792;2008;32;"EP";"1952016";"A1";2008-08-06;"en"
9816157;2010;13;"WO";"2010035742";"A1";2010-04-01;"ja"
12812901;2013;24;"WO";"2013083853";"A1";2013-06-13;"en"
12812901;2014;42;"EP";"2788565";"A1";2014-10-15;"en"
16202616;2018;24;"EP";"3333416";"A1";2018-06-13;"en"
16204307;2017;31;"EP";"3199804";"A1";2017-08-02;"en"
14786611;2018;20;"EP";"3061178";"B1";2018-05-16;"de"
14786794;2015;16;"WO";"2015055213";"A1";2015-04-23;"en"
2794497;2006;20;"EP";"1419350";"B1";2006-05-17;"de"
9734886;2009;44;"WO";"2009131826";"A2";2009-10-29;"en"
13868840;2014;27;"WO";"2014105231";"A2";2014-07-03;"en"
13868840;2015;32;"EP";"2900985";"A2";2015-08-05;"en"
10150696;2010;29;"EP";"2208887";"A2";2010-07-21;"en"
10157612;2011;22;"EP";"2327621";"A2";2011-06-01;"en"
3019056;2007;11;"EP";"1394406";"A3";2007-03-14;"  "
3019056;2014;52;"EP";"1394406";"B1";2014-12-24;"de"
14162231;2015;9;"EP";"2840255";"A2";2015-02-25;"de"
14162231;2018;14;"EP";"2840255";"A3";2018-04-04;"de"
6765004;2008;15;"EP";"1907824";"A2";2008-04-09;"en"
6766591;2006;51;"WO";"2006134859";"A1";2006-12-21;"ja"
12792710;2014;15;"EP";"2715130";"A1";2014-04-09;"en"
12792710;2017;29;"EP";"2715130";"B1";2017-07-19;"en"
80900562;1980;22;"WO";"8002056";"A2";1980-10-02;"  "
80900562;1981;13;"EP";"0025791";"A1";1981-04-01;"en"
14161010;2014;40;"EP";"2784339";"A1";2014-10-01;"en"
14161010;2017;33;"EP";"2784339";"B1";2017-08-16;"en"
14163031;2015;41;"EP";"2928052";"A1";2015-10-07;"de"
98953374;1999;16;"WO";"9919208";"A1";1999-04-22;"en"
15817489;2017;49;"EP";"3250817";"A2";2017-12-06;"en"
87102023;1987;42;"EP";"0240674";"A2";1987-10-14;"en"
16194100;2017;14;"EP";"3150849";"A1";2017-04-05;"en"
16195193;2018;17;"EP";"3312556";"A1";2018-04-25;"en"
5290734;2005;41;"EP";"1584827";"A1";2005-10-12;"fr"
5290734;2010;31;"EP";"1584827";"B1";2010-08-04;"fr"
16799481;2018;15;"EP";"3303823";"A1";2018-04-11;"en"
89101025;1989;33;"EP";"0327865";"A2";1989-08-16;"en"
98965173;1999;23;"WO";"9928654";"A1";1999-06-10;"de"
98965173;2000;37;"EP";"1034384";"A1";2000-09-13;"de"
9753124;2010;30;"WO";"2010083906";"A2";2010-07-29;"de"
9753124;2011;48;"EP";"2389720";"A2";2011-11-30;"de"
6743936;2008;7;"EP";"1886015";"A1";2008-02-13;"en"
6743936;2011;51;"EP";"1886015";"B1";2011-12-21;"en"
13709412;2013;37;"WO";"2013132105";"A2";2013-09-12;"de"
13709412;2014;52;"EP";"2815499";"A2";2014-12-24;"de"
80900562;1983;22;"EP";"0025791";"B1";1983-06-01;"en"
93108604;1994;7;"EP";"0582795";"A1";1994-02-16;"de"
6754635;2007;2;"WO";"2007003351";"A1";2007-01-11;"en"
6754635;2008;15;"EP";"1907028";"A1";2008-04-09;"en"
13890649;2015;5;"WO";"2015016445";"A1";2015-02-05;"ko"
13890649;2016;23;"EP";"3029316";"A1";2016-06-08;"en"
2801875;2004;31;"EP";"1440240";"A1";2004-07-28;"de"
2801875;2009;49;"EP";"1440240";"B1";2009-12-02;"de"
17159113;2017;36;"EP";"3214305";"A1";2017-09-06;"en"
17166015;2017;42;"EP";"3232055";"A1";2017-10-18;"de"
16701218;2016;28;"WO";"2016111979";"A1";2016-07-14;"en"
16701218;2017;46;"EP";"3242991";"A1";2017-11-15;"en"
10159375;2011;41;"EP";"2375549";"A1";2011-10-12;"en"
10159375;2017;50;"EP";"2375549";"B1";2017-12-13;"en"
17170722;2017;42;"EP";"3232050";"A1";2017-10-18;"en"
17172224;2017;49;"EP";"3252367";"A1";2017-12-06;"en"
10727410;2011;1;"WO";"2011000754";"A1";2011-01-06;"de"
10727410;2012;19;"EP";"2449387";"A1";2012-05-09;"de"
13815696;2018;16;"EP";"2929178";"B1";2018-04-18;"de"
13824120;2014;26;"WO";"2014095083";"A1";2014-06-26;"de"
4714335;2010;1;"EP";"1719918";"B1";2010-01-06;"fr"
4727188;2005;43;"WO";"2005100783";"A1";2005-10-27;"en"
9734886;2011;2;"EP";"2271547";"A2";2011-01-12;"en"
9734886;2014;12;"EP";"2271547";"B1";2014-03-19;"en"
98953374;2000;30;"EP";"1021333";"A1";2000-07-26;"en"
1124099;2002;16;"EP";"1197678";"A2";2002-04-17;"de"
11152181;2011;32;"EP";"2355296";"A1";2011-08-10;"en"
11156895;2011;37;"EP";"2365135";"A1";2011-09-14;"en"
9835834;2011;43;"EP";"2379881";"A1";2011-10-26;"en"
9835834;2017;17;"EP";"2379881";"B1";2017-04-26;"en"
13824120;2015;44;"EP";"2935879";"A1";2015-10-28;"de"
13824120;2017;46;"EP";"2935879";"B1";2017-11-15;"de"
14786794;2016;34;"EP";"3058220";"A1";2016-08-24;"en"
14787748;2014;44;"WO";"2014175969";"A2";2014-10-30;"en"
12812901;2016;22;"EP";"2788565";"B1";2016-06-01;"en"
12818990;2013;29;"WO";"2013104391";"A1";2013-07-18;"de"
13717200;2013;40;"WO";"2013144326";"A1";2013-10-03;"fr"
13717200;2015;6;"EP";"2831888";"A1";2015-02-04;"fr"
6726765;2006;42;"WO";"2006109079";"A1";2006-10-19;"en"
6726765;2007;52;"EP";"1869325";"A1";2007-12-26;"en"
17166266;2017;44;"EP";"3239685";"A1";2017-11-01;"en"
17177347;2017;52;"EP";"3260604";"A1";2017-12-27;"en"
6766591;2007;41;"EP";"1843361";"A1";2007-10-10;"en"
10710552;2010;38;"WO";"2010105852";"A2";2010-09-23;"de"
9753124;2016;45;"EP";"2389720";"B1";2016-11-09;"de"
12787870;2013;14;"WO";"2013046134";"A1";2013-04-04;"pt"
17200514;2018;14;"EP";"3301206";"A1";2018-04-04;"en"
17202286;2018;21;"EP";"3323983";"A1";2018-05-23;"en"
17182128;2018;7;"EP";"3281757";"A1";2018-02-14;"en"
17182277;2018;11;"EP";"3293603";"A1";2018-03-14;"en"
11159533;2011;42;"EP";"2378630";"A2";2011-10-19;"en"
11159533;2014;18;"EP";"2378630";"A3";2014-04-30;"en"
6764554;2007;3;"WO";"2007006861";"A1";2007-01-18;"en"
6764554;2008;14;"EP";"1904239";"A1";2008-04-02;"en"
16701518;2016;31;"WO";"2016120260";"A1";2016-08-04;"de"
16701518;2017;49;"EP";"3250819";"A1";2017-12-06;"de"
17203379;2018;22;"EP";"3327284";"A1";2018-05-30;"en"
17206632;2018;26;"EP";"3339637";"A1";2018-06-27;"en"
87102023;1989;29;"EP";"0240674";"A3";1989-07-19;"en"
87102023;1992;32;"EP";"0240674";"B1";1992-08-05;"en"
6726765;2009;40;"EP";"1869325";"B1";2009-09-30;"en"
9735813;2009;44;"WO";"2009130343";"A1";2009-10-29;"es"
9742120;2009;46;"WO";"2009135902";"A2";2009-11-12;"en"
9742120;2011;9;"EP";"2288807";"A2";2011-03-02;"en"
14787748;2016;3;"EP";"2971612";"A2";2016-01-20;"en"
14787748;2018;5;"EP";"2971612";"B1";2018-01-31;"en"
10710552;2012;4;"EP";"2409031";"A2";2012-01-25;"de"
10710552;2013;35;"EP";"2409031";"B1";2013-08-28;"de"
12818990;2014;47;"EP";"2802773";"A1";2014-11-19;"de"
12818990;2017;7;"EP";"2802773";"B1";2017-02-15;"de"
9836200;2010;27;"WO";"2010076860";"A1";2010-07-08;"ja"
9836200;2011;41;"EP";"2375060";"A1";2011-10-12;"en"
98965173;2002;6;"EP";"1034384";"B1";2002-02-06;"de"
3011406;2004;48;"EP";"1480327";"A1";2004-11-24;"de"
12787870;2014;32;"EP";"2762719";"A1";2014-08-06;"en"
12789099;2012;48;"WO";"2012162421";"A1";2012-11-29;"en"
1124099;2003;36;"EP";"1197678";"A3";2003-09-03;"  "
1124099;2006;27;"EP";"1197678";"B1";2006-07-05;"de"
6764554;2013;52;"EP";"1904239";"B1";2013-12-25;"en"
6777052;2007;9;"WO";"2007022977";"A1";2007-03-01;"de"
89101025;1989;35;"EP";"0327865";"A3";1989-08-30;"en"
89101025;1993;30;"EP";"0327865";"B1";1993-07-28;"en"
5405718;2007;26;"EP";"1801075";"A1";2007-06-27;"en"
8752729;2008;49;"WO";"2008146604";"A1";2008-12-04;"ja"
9816157;2011;22;"EP";"2327877";"A1";2011-06-01;"en"
12823598;2013;8;"WO";"2013025631";"A2";2013-02-21;"en"
10713407;2011;32;"WO";"2011096088";"A1";2011-08-11;"ja"
10713407;2012;51;"EP";"2535574";"A1";2012-12-19;"en"
10160456;2011;43;"EP";"2381103";"A1";2011-10-26;"en"
10164498;2011;43;"EP";"2381094";"A1";2011-10-26;"en"
87105032;1987;42;"EP";"0240962";"A1";1987-10-14;"de"
87108661;1987;52;"EP";"0249947";"A1";1987-12-23;"de"
17209867;2018;27;"EP";"3343030";"A1";2018-07-04;"de"
17210176;2018;28;"EP";"3345751";"A1";2018-07-11;"en"
91117774;1992;18;"EP";"0482514";"A1";1992-04-29;"en"
91200016;1991;30;"EP";"0438189";"A1";1991-07-24;"en"
10713407;2015;26;"EP";"2535574";"B1";2015-06-24;"en"
10727345;2010;51;"WO";"2010145669";"A1";2010-12-23;"en"
9735813;2011;13;"EP";"2302137";"A1";2011-03-30;"en"
9747696;2009;47;"WO";"2009140615";"A1";2009-11-19;"en"
5107815;2006;9;"EP";"1629946";"A2";2006-03-01;"de"
5107815;2009;37;"EP";"1629946";"A3";2009-09-09;"  "
12819283;2013;6;"WO";"2013017712";"A1";2013-02-07;"es"
12819283;2014;23;"EP";"2738312";"A1";2014-06-04;"en"
91200016;1994;38;"EP";"0438189";"B1";1994-09-21;"en"
1115808;2003;1;"EP";"1271716";"A1";2003-01-02;"de"
16807891;2018;15;"EP";"3303832";"A1";2018-04-11;"en"
90116359;1991;11;"EP";"0416413";"A1";1991-03-13;"en"
16196840;2017;21;"EP";"3171002";"A1";2017-05-24;"en"
16197826;2018;19;"EP";"3319238";"A1";2018-05-09;"en"
15797378;2016;20;"WO";"2016075461";"A1";2016-05-19;"en"
15797378;2017;38;"EP";"3218598";"A1";2017-09-20;"en"
1115808;2004;48;"EP";"1271716";"B1";2004-11-24;"de"
1126847;2002;20;"EP";"1205696";"A2";2002-05-15;"en"
14792478;2015;18;"WO";"2015063215";"A1";2015-05-07;"de"
14792478;2017;33;"EP";"3204287";"A1";2017-08-16;"de"
10727803;2010;52;"WO";"2010149983";"A2";2010-12-29;"en"
10727803;2012;18;"EP";"2446140";"A2";2012-05-02;"en"
10727345;2012;17;"EP";"2442720";"A1";2012-04-25;"en"
10727345;2016;34;"EP";"2442720";"B1";2016-08-24;"en"
12823598;2014;25;"EP";"2741997";"A2";2014-06-18;"en"
15879709;2016;31;"WO";"2016119511";"A1";2016-08-04;"zh"
5107815;2015;41;"EP";"1629946";"B1";2015-10-07;"de"
5110457;2006;16;"EP";"1647779";"A2";2006-04-19;"de"
10164498;2013;33;"EP";"2381094";"B1";2013-08-14;"en"
10165670;2010;52;"EP";"2267884";"A2";2010-12-29;"en"
200996;2001;4;"EP";"1070850";"A1";2001-01-24;"en"
4105319;2005;19;"EP";"1529962";"A2";2005-05-11;"de"
9742120;2013;38;"EP";"2288807";"B1";2013-09-18;"en"
9747518;2009;47;"WO";"2009140435";"A1";2009-11-19;"en"
17188544;2018;15;"EP";"3306078";"A1";2018-04-11;"en"
17205406;2018;23;"EP";"3331336";"A1";2018-06-06;"fr"
6777052;2008;21;"EP";"1922801";"A1";2008-05-21;"de"
6777052;2010;41;"EP";"1922801";"B1";2010-10-13;"de"
2793706;2003;29;"WO";"03058055";"A1";2003-07-17;"en"
2793706;2004;46;"EP";"1474607";"A1";2004-11-10;"en"
12819283;2017;28;"EP";"2738312";"B1";2017-07-12;"en"
15882913;2016;46;"WO";"2016182151";"A1";2016-11-17;"en"
15882913;2018;12;"EP";"3295022";"A1";2018-03-21;"en"
15903110;2017;10;"WO";"2017039049";"A1";2017-03-09;"ko"
13727864;2013;52;"WO";"2013189733";"A2";2013-12-27;"de"
13727864;2015;18;"EP";"2864631";"A2";2015-04-29;"de"
6778458;2007;43;"WO";"2007118910";"A1";2007-10-25;"es"
6778458;2009;2;"EP";"2012006";"A1";2009-01-07;"en"
10728030;2010;49;"WO";"2010141687";"A2";2010-12-09;"en"
10728030;2012;15;"EP";"2438295";"A2";2012-04-11;"en"
12805929;2013;24;"WO";"2013083135";"A1";2013-06-13;"en"
12805929;2014;42;"EP";"2788776";"A1";2014-10-15;"en"
89112482;1990;4;"EP";"0351673";"A2";1990-01-24;"en"
89112482;1991;5;"EP";"0351673";"A3";1991-01-30;"en"
13838067;2014;21;"WO";"2014075487";"A1";2014-05-22;"zh"
13838067;2014;35;"EP";"2770198";"A1";2014-08-27;"en"
14792627;2015;13;"WO";"2015048342";"A2";2015-04-02;"en"
14792627;2016;33;"EP";"3054793";"A2";2016-08-17;"en"
10711770;2010;38;"WO";"2010106564";"A1";2010-09-23;"en"
10711770;2012;4;"EP";"2408636";"A1";2012-01-25;"en"
8752729;2010;7;"EP";"2154362";"A1";2010-02-17;"en"
8752729;2014;34;"EP";"2154362";"B1";2014-08-20;"en"
10165670;2017;40;"EP";"2267884";"A3";2017-10-04;"en"
10165763;2010;50;"EP";"2261425";"A1";2010-12-15;"en"
14792845;2016;16;"WO";"2016059263";"A1";2016-04-21;"es"
14792845;2017;3;"EP";"3118452";"A1";2017-01-18;"en"
5110457;2006;22;"EP";"1647779";"A3";2006-05-31;"  "
5110457;2008;8;"EP";"1647779";"B1";2008-02-20;"de"
15879709;2017;49;"EP";"3252930";"A1";2017-12-06;"en"
6744842;2007;52;"WO";"2007148145";"A1";2007-12-27;"en"
15903110;2018;27;"EP";"3342933";"A1";2018-07-04;"en"
88104837;1988;39;"EP";"0284087";"A2";1988-09-28;"en"
12799089;2014;40;"EP";"2783110";"A2";2014-10-01;"en"
12799089;2016;16;"EP";"2783110";"B1";2016-04-20;"en"
14799766;2015;21;"WO";"2015075014";"A1";2015-05-28;"en"
14799766;2016;39;"EP";"3071404";"A1";2016-09-28;"en"
12813260;2013;27;"WO";"2013097860";"A1";2013-07-04;"en"
12813260;2014;45;"EP";"2798325";"A1";2014-11-05;"en"
1126847;2003;49;"EP";"1205696";"A3";2003-12-03;"  "
1126847;2006;14;"EP";"1205696";"B1";2006-04-05;"en"
8758531;2008;48;"WO";"2008141763";"A2";2008-11-27;"de"
8758531;2010;3;"EP";"2145102";"A2";2010-01-20;"de"
13717200;2016;30;"EP";"2831888";"B1";2016-07-27;"fr"
13719021;2013;46;"WO";"2013167238";"A1";2013-11-14;"de"
6754635;2013;49;"EP";"1907028";"B1";2013-12-04;"en"
10193460;2011;24;"EP";"2333328";"A2";2011-06-15;"en"
4727188;2007;24;"EP";"1795748";"A1";2007-06-13;"en"
7834551;2008;13;"WO";"2008035963";"A2";2008-03-27;"en"
16199230;2017;21;"EP";"3171479";"A1";2017-05-24;"en"
16202370;2018;24;"EP";"3333418";"A1";2018-06-13;"de"
10713342;2010;41;"WO";"2010116004";"A1";2010-10-14;"fr"
10713342;2012;7;"EP";"2417464";"A1";2012-02-15;"fr"
13716793;2013;44;"WO";"2013160165";"A2";2013-10-31;"en"
13716793;2015;10;"EP";"2841912";"A2";2015-03-04;"en"
91306779;1992;6;"EP";"0469784";"A2";1992-02-05;"en"
91306779;1993;12;"EP";"0469784";"A3";1993-03-24;"en"
10193460;2013;52;"EP";"2333328";"A3";2013-12-25;"en"
10193460;2016;30;"EP";"2333328";"B1";2016-07-27;"en"
11159533;2017;46;"EP";"2378630";"B1";2017-11-15;"en"
11160278;2012;40;"EP";"2505327";"A1";2012-10-03;"fr"
13738987;2013;30;"WO";"2013108603";"A1";2013-07-25;"ja"
13738987;2014;48;"EP";"2806137";"A1";2014-11-26;"en"
17176585;2017;52;"EP";"3260944";"A1";2017-12-27;"en"
17189021;2018;12;"EP";"3297156";"A1";2018-03-21;"en"
5256517;2006;19;"EP";"1655457";"A1";2006-05-10;"en"
5256517;2008;3;"EP";"1655457";"B1";2008-01-16;"en"
13732764;2014;1;"WO";"2014004098";"A1";2014-01-03;"en"
13732764;2015;25;"EP";"2882941";"A1";2015-06-17;"en"
12824147;2013;8;"WO";"2013025574";"A2";2013-02-21;"en"
12824147;2014;25;"EP";"2742236";"A2";2014-06-18;"en"
3011406;2007;47;"EP";"1480327";"B1";2007-11-21;"de"
6768745;2006;49;"WO";"2006129984";"A1";2006-12-07;"en"
2793706;2007;32;"EP";"1474607";"B1";2007-08-08;"en"
2796580;2003;24;"WO";"03048570";"A1";2003-06-12;"de"
9747696;2011;17;"EP";"2313645";"A1";2011-04-27;"en"
9754010;2009;49;"WO";"2009144356";"A1";2009-12-03;"es"
93108604;1995;49;"EP";"0582795";"B1";1995-12-06;"de"
3773816;2004;16;"WO";"2004031574";"A1";2004-04-15;"fr"
8766926;2009;2;"WO";"2009005357";"A1";2009-01-08;"en"
8766926;2010;14;"EP";"2171159";"A1";2010-04-07;"en"
87108661;1990;39;"EP";"0249947";"B1";1990-09-26;"de"
97201049;1997;47;"EP";"0807504";"A1";1997-11-19;"en"
16204417;2017;25;"EP";"3182058";"A1";2017-06-21;"en"
16306365;2018;16;"EP";"3308947";"A1";2018-04-18;"en"
17206269;2018;24;"EP";"3333439";"A1";2018-06-13;"de"
4250114;2004;32;"EP";"1443216";"A2";2004-08-04;"en"
13732968;2014;4;"WO";"2014012789";"A1";2014-01-23;"de"
13732968;2015;22;"EP";"2875562";"A1";2015-05-27;"de"
5257692;2006;25;"EP";"1672779";"A2";2006-06-21;"en"
5257692;2009;43;"EP";"1672779";"A3";2009-10-21;"  "
11774259;2011;44;"WO";"2011134090";"A1";2011-11-03;"en"
11774259;2013;10;"EP";"2564054";"A1";2013-03-06;"en"
15800751;2016;22;"WO";"2016083214";"A1";2016-06-02;"en"
15800751;2017;40;"EP";"3223936";"A1";2017-10-04;"en"
13738987;2018;23;"EP";"2806137";"B1";2018-06-06;"en"
13745539;2014;8;"WO";"2014028188";"A1";2014-02-20;"en"
4250114;2005;12;"EP";"1443216";"A3";2005-03-23;"  "
4255458;2005;11;"EP";"1515040";"A1";2005-03-16;"en"
5257692;2013;43;"EP";"1672779";"B1";2013-10-23;"en"
5290609;2005;39;"EP";"1580477";"A1";2005-09-28;"fr"
13718270;2013;42;"WO";"2013155260";"A1";2013-10-17;"en"
13718270;2015;8;"EP";"2836694";"A1";2015-02-18;"en"
3773816;2005;26;"EP";"1546549";"A1";2005-06-29;"fr"
3773816;2012;46;"EP";"1546549";"B1";2012-11-14;"fr"
11160278;2013;25;"EP";"2505327";"B1";2013-06-19;"fr"
11161975;2011;48;"EP";"2390469";"A1";2011-11-30;"en"
4255458;2007;32;"EP";"1515040";"B1";2007-08-08;"en"
7786385;2008;6;"WO";"2008014935";"A2";2008-02-07;"de"
2796580;2004;42;"EP";"1466095";"A1";2004-10-13;"de"
2796580;2008;1;"EP";"1466095";"B1";2008-01-02;"de"
9754010;2011;10;"EP";"2292926";"A1";2011-03-09;"en"
12788979;2012;48;"WO";"2012162570";"A1";2012-11-29;"en"
6768745;2008;7;"EP";"1886512";"A1";2008-02-13;"en"
6768745;2017;33;"EP";"1886512";"B1";2017-08-16;"en"
13736691;2014;1;"WO";"2014004362";"A2";2014-01-03;"en"
13736691;2015;19;"EP";"2867983";"A2";2015-05-06;"en"
15801721;2016;23;"WO";"2016087230";"A1";2016-06-09;"de"
15801721;2017;33;"EP";"3205001";"A1";2017-08-16;"de"
7786385;2009;16;"EP";"2047098";"A2";2009-04-15;"de"
