id;bulletin_year;bulletin_nr;date_type;event_date;cause_interruption;converted_to_country
14758826;2017;28;"DWDRWN";2017-01-05;"NA";"  "
11000915;2011;40;"RQEXAM";2011-06-07;"NA";"  "
11000915;2018;16;"DWDRWN";2017-10-13;"NA";"  "
11005738;0;0;"FEXRRQ";2016-11-02;"NA";"  "
10173288;0;0;"FEXRRQ";2011-12-20;"NA";"  "
10173288;2011;43;"RQEXAM";2011-09-02;"NA";"  "
12157405;0;0;"FEXRRQ";2017-09-26;"NA";"  "
9765058;0;0;"FEXRRQ";2012-10-19;"NA";"  "
9765058;2011;48;"RQEXAM";2011-08-23;"NA";"  "
9765058;2014;11;"OPPNFI";2014-01-06;"NA";"  "
13729412;0;0;"FEXRRQ";2018-05-24;"NA";"  "
13729412;2015;25;"DWDRWN";9999-12-31;"NA";"  "
13729412;2015;25;"RQEXAM";2015-02-09;"NA";"  "
13723138;0;0;"FEXRRQ";2017-08-10;"NA";"  "
13723138;2015;13;"RQEXAM";2014-11-20;"NA";"  "
13728605;2015;15;"RQEXAM";2014-10-28;"NA";"  "
14766425;0;0;"FEXRRQ";2017-02-20;"NA";"  "
14766425;2016;30;"RQEXAM";2016-02-09;"NA";"  "
14766425;2018;17;"OPPNFI";2018-02-20;"NA";"  "
13727863;0;0;"FEXRRQ";2015-08-28;"NA";"  "
13727863;2015;15;"RQEXAM";2014-12-22;"NA";"  "
13727863;2016;51;"OPPNFI";2016-10-14;"NA";"  "
11192209;2014;4;"RQEXAM";2013-12-12;"NA";"  "
11192209;2017;39;"OPPNFI";2017-07-20;"NA";"  "
11250767;0;0;"FEXRRQ";2016-05-31;"NA";"  "
11006970;2014;40;"DWDRWN";2014-04-29;"NA";"  "
11007038;0;0;"FEXRRQ";2014-01-29;"NA";"  "
11007038;2014;2;"RQEXAM";2013-11-28;"NA";"  "
15761861;2017;3;"RQEXAM";2016-09-28;"NA";"  "
92120451;0;0;"FEXRRQ";1995-03-20;"NA";"  "
92120451;1994;6;"RQEXAM";1993-12-17;"NA";"  "
11190276;2013;31;"RQEXAM";2013-06-20;"NA";"  "
11190446;2014;51;"DWDRWN";2014-06-03;"NA";"  "
11193118;0;0;"FEXRRQ";2014-05-02;"NA";"  "
9013958;2011;46;"RQEXAM";2011-10-10;"NA";"  "
9015780;0;0;"FEXRRQ";2012-05-16;"NA";"  "
9015780;2011;9;"RQEXAM";2011-01-25;"NA";"  "
92113318;0;0;"FEXRRQ";1994-12-30;"NA";"  "
92113318;1993;40;"RQEXAM";1993-08-09;"NA";"  "
92113318;1996;45;"OPPNFI";1996-08-17;"NA";"  "
80301372;1985;23;"OPPNFI";1985-02-26;"NA";"  "
96202633;0;0;"FEXRRQ";2000-01-17;"NA";"  "
96202633;1998;47;"RQEXAM";1998-09-22;"NA";"  "
11008945;2015;11;"OPPNFI";2015-01-06;"NA";"  "
11009038;0;0;"FEXRRQ";2012-11-08;"NA";"  "
11009038;2012;21;"RQEXAM";2012-01-18;"NA";"  "
13724220;2015;14;"RQEXAM";2014-11-14;"NA";"  "
13724220;2017;12;"DWDRWN";2016-10-11;"NA";"  "
13727864;0;0;"FEXRRQ";2018-06-19;"NA";"  "
9015592;0;0;"FEXRRQ";2014-11-06;"NA";"  "
9015592;2011;29;"RQEXAM";2011-06-09;"NA";"  "
9015592;2016;9;"OPPNFI";2016-01-05;"NA";"  "
9155909;0;0;"FEXRRQ";2009-10-22;"NA";"  "
9155909;2010;39;"RQEXAM";2009-05-28;"NA";"  "
9155909;2017;52;"OPPNFI";2017-10-19;"NA";"  "
14762019;2016;46;"RQEXAM";2016-05-25;"NA";"  "
14765863;2016;30;"RQEXAM";2016-04-14;"NA";"  "
90201527;0;0;"FEXRRQ";1991-07-10;"NA";"  "
13703388;2014;51;"RQEXAM";2014-07-17;"NA";"  "
13703388;2017;2;"OPPNFI";2016-11-04;"NA";"  "
13713841;2015;4;"RQEXAM";2014-10-08;"NA";"  "
12157405;2017;35;"RQEXAM";2017-07-25;"NA";"  "
12159377;0;0;"FEXRRQ";2014-02-11;"NA";"  "
12159377;2013;20;"RQEXAM";2013-04-05;"NA";"  "
95936612;2000;38;"OPPNFI";2000-07-07;"NA";"  "
1978184;0;0;"FEXRRQ";2005-02-03;"NA";"  "
1978184;2003;28;"RQEXAM";2003-03-20;"NA";"  "
13731423;2016;7;"RQEXAM";2015-11-04;"NA";"  "
13731423;2018;15;"DWDRWN";2017-11-03;"NA";"  "
15203191;2018;8;"RQEXAM";2018-01-05;"NA";"  "
92112713;0;0;"FEXRRQ";1995-01-18;"NA";"  "
92112713;1993;50;"RQEXAM";1993-10-14;"NA";"  "
92112713;1998;23;"OPPNFI";1998-03-12;"NA";"  "
13728605;2017;20;"DWDRWN";2016-12-01;"NA";"  "
13729656;0;0;"FEXRRQ";2016-03-30;"NA";"  "
13729656;2015;20;"RQEXAM";2015-02-06;"NA";"  "
80106004;0;0;"FEXRRQ";1983-11-30;"NA";"  "
80106004;1982;50;"RQEXAM";1982-09-30;"NA";"  "
80106004;1985;23;"DWDRWN";1984-11-23;"NA";"  "
13704043;0;0;"FEXRRQ";2018-06-15;"NA";"  "
13704043;2014;46;"RQEXAM";2014-08-08;"NA";"  "
13710591;0;0;"FEXRRQ";2016-05-09;"NA";"  "
11250767;2012;13;"RQEXAM";2011-09-22;"NA";"  "
11305762;0;0;"FEXRRQ";2013-12-20;"NA";"  "
11305762;2013;15;"RQEXAM";2013-03-04;"NA";"  "
14701106;2015;50;"RQEXAM";2015-06-03;"NA";"  "
14708008;0;0;"FEXRRQ";2017-12-21;"NA";"  "
14708008;2015;44;"RQEXAM";2015-07-20;"NA";"  "
11007038;2015;47;"OPPNFI";2015-09-11;"NA";"  "
11009663;0;0;"FEXRRQ";2014-06-27;"NA";"  "
11009663;2014;4;"RQEXAM";2013-12-11;"NA";"  "
92120451;1997;33;"OPPNFI";1997-05-22;"NA";"  "
4721556;0;0;"FEXRRQ";2006-02-02;"NA";"  "
4721556;2005;50;"RQEXAM";2005-10-07;"NA";"  "
9015780;2013;39;"OPPNFI";2013-07-18;"NA";"  "
9154477;2014;17;"DWDRWN";2013-10-01;"NA";"  "
9154478;2013;21;"DWDRWN";2012-10-02;"NA";"  "
11382218;2013;33;"RQEXAM";2013-07-02;"NA";"  "
11700081;0;0;"FEXRRQ";2014-08-06;"NA";"  "
11700081;2012;47;"RQEXAM";2012-07-04;"NA";"  "
96202633;2001;41;"DWDRWN";2001-04-03;"NA";"  "
96303591;0;0;"FEXRRQ";2000-08-08;"NA";"  "
96303591;1998;16;"RQEXAM";1998-02-14;"NA";"  "
13727864;2015;18;"RQEXAM";2015-01-02;"NA";"  "
15701463;2016;51;"RQEXAM";2016-09-01;"NA";"  "
15714667;2017;5;"RQEXAM";2016-10-10;"NA";"  "
6784479;0;0;"FEXRRQ";2008-06-09;"NA";"  "
6784479;2008;7;"RQEXAM";2007-11-07;"NA";"  "
6784479;2015;25;"OPPNFI";2015-04-10;"NA";"  "
3797139;2005;24;"RQEXAM";2005-03-11;"NA";"  "
3797139;2012;39;"OPPNFI";2012-07-20;"NA";"  "
6793749;0;0;"FEXRRQ";2009-05-26;"NA";"  "
12159377;2018;25;"OPPNFI";2018-04-13;"NA";"  "
12162686;2014;47;"DWDRWN";2014-04-03;"NA";"  "
12167316;0;0;"FEXRRQ";2016-02-17;"NA";"  "
11700788;2012;47;"RQEXAM";2012-08-10;"NA";"  "
11701842;0;0;"FEXRRQ";2014-02-24;"NA";"  "
11701842;2012;50;"RQEXAM";2012-09-05;"NA";"  "
90201527;1991;4;"RQEXAM";1990-11-26;"NA";"  "
90201527;1992;46;"DWDRWN";1992-04-24;"NA";"  "
90307166;0;0;"FEXRRQ";1993-03-12;"NA";"  "
11189992;2015;31;"DWDRWN";2014-12-12;"NA";"  "
11193302;0;0;"FEXRRQ";2015-11-12;"NA";"  "
11193302;2013;35;"RQEXAM";2013-07-19;"NA";"  "
11001390;2013;44;"DWDRWN";2013-02-23;"NA";"  "
11001808;2012;43;"RQEXAM";2012-09-11;"NA";"  "
11001808;2012;45;"WDRWNA";2012-09-27;"NA";"  "
92119869;0;0;"FEXRRQ";1994-04-21;"NA";"  "
92119869;1994;5;"RQEXAM";1993-12-07;"NA";"  "
990763;0;0;"FEXRRQ";2005-02-02;"NA";"  "
11005738;2013;3;"RQEXAM";2012-04-30;"NA";"  "
11005738;2018;10;"OPPNFI";2018-01-03;"NA";"  "
11007712;0;0;"FEXRRQ";2016-06-24;"NA";"  "
11305762;2014;24;"DWDRWN";2014-01-03;"NA";"  "
11382193;2012;50;"RQEXAM";2011-06-10;"NA";"  "
11382193;2013;50;"DWDRWN";2013-06-13;"NA";"  "
9772363;0;0;"FEXRRQ";2016-03-03;"NA";"  "
9772363;2011;16;"RQEXAM";2011-01-31;"NA";"  "
9772363;2017;21;"OPPNFI";2017-03-16;"NA";"  "
13729656;2017;32;"OPPNFI";2017-06-01;"NA";"  "
13730477;2015;16;"RQEXAM";2015-01-08;"NA";"  "
15705855;0;0;"FEXRRQ";2017-07-31;"NA";"  "
14715939;0;0;"FEXRRQ";2017-03-01;"NA";"  "
14715939;2016;7;"RQEXAM";2015-11-11;"NA";"  "
14717125;0;0;"FEXRRQ";2017-06-16;"NA";"  "
96250294;2000;10;"DWDRWN";1999-07-01;"NA";"  "
96304595;0;0;"FEXRRQ";1999-10-28;"NA";"  "
96304595;1997;34;"RQEXAM";1997-06-21;"NA";"  "
4721556;2011;25;"OPPNFI";2011-04-15;"NA";"  "
7000617;0;0;"FEXRRQ";2012-06-27;"NA";"  "
7000617;2008;29;"RQEXAM";2007-11-22;"NA";"  "
11009663;2016;3;"OPPNFI";2015-11-12;"NA";"  "
11151133;2012;37;"RQEXAM";2012-08-06;"NA";"  "
11151133;2016;1;"DWDRWN";2015-08-01;"NA";"  "
6786384;2008;11;"RQEXAM";2007-12-21;"NA";"  "
6786384;2011;47;"DWDRWN";2011-05-28;"NA";"  "
9013806;0;0;"FEXRRQ";2013-02-11;"NA";"  "
987118;0;0;"FEXRRQ";2002-09-10;"NA";"  "
987118;2002;38;"RQEXAM";2002-06-20;"NA";"  "
7001619;2009;28;"RQEXAM";2009-05-28;"NA";"  "
4798574;0;0;"FEXRRQ";2007-01-29;"NA";"  "
4798574;2006;32;"RQEXAM";2006-06-02;"NA";"  "
4798574;2010;47;"DWDRWN";2010-06-01;"NA";"  "
9152300;0;0;"FEXRRQ";2017-05-18;"NA";"  "
9152300;2015;8;"RQEXAM";2014-12-29;"NA";"  "
9154197;0;0;"FEXRRQ";2011-09-12;"NA";"  "
6793749;2008;24;"RQEXAM";2008-04-23;"NA";"  "
6793749;2016;39;"OPPNFI";2016-07-22;"NA";"  "
9013565;2011;50;"RQEXAM";2011-11-04;"NA";"  "
15714667;2018;6;"DWDRWN";2017-09-01;"NA";"  "
85108273;0;0;"FEXRRQ";1987-03-23;"NA";"  "
85108273;1986;38;"RQEXAM";1986-07-18;"NA";"  "
11703596;0;0;"FEXRRQ";2013-10-31;"NA";"  "
11703596;2012;50;"RQEXAM";2012-07-24;"NA";"  "
11703596;2015;13;"OPPNFI";2015-01-19;"NA";"  "
90307166;1991;4;"RQEXAM";1990-07-11;"NA";"  "
90307166;1995;42;"OPPNFI";1995-07-27;"NA";"  "
96305019;0;0;"FEXRRQ";1998-04-24;"NA";"  "
11009038;2014;20;"OPPNFI";2014-03-06;"NA";"  "
11151780;0;0;"FEXRRQ";2011-07-12;"NA";"  "
11151780;2011;29;"RQEXAM";2011-06-08;"NA";"  "
11001939;0;0;"FEXRRQ";2013-03-22;"NA";"  "
11001939;2012;37;"RQEXAM";2011-10-20;"NA";"  "
11001939;2014;31;"OPPNFI";2014-05-22;"NA";"  "
12167100;0;0;"FEXRRQ";2015-06-17;"NA";"  "
12167100;2013;27;"RQEXAM";2013-05-24;"NA";"  "
12167100;2016;22;"DWDRWN";2015-12-29;"NA";"  "
11382363;0;0;"FEXRRQ";2015-05-29;"NA";"  "
11382363;2014;2;"RQEXAM";2013-11-29;"NA";"  "
11382363;2016;42;"OPPNFI";2016-08-12;"NA";"  "
11193302;2018;2;"OPPNFI";2017-11-03;"NA";"  "
11193668;0;0;"FEXRRQ";2016-09-06;"NA";"  "
11193668;2015;9;"RQEXAM";2015-01-09;"NA";"  "
990763;2002;51;"RQEXAM";2002-10-11;"NA";"  "
990763;2008;38;"OPPNFI";2008-07-11;"NA";"  "
4721855;0;0;"FEXRRQ";2007-03-26;"NA";"  "
11007712;2016;12;"RQEXAM";2016-02-12;"NA";"  "
11009282;2012;22;"RQEXAM";2011-11-23;"NA";"  "
11009282;2013;26;"WDRWNA";2013-05-22;"NA";"  "
13714913;0;0;"FEXRRQ";2018-01-30;"NA";"  "
13714913;2015;14;"RQEXAM";2015-02-16;"NA";"  "
15757241;0;0;"FEXRRQ";2018-05-31;"NA";"  "
12740580;0;0;"FEXRRQ";2016-05-12;"NA";"  "
12740580;2014;23;"RQEXAM";2014-02-28;"NA";"  "
14759478;0;0;"FEXRRQ";2017-08-30;"NA";"  "
15382476;2017;46;"RQEXAM";2017-10-05;"NA";"  "
15398009;0;0;"FEXRRQ";2018-06-07;"NA";"  "
15398009;2017;30;"RQEXAM";2017-06-20;"NA";"  "
15705855;2017;2;"RQEXAM";2016-08-31;"NA";"  "
15706225;2015;51;"RQEXAM";2015-09-10;"NA";"  "
15706225;2018;15;"WDRWNA";2018-02-27;"NA";"  "
14717125;2016;11;"RQEXAM";2016-02-08;"NA";"  "
81303448;0;0;"FEXRRQ";1982-10-26;"NA";"  "
81303448;1982;41;"RQEXAM";1982-08-09;"NA";"  "
96304595;2001;20;"OPPNFI";2001-03-01;"NA";"  "
1991581;2004;6;"RQEXAM";2002-11-18;"NA";"  "
1991581;2005;2;"DWDRWN";2004-07-01;"NA";"  "
7001587;0;0;"FEXRRQ";2008-07-04;"NA";"  "
7001587;2008;29;"RQEXAM";2008-06-05;"NA";"  "
7001587;2010;45;"OPPNFI";2010-09-03;"NA";"  "
13705383;0;0;"FEXRRQ";2017-04-07;"NA";"  "
13705383;2015;52;"RQEXAM";2015-08-17;"NA";"  "
13705383;2018;32;"OPPNFI";2018-05-31;"NA";"  "
7022584;0;0;"FEXRRQ";2011-05-04;"NA";"  "
7022584;2011;12;"RQEXAM";2011-02-04;"NA";"  "
7022584;2012;39;"OPPNFI";2012-07-20;"NA";"  "
9013565;2012;18;"DWDRWN";2011-11-05;"NA";"  "
9014635;0;0;"FEXRRQ";2012-03-28;"NA";"  "
9014635;2011;50;"RQEXAM";2011-11-07;"NA";"  "
6787019;0;0;"FEXRRQ";2010-01-20;"NA";"  "
6787019;2008;13;"RQEXAM";2008-01-09;"NA";"  "
6787019;2013;1;"OPPNFI";2012-10-26;"NA";"  "
85108273;1989;20;"OPPNFI";1989-03-09;"NA";"  "
5822927;0;0;"FEXRRQ";2015-02-26;"NA";"  "
5822927;2007;37;"RQEXAM";2007-07-02;"NA";"  "
11703714;0;0;"FEXRRQ";2016-03-01;"NA";"  "
11703714;2012;52;"RQEXAM";2012-09-18;"NA";"  "
11703714;2017;7;"DWDRWN";2016-09-13;"NA";"  "
11151780;2013;38;"OPPNFI";2013-07-11;"NA";"  "
13700214;0;0;"FEXRRQ";2017-05-23;"NA";"  "
13700214;2014;47;"RQEXAM";2014-08-06;"NA";"  "
11150466;0;0;"FEXRRQ";2018-03-05;"NA";"  "
11150466;2015;27;"RQEXAM";2015-05-20;"NA";"  "
11150761;0;0;"FEXRRQ";2013-12-19;"NA";"  "
11193668;2017;47;"OPPNFI";2017-09-15;"NA";"  "
11195242;0;0;"FEXRRQ";2014-07-22;"NA";"  "
11195242;2013;48;"RQEXAM";2013-10-21;"NA";"  "
4787718;0;0;"FEXRRQ";2007-07-02;"NA";"  "
4787718;2006;23;"RQEXAM";2006-03-15;"NA";"  "
4787718;2012;9;"OPPNFI";2011-12-27;"NA";"  "
15757241;2017;27;"RQEXAM";2017-03-02;"NA";"  "
15766394;2017;33;"RQEXAM";2017-05-02;"NA";"  "
86900559;0;0;"FEXRRQ";1987-12-22;"NA";"  "
96305019;1997;46;"RQEXAM";1997-09-15;"NA";"  "
96305019;2000;9;"OPPNFI";1999-12-11;"NA";"  "
96308563;0;0;"FEXRRQ";2002-10-15;"NA";"  "
14759478;2016;2;"RQEXAM";2015-09-30;"NA";"  "
14766600;2017;6;"RQEXAM";2016-10-03;"NA";"  "
14766898;2016;28;"RQEXAM";2016-02-10;"NA";"  "
15700169;2016;47;"RQEXAM";2016-08-12;"NA";"  "
15700169;2017;48;"WDRWNA";2017-10-23;"NA";"  "
15707307;2017;4;"RQEXAM";2016-10-21;"NA";"  "
15710752;0;0;"FEXRRQ";2017-10-04;"NA";"  "
15710752;2017;4;"RQEXAM";2016-09-08;"NA";"  "
15714194;2017;7;"RQEXAM";2016-11-02;"NA";"  "
81303448;1986;19;"OPPNFI";1986-02-18;"NA";"  "
81401048;0;0;"FEXRRQ";1982-04-21;"NA";"  "
81401048;1982;6;"RQEXAM";1981-12-04;"NA";"  "
1995075;0;0;"FEXRRQ";2006-03-30;"NA";"  "
1995075;2003;39;"RQEXAM";2003-06-20;"NA";"  "
1995075;2007;14;"DWDRWN";2006-08-10;"NA";"  "
11193118;2014;5;"RQEXAM";2013-12-18;"NA";"  "
11193118;2016;5;"OPPNFI";2015-11-26;"NA";"  "
11193220;2014;12;"RQEXAM";2014-02-07;"NA";"  "
7011077;0;0;"FEXRRQ";2008-07-31;"NA";"  "
7011077;2008;33;"RQEXAM";2008-06-30;"NA";"  "
7011077;2011;25;"DWDRWN";2011-01-04;"NA";"  "
7001619;2015;9;"WDRWNA";2015-01-21;"NA";"  "
7001670;0;0;"FEXRRQ";2009-05-11;"NA";"  "
7001670;2009;18;"RQEXAM";2009-03-18;"NA";"  "
13705516;0;0;"FEXRRQ";2016-08-16;"NA";"  "
13705516;2014;47;"RQEXAM";2014-07-04;"NA";"  "
13707102;2015;51;"RQEXAM";2015-08-28;"NA";"  "
9776199;0;0;"FEXRRQ";2012-05-08;"NA";"  "
9776199;2011;26;"RQEXAM";2011-04-19;"NA";"  "
9776950;2011;12;"RQEXAM";2010-05-08;"NA";"  "
12167316;2014;3;"RQEXAM";2013-12-04;"NA";"  "
12167316;2016;50;"DWDRWN";2016-06-28;"NA";"  "
12168237;2014;19;"RQEXAM";2014-03-27;"NA";"  "
12169304;2014;52;"DWDRWN";2014-05-28;"NA";"  "
12169707;0;0;"FEXRRQ";2018-07-04;"NA";"  "
12169707;2018;23;"RQEXAM";2018-04-25;"NA";"  "
8715585;0;0;"FEXRRQ";2011-01-13;"NA";"  "
8715585;2009;48;"RQEXAM";2009-09-04;"NA";"  "
8718963;0;0;"FEXRRQ";2010-01-28;"NA";"  "
13717265;0;0;"FEXRRQ";2016-01-15;"NA";"  "
13717265;2015;9;"RQEXAM";2014-11-07;"NA";"  "
13717265;2017;35;"OPPNFI";2017-06-22;"NA";"  "
13700700;0;0;"FEXRRQ";2016-09-16;"NA";"  "
13700700;2014;32;"RQEXAM";2014-04-23;"NA";"  "
13702304;2014;48;"RQEXAM";2014-08-20;"NA";"  "
11150761;2012;24;"RQEXAM";2012-02-07;"NA";"  "
11150761;2015;16;"OPPNFI";2015-02-10;"NA";"  "
13702453;0;0;"FEXRRQ";2015-06-22;"NA";"  "
4792466;0;0;"FEXRRQ";2013-06-19;"NA";"  "
4792466;2006;27;"RQEXAM";2005-08-18;"NA";"  "
4794168;0;0;"FEXRRQ";2008-07-15;"NA";"  "
86900559;1987;9;"RQEXAM";1986-08-12;"NA";"  "
92117684;0;0;"FEXRRQ";1995-02-09;"NA";"  "
92117684;1994;3;"RQEXAM";1993-11-22;"NA";"  "
96308563;2001;27;"RQEXAM";2001-05-03;"NA";"  "
96308563;2003;10;"DWDRWN";2002-06-01;"NA";"  "
2003440;0;0;"FEXRRQ";2008-12-22;"NA";"  "
13710591;2014;52;"RQEXAM";2014-09-11;"NA";"  "
13715505;2015;5;"RQEXAM";2014-10-22;"NA";"  "
15756131;2017;28;"RQEXAM";2017-01-24;"NA";"  "
9154197;2011;22;"RQEXAM";2011-04-20;"NA";"  "
9154197;2014;42;"OPPNFI";2014-08-07;"NA";"  "
9155644;0;0;"FEXRRQ";2013-04-17;"NA";"  "
15707307;2017;45;"DWDRWN";2017-05-16;"NA";"  "
15707775;2016;47;"RQEXAM";2016-07-29;"NA";"  "
15709168;2017;9;"RQEXAM";2016-09-12;"NA";"  "
15715164;0;0;"FEXRRQ";2017-10-10;"NA";"  "
15715164;2017;7;"RQEXAM";2016-09-21;"NA";"  "
15715164;2018;33;"DWDRWN";2018-02-21;"NA";"  "
81401048;1984;50;"OPPNFI";1984-08-31;"NA";"  "
96930129;0;0;"FEXRRQ";1999-05-20;"NA";"  "
96930129;1998;25;"RQEXAM";1997-12-08;"NA";"  "
4801249;0;0;"FEXRRQ";2006-10-11;"NA";"  "
4801249;2006;37;"RQEXAM";2006-06-01;"NA";"  "
4801249;2010;34;"OPPNFI";2010-06-17;"NA";"  "
7011428;0;0;"FEXRRQ";2011-01-18;"NA";"  "
7011428;2008;27;"RQEXAM";2008-05-23;"NA";"  "
7011428;2013;25;"DWDRWN";2013-01-03;"NA";"  "
9154927;0;0;"FEXRRQ";2011-06-15;"NA";"  "
9154927;2011;16;"RQEXAM";2011-03-10;"NA";"  "
9154927;2013;24;"OPPNFI";2013-04-05;"NA";"  "
11700081;2015;44;"OPPNFI";2015-08-20;"NA";"  "
11704570;0;0;"FEXRRQ";2014-06-03;"NA";"  "
11704570;2013;11;"RQEXAM";2012-11-30;"NA";"  "
12170979;0;0;"FEXRRQ";2013-09-27;"NA";"  "
12170979;2012;52;"RQEXAM";2012-06-06;"NA";"  "
12170979;2015;8;"OPPNFI";2014-12-15;"NA";"  "
12168237;2017;20;"DWDRWN";2016-12-01;"NA";"  "
12173618;0;0;"FEXRRQ";2013-09-17;"NA";"  "
12173618;2013;34;"RQEXAM";2013-07-15;"NA";"  "
9013806;0;0;"PMNTAM";2016-11-02;"NA";"  "
9013806;2012;51;"RQEXAM";2012-11-02;"NA";"  "
9014431;0;0;"FEXRRQ";2013-04-05;"NA";"  "
8718963;2009;51;"RQEXAM";2009-10-01;"NA";"  "
8718963;2016;12;"DWDRWN";2015-09-30;"NA";"  "
11003791;0;0;"FEXRRQ";2012-01-27;"NA";"  "
13718133;0;0;"FEXRRQ";2014-02-03;"NA";"  "
13718133;2013;50;"RQEXAM";2013-09-06;"NA";"  "
13720860;0;0;"FEXRRQ";2015-12-17;"NA";"  "
13720860;2015;8;"RQEXAM";2014-11-10;"NA";"  "
13720860;2017;28;"OPPNFI";2017-05-04;"NA";"  "
13728947;0;0;"FEXRRQ";2017-04-06;"NA";"  "
6791674;0;0;"FEXRRQ";2008-09-24;"NA";"  "
6791674;2008;20;"RQEXAM";2008-03-14;"NA";"  "
6791674;2010;8;"OPPNFI";2009-12-21;"NA";"  "
13702304;2016;6;"DWDRWN";2015-08-01;"NA";"  "
13704444;0;0;"FEXRRQ";2018-06-07;"NA";"  "
13704444;2015;52;"RQEXAM";2015-08-04;"NA";"  "
4794168;2006;26;"RQEXAM";2006-04-27;"NA";"  "
4794168;2012;25;"OPPNFI";2012-04-16;"NA";"  "
10165658;2013;34;"DWDRWN";2013-01-03;"NA";"  "
11195242;2018;17;"OPPNFI";2018-02-20;"NA";"  "
11290434;0;0;"FEXRRQ";2018-03-02;"NA";"  "
11290434;2013;13;"RQEXAM";2012-08-15;"NA";"  "
15763760;2018;23;"RQEXAM";2018-02-28;"NA";"  "
15771239;2017;26;"RQEXAM";2017-03-16;"NA";"  "
15774558;0;0;"FEXRRQ";2018-01-30;"NA";"  "
9155644;2012;26;"RQEXAM";2012-05-16;"NA";"  "
9156855;2015;51;"DWDRWN";2015-05-13;"NA";"  "
9161667;2011;28;"WDRWNA";2011-06-07;"NA";"  "
92117684;1997;36;"OPPNFI";1997-06-12;"NA";"  "
1100316;0;0;"FEXRRQ";2003-10-08;"NA";"  "
1100316;2003;45;"RQEXAM";2003-09-03;"NA";"  "
15701857;2016;46;"RQEXAM";2016-08-05;"NA";"  "
15703736;2016;47;"RQEXAM";2016-07-06;"NA";"  "
15706830;0;0;"FEXRRQ";2017-07-10;"NA";"  "
3789388;0;0;"FEXRRQ";2005-06-29;"NA";"  "
3789388;2005;4;"RQEXAM";2004-06-18;"NA";"  "
3789388;2014;49;"DWDRWN";2014-07-01;"NA";"  "
9157835;0;0;"FEXRRQ";2011-05-16;"NA";"  "
9157835;2011;20;"RQEXAM";2011-04-07;"NA";"  "
9157835;2016;19;"OPPNFI";2016-03-04;"NA";"  "
80302213;0;0;"FEXRRQ";1982-06-22;"NA";"  "
80302213;1981;36;"RQEXAM";1981-06-22;"NA";"  "
80302213;1985;23;"OPPNFI";1985-02-26;"NA";"  "
92104959;1993;51;"DWDRWN";1993-03-31;"NA";"  "
92108903;0;0;"FEXRRQ";1996-06-25;"NA";"  "
92108903;1995;44;"RQEXAM";1995-05-23;"NA";"  "
7002470;0;0;"FEXRRQ";2009-03-25;"NA";"  "
7002470;2009;9;"RQEXAM";2009-01-02;"NA";"  "
7002470;2012;27;"OPPNFI";2012-05-02;"NA";"  "
11193711;0;0;"FEXRRQ";2016-09-09;"NA";"  "
11193711;2015;8;"RQEXAM";2015-01-05;"NA";"  "
11193711;2017;47;"OPPNFI";2017-09-15;"NA";"  "
4803071;0;0;"FEXRRQ";2008-07-10;"NA";"  "
4803071;2007;37;"RQEXAM";2007-06-21;"NA";"  "
7018657;0;0;"FEXRRQ";2010-03-01;"NA";"  "
7013519;0;0;"FEXRRQ";2009-07-14;"NA";"  "
7013519;2009;29;"RQEXAM";2009-06-08;"NA";"  "
7013519;2018;32;"OPPNFI";2018-05-31;"NA";"  "
13714608;0;0;"FEXRRQ";2017-12-20;"NA";"  "
13714608;2015;34;"RQEXAM";2015-05-12;"NA";"  "
86308666;0;0;"FEXRRQ";1988-10-19;"NA";"  "
9014635;2013;32;"OPPNFI";2013-05-30;"NA";"  "
9156242;0;0;"FEXRRQ";2017-07-27;"NA";"  "
9156242;2017;14;"RQEXAM";2017-02-24;"NA";"  "
13728947;2015;16;"RQEXAM";2014-12-01;"NA";"  "
15202333;2017;27;"DWDRWN";2017-01-03;"NA";"  "
15305617;2017;22;"RQEXAM";2017-04-19;"NA";"  "
9776950;2016;29;"DWDRWN";2016-02-02;"NA";"  "
9778336;2011;25;"RQEXAM";2011-04-06;"NA";"  "
9778336;2017;17;"DWDRWN";2016-07-12;"NA";"  "
9014766;0;0;"FEXRRQ";2013-01-09;"NA";"  "
9014766;2011;32;"RQEXAM";2011-07-04;"NA";"  "
9014766;2016;22;"OPPNFI";2016-03-29;"NA";"  "
10165858;2014;45;"RQEXAM";2014-09-25;"NA";"  "
10166309;0;0;"FEXRRQ";2012-07-26;"NA";"  "
10166309;2012;9;"RQEXAM";2012-01-20;"NA";"  "
11382018;0;0;"FEXRRQ";2014-03-21;"NA";"  "
11382018;2013;10;"RQEXAM";2013-01-25;"NA";"  "
11382018;2015;32;"OPPNFI";2015-05-28;"NA";"  "
13706162;0;0;"FEXRRQ";2016-06-17;"NA";"  "
13706162;2015;52;"RQEXAM";2015-09-08;"NA";"  "
13706162;2018;15;"OPPNFI";2018-02-06;"NA";"  "
13702453;2014;29;"RQEXAM";2014-04-10;"NA";"  "
13702453;2016;43;"OPPNFI";2016-08-19;"NA";"  "
13712011;2015;53;"RQEXAM";2015-08-27;"NA";"  "
1100316;2007;37;"WDRWNA";2007-08-03;"NA";"  "
4726331;2006;3;"RQEXAM";2005-11-07;"NA";"  "
4726331;2009;24;"WDRWNA";2009-04-30;"NA";"  "
