id;state_type;change_date;bulletin_year;bulletin_nr;designated_states
11000594;"EXT";9999-12-31;0;0;"BA,ME"
11000596;"EXT";9999-12-31;0;0;"BA,ME"
11150138;"EXT";9999-12-31;0;0;"BA,ME"
14725293;"MEM";2016-01-08;2016;6;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
14726161;"MEM";2016-03-11;2016;15;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
15787638;"MEM";2017-08-04;2017;36;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
9759685;"MEM";2016-08-12;2016;37;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,SE,SI,SK,SM,TR"
9764216;"MEM";2012-12-14;2013;3;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,SE,SI,SK,SM,TR"
9833689;"MEM";2016-04-29;2016;22;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,SE,SI,SK,SM,TR"
9834926;"MEM";2010-07-02;0;0;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,SE,SI,SK,SM,TR"
9712140;"MEM";2010-10-01;2010;44;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,SE,SI,SK,TR"
9712140;"MEM";2017-07-28;2017;35;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,SE,SI,SK,TR"
5770535;"MEM";2007-05-11;2007;24;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,NL,PL,PT,RO,SE,SI,SK,TR"
7711656;"MEM";2008-10-10;2008;46;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,NL,PL,PT,RO,SE,SI,SK,TR"
4013923;"MEM";2004-11-05;2004;52;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IT,LI,LU,MC,NL,PL,PT,RO,SE,SI,SK,TR"
4016864;"MEM";2004-12-17;2005;5;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IT,LI,LU,MC,NL,PL,PT,RO,SE,SI,SK,TR"
2766321;"MEM";2004-07-16;2004;36;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,IE,IT,LI,LU,MC,NL,PT,SE,SK,TR"
1970255;"MEM";2002-09-21;2002;45;"AT,BE,CH,CY,DE,DK,ES,FI,FR,GB,GR,IE,IT,LI,LU,MC,NL,PT,SE,TR"
87630272;"MEM";1988-06-04;1988;29;"BE,DE,FR,GB"
10193460;"MEM";2011-05-13;2011;24;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
10193460;"MEM";2016-06-24;2016;30;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
10194378;"MEM";2011-11-23;2011;46;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
11710666;"MEM";2012-12-14;2013;3;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
11710901;"MEM";2012-11-23;2012;52;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
11711016;"MEM";2012-11-16;2012;51;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
11816975;"MEM";2013-05-17;2013;25;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
11817189;"MEM";2013-03-22;2013;17;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
12198420;"MEM";2013-07-09;2013;28;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
12198420;"MEM";2017-11-24;2017;52;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
12275031;"MEM";2013-10-01;2013;40;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
12794855;"MEM";2014-09-05;2014;41;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
13744038;"MEM";2014-11-07;2014;50;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
14195427;"MEM";2016-08-26;2016;39;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
15722275;"MEM";2017-01-20;2017;8;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
15848773;"MEM";2017-07-14;2017;33;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16176856;"MEM";2016-10-28;2016;48;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16176856;"MEM";2017-06-02;2017;27;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16177238;"MEM";2017-12-01;2018;1;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16177238;"MEM";2018-03-09;2018;15;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16765403;"MEM";2017-12-28;2018;4;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
17200710;"MEM";2018-06-15;2018;29;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
10398002;"MEM";2010-11-19;2010;51;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,SE,SI,SK,SM,TR"
8002302;"MEM";2009-07-10;2009;33;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MT,NL,NO,PL,PT,RO,SE,SI,SK,TR"
8006263;"MEM";2008-09-26;2008;44;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MT,NL,NO,PL,PT,RO,SE,SI,SK,TR"
7380083;"MEM";2008-01-18;2008;8;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MT,NL,PL,PT,RO,SE,SI,SK,TR"
7388086;"MEM";2009-05-01;2009;23;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MT,NL,PL,PT,RO,SE,SI,SK,TR"
7718140;"MEM";2008-08-29;2008;40;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,NL,PL,PT,RO,SE,SI,SK,TR"
4025905;"MEM";2005-05-06;2005;25;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LU,MC,NL,PL,PT,RO,SE,SI,SK,TR"
4025905;"MEM";2009-11-13;2009;51;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LU,MC,NL,PL,PT,RO,SE,SI,SK,TR"
2018506;"MEM";2003-01-31;2003;12;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,IE,IT,LI,LU,MC,NL,PT,SE,SK,TR"
2754757;"MEM";2004-04-02;2004;21;"AT,BE,CH,CY,DE,DK,ES,FI,FR,GB,GR,IE,IT,LI,LU,MC,NL,PT,SE,TR"
82201510;"MEM";1983-04-22;1983;25;"AT,CH,DE,FR,GB,IT,LI,LU,NL,SE"
6008788;"MEM";2009-09-25;2009;44;"DE"
7722488;"MEM";2009-05-29;2009;27;"DE"
8002302;"MEM";2010-03-19;2010;16;"DE"
5254455;"MEM";2010-07-30;2010;35;"DE,DK,ES"
7100766;"MEM";2013-10-25;2013;48;"DE,DK,ES"
7104727;"MEM";2008-06-06;2008;28;"DE,DK,ES"
8163228;"MEM";2013-05-31;2013;27;"DE,DK,ES"
8171652;"MEM";2011-08-19;2011;38;"DE,DK,ES"
7007127;"MEM";2009-05-15;2009;25;"DE,DK,ES,GB"
98200090;"MEM";1999-02-12;1999;13;"DE,DK,ES,GB,IE,NL,PT,SE"
94903021;"MEM";1996-08-16;1996;40;"DE,DK,FR,GB,NL,SE"
11152459;"EXT";9999-12-31;0;0;"BA,ME"
11155903;"EXT";9999-12-31;0;0;"BA,ME"
11157928;"EXT";9999-12-31;0;0;"BA,ME"
11159998;"EXT";9999-12-31;0;0;"BA,ME"
11160649;"EXT";9999-12-31;0;0;"BA,ME"
11170660;"EXT";9999-12-31;0;0;"BA,ME"
11171481;"EXT";9999-12-31;0;0;"BA,ME"
4822145;"MEM";2007-11-23;2007;52;"DE,FR,GB"
5821132;"MEM";2008-01-18;2008;8;"DE,FR,GB"
6119569;"MEM";2007-09-28;2007;44;"DE,FR,GB"
6251914;"MEM";2013-06-21;2013;30;"DE,FR,GB"
6705139;"MEM";2008-02-22;2008;13;"DE,FR,GB"
6713729;"MEM";2008-04-11;2008;20;"DE,FR,GB"
6713729;"MEM";2015-08-21;2015;39;"DE,FR,GB"
7836743;"MEM";2009-08-07;2009;37;"DE,FR,GB"
9250617;"MEM";2012-12-07;2013;2;"DE,FR,GB"
10825716;"MEM";2012-07-27;2012;35;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
11838877;"MEM";2013-08-09;2013;37;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
12305085;"MEM";2012-07-24;2012;30;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
12382014;"MEM";2013-07-23;2013;30;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
12382116;"MEM";2013-10-01;2013;40;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
13748460;"MEM";2014-11-21;2014;52;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
13845458;"MEM";2015-07-17;2015;34;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
14790129;"MEM";2016-04-15;2016;20;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
9801391;"MEM";2013-02-01;2013;10;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,SE,SI,SK,SM,TR"
8764266;"MEM";2010-01-15;2010;7;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MT,NL,NO,PL,PT,RO,SE,SI,SK,TR"
8764266;"MEM";2018-02-16;2018;12;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MT,NL,NO,PL,PT,RO,SE,SI,SK,TR"
8765487;"MEM";2011-02-25;2011;13;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MT,NL,NO,PL,PT,RO,SE,SI,SK,TR"
10161062;"MEM";2010-07-02;2010;31;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,NL,PL,PT,RO,SE,SI,SK,TR"
10192716;"MEM";2011-06-03;2011;27;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,NL,PL,PT,RO,SE,SI,SK,TR"
10192716;"MEM";2017-06-16;2017;29;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,NL,PL,PT,RO,SE,SI,SK,TR"
4025697;"MEM";2005-03-18;2005;18;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IT,LI,LU,MC,NL,PL,PT,RO,SE,SI,SK,TR"
14154236;"EXT";9999-12-31;0;0;"BA,ME"
14155357;"EXT";9999-12-31;0;0;"BA,ME"
14157227;"EXT";9999-12-31;0;0;"BA,ME"
14160922;"EXT";9999-12-31;0;0;"BA,ME"
14163396;"EXT";9999-12-31;0;0;"BA,ME"
14178770;"EXT";9999-12-31;0;0;"BA,ME"
14179842;"EXT";9999-12-31;0;0;"BA,ME"
14180493;"EXT";9999-12-31;0;0;"BA,ME"
14182514;"EXT";9999-12-31;0;0;"BA,ME"
14182865;"EXT";9999-12-31;0;0;"BA,ME"
14183686;"EXT";9999-12-31;0;0;"BA,ME"
14192176;"EXT";9999-12-31;0;0;"BA,ME"
14192825;"EXT";9999-12-31;0;0;"BA,ME"
14290295;"EXT";9999-12-31;0;0;"BA,ME"
14719235;"EXT";9999-12-31;0;0;"BA,ME"
14721558;"EXT";9999-12-31;0;0;"BA,ME"
14732639;"EXT";9999-12-31;0;0;"BA,ME"
14733992;"EXT";9999-12-31;0;0;"BA,ME"
95102174;"MEM";1995-07-07;1995;34;"DE,FR,GB"
96108647;"MEM";1996-08-09;1996;39;"DE,FR,GB"
97200890;"MEM";1997-08-15;1997;40;"DE,FR,GB"
11722706;"MEM";2013-01-18;2013;8;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
14719235;"MEM";2016-01-29;2016;9;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
14820579;"MEM";2016-04-08;2016;19;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
14821551;"MEM";2016-10-21;2016;47;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
15154863;"MEM";2015-08-25;2015;35;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
15154863;"MEM";2016-03-04;2016;14;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
15155414;"MEM";2015-09-01;2015;36;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
15155414;"MEM";2016-03-11;2016;15;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
15155514;"MEM";2015-10-06;2015;41;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
15719143;"MEM";2017-01-27;2017;9;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16165933;"MEM";2016-09-23;2016;43;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16165933;"MEM";2017-02-10;2017;11;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
5026456;"EXT";9999-12-31;0;0;"AL,BA,HR,MK,YU"
5794796;"EXT";9999-12-31;0;0;"AL,BA,HR,MK,YU"
5797568;"EXT";9999-12-31;0;0;"AL,BA,HR,MK,YU"
5808200;"EXT";9999-12-31;0;0;"AL,BA,HR,MK,YU"
5813965;"EXT";9999-12-31;0;0;"AL,BA,HR,MK,YU"
5820581;"EXT";9999-12-31;0;0;"AL,BA,HR,MK,YU"
5821132;"EXT";9999-12-31;0;0;"AL,BA,HR,MK,YU"
6705139;"EXT";9999-12-31;0;0;"AL,BA,HR,MK,YU"
6713729;"EXT";9999-12-31;0;0;"AL,BA,HR,MK,YU"
12002774;"MEM";2012-08-14;2012;33;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MT,NL,NO,PL,PT,RO,SE,SI,SK,TR"
7817823;"MEM";2009-06-05;2009;28;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MT,NL,PL,PT,RO,SE,SI,SK,TR"
5808200;"MEM";2007-09-07;2007;41;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,NL,PL,PT,RO,SE,SI,SK,TR"
6742458;"MEM";2009-01-23;2009;9;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IS,IT,LI,LT,LU,LV,MC,NL,PL,PT,RO,SE,SI,SK,TR"
3075010;"MEM";2004-05-21;2004;28;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HU,IE,IT,LI,LU,MC,NL,PT,SE,SI,SK,TR"
13706325;"EXT";9999-12-31;0;0;"BA,ME"
13707346;"EXT";9999-12-31;0;0;"BA,ME"
16183807;"MEM";2017-01-13;2017;7;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16183807;"MEM";2017-08-18;2017;38;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16184207;"MEM";2017-01-20;2017;8;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16184207;"MEM";2017-08-25;2017;39;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
16184408;"MEM";2018-01-19;2018;8;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
10760948;"MEM";2012-06-15;2012;29;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,SE,SI,SK,SM,TR"
9765870;"MEM";2011-02-18;2011;12;"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,SE,SI,SK,TR"
952800;"MEM";2002-04-19;2002;23;"AT,BE,CH,CY,DE,DK,ES,FI,FR,GB,GR,IE,IT,LI,LU,MC,NL,PT,SE"
89401710;"MEM";1989-11-11;1989;52;"CH,DE,ES,LI,NL"
11185444;"MEM";2012-05-01;2012;18;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
11186898;"MEM";2012-06-19;2012;25;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
11186898;"MEM";2016-08-19;2016;38;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
11801864;"MEM";2013-07-05;2013;32;"AL,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MC,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,SM,TR"
